Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;EG21Z;EG21B;EG22Z;EG22B;EG23Z;EG23B;EG24Z;EG24B
10.12.2024;16:56;A 99;1;3;72;2;93;1;8;1;59;2;20;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:55;A 99;1;2;20;2;25;1;21;4;19;1;1;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:54;A 99;1;5;51;3;50;0;0;5;41;0;0;0;0;3;5;1;1;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:53;A 99;1;4;31;2;37;1;1;2;54;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:52;A 99;1;4;31;4;76;2;4;1;90;1;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:51;A 99;1;9;35;6;58;4;7;4;43;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:50;A 99;1;2;28;3;23;3;13;7;87;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:49;A 99;1;1;19;1;51;4;17;1;88;1;14;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:48;A 99;1;2;72;1;66;5;15;2;69;1;6;1;1;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;
10.12.2024;16:47;A 99;1;4;39;4;23;4;4;4;82;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:46;A 99;1;0;11;3;30;4;23;2;58;1;2;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:45;A 99;1;1;76;2;63;5;6;3;42;1;6;0;0;2;3;0;0;1;1;0;0;0;0;;;;;;;;;;
10.12.2024;16:44;A 99;1;2;27;3;25;2;43;4;43;2;4;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:43;A 99;1;3;19;3;18;3;4;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:42;A 99;1;2;8;3;28;6;8;1;45;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:41;A 99;1;5;16;6;29;4;6;6;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:40;A 99;1;1;7;2;2;1;2;2;23;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;
10.12.2024;16:39;A 99;1;6;30;4;45;3;4;3;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.12.2024;16:38;A 99;1;2;17;2;18;3;12;9;88;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
