Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TF32aZ;TF32aB;TB32Z;TB32B;TB32aZ;TB32aB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
10.12.2024;16:55;A127;1;2;58;8;46;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:54;A127;1;3;61;3;17;0;0;1;1;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:53;A127;1;3;51;6;46;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:52;A127;1;2;75;2;51;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:51;A127;1;3;47;3;42;1;1;0;0;1;1;0;0;;;;;;;;;;;;
10.12.2024;16:50;A127;1;4;59;1;4;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:49;A127;1;3;48;3;33;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:48;A127;1;8;31;9;32;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:47;A127;1;7;33;7;21;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:46;A127;1;4;73;1;68;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:45;A127;1;1;80;3;11;1;1;1;1;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:44;A127;1;6;59;6;18;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:43;A127;1;4;32;6;17;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:42;A127;1;4;63;2;13;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:41;A127;1;3;78;3;23;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:40;A127;1;2;22;3;43;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:39;A127;1;4;44;6;24;0;0;1;1;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:38;A127;1;3;73;4;29;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:37;A127;1;2;82;5;41;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:36;A127;1;3;30;3;29;1;1;0;0;1;1;0;0;;;;;;;;;;;;
10.12.2024;16:35;A127;1;4;34;5;16;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:34;A127;1;4;55;3;37;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:33;A127;1;2;79;3;19;0;0;1;1;1;1;0;0;;;;;;;;;;;;
10.12.2024;16:32;A127;1;3;91;5;20;0;0;0;0;1;1;0;0;;;;;;;;;;;;
10.12.2024;16:31;A127;1;1;98;9;84;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:30;A127;1;3;55;3;64;1;1;1;1;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:29;A127;1;2;40;3;66;1;1;0;0;2;3;0;0;;;;;;;;;;;;
10.12.2024;16:28;A127;1;4;61;7;61;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:27;A127;1;4;87;2;78;0;0;1;1;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:26;A127;1;4;59;4;45;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:25;A127;1;3;43;4;57;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:24;A127;1;6;35;4;27;2;3;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:23;A127;1;1;42;7;30;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:22;A127;1;1;92;6;53;0;0;0;0;1;1;0;0;;;;;;;;;;;;
10.12.2024;16:21;A127;1;2;75;4;65;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:20;A127;1;3;55;10;50;0;0;1;1;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:19;A127;1;4;76;7;40;0;0;1;1;0;0;1;1;;;;;;;;;;;;
10.12.2024;16:18;A127;1;4;47;4;53;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:17;A127;1;1;88;8;32;0;0;1;1;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:16;A127;1;3;59;4;43;0;0;1;1;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:15;A127;1;3;60;5;22;0;0;0;0;1;1;0;0;;;;;;;;;;;;
10.12.2024;16:14;A127;1;2;19;4;64;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:13;A127;1;1;82;2;89;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:12;A127;1;1;85;8;54;1;1;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:11;A127;1;3;54;7;49;0;0;0;0;0;0;0;0;;;;;;;;;;;;
10.12.2024;16:10;A127;1;4;49;2;80;0;0;1;1;0;0;0;0;;;;;;;;;;;;
