Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D211Z;D211B;D212Z;D212B;V57_M71_804Z;V57_M71_804B;H57_M72_805Z;H57_M72_805B;A57_M73_806Z;A57_M73_806B;V58_M81_812Z;V58_M81_812B;H58_M82_813Z;H58_M82_813B;A58_M83_814Z;A58_M83_814B;T1_1_10_1Z;T1_1_10_1B;T1_2_10_2Z;T1_2_10_2B;T2_1_7_1Z;T2_1_7_1B;T2_2_7_2Z;T2_2_7_2B;T8_1_9_1Z;T8_1_9_1B;T8_2_9_2Z;T8_2_9_2B
10.12.2024;16:57;A163;1;4;5;2;5;4;86;3;71;1;73;0;12;3;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;;;;;;
10.12.2024;16:56;A163;1;9;11;4;17;10;26;2;36;4;2;1;96;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;96;;;;;;
10.12.2024;16:55;A163;1;4;4;2;10;6;5;4;56;0;49;4;46;7;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;45;;;;;;
10.12.2024;16:54;A163;1;4;4;0;84;4;13;2;1;1;46;2;59;2;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;59;;;;;;
10.12.2024;16:53;A163;1;6;8;3;50;6;25;2;3;1;26;0;0;11;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
10.12.2024;16:52;A163;1;7;9;4;6;5;5;2;5;2;46;4;2;11;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;
10.12.2024;16:51;A163;1;4;3;2;2;6;88;2;14;5;22;2;3;3;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;3;;;;;;
10.12.2024;16:50;A163;1;8;15;4;22;8;51;3;30;2;85;2;0;4;3;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4;0;;;;;;
10.12.2024;16:49;A163;1;6;6;3;2;5;9;2;1;3;67;0;60;5;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;;;;;;
10.12.2024;16:48;A163;1;4;5;1;3;5;87;0;80;2;19;1;16;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;;;;;;
