Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D42Z;D42B;HH51_M2_5001Z;HH51_M2_5001B;VD51_M1_5000Z;VD51_M1_5000B;HD51_M2_5001Z;HD51_M2_5001B;AH51_M3_5002Z;AH51_M3_5002B;AD51_M3_5002Z;AD51_M3_5002B;HH55_M4_5004Z;HH55_M4_5004B;VD55_A53/M4_53XZ;VD55_A53/M4_53XB;HD55_M4_5004Z;HD55_M4_5004B;AH55_M5_5005Z;AH55_M5_5005B;AD55_M5_5005Z;AD55_M5_5005B;Schluessel_S51Z;Schluessel_S51B;Schluessel_S55Z;Schluessel_S55B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;Anf_FG_32Z;Anf_FG_32B
10.12.2024;16:56;A 50;1;1;1;2;4;4;2;2;5;0;0;60;11;0;0;0;0;3;0;0;0;8;32;2;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:55;A 50;1;8;9;4;32;3;1;0;0;3;5;45;4;2;11;0;0;0;58;0;56;3;6;2;58;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:54;A 50;1;20;34;2;92;2;0;0;0;0;0;0;0;0;0;0;0;1;42;1;48;2;1;3;10;0;0;2;57;0;0;1;3;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:53;A 50;1;6;4;3;18;3;0;0;0;0;0;37;5;0;0;0;0;0;0;0;0;7;5;4;26;0;0;1;75;0;0;1;2;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:52;A 50;1;10;17;2;90;3;9;4;11;1;10;0;0;0;11;0;0;8;59;5;58;10;13;0;83;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:51;A 50;1;7;6;5;69;4;2;0;0;3;92;13;2;1;97;0;0;10;1;1;5;5;13;2;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:50;A 50;1;12;13;5;67;2;0;0;0;1;98;1;6;1;98;1;3;2;0;0;0;7;10;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:49;A 50;1;7;9;4;61;4;1;0;0;2;76;36;4;2;52;0;0;1;0;0;0;7;27;4;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
10.12.2024;16:48;A 50;1;11;21;4;60;3;1;0;0;1;76;0;0;1;2;0;0;4;0;0;0;4;40;1;59;0;30;0;29;0;0;0;0;0;0;0;0;0;0;1;1;0;0
10.12.2024;16:47;A 50;1;8;8;4;45;2;1;0;0;2;60;0;0;1;30;0;0;1;0;0;0;4;40;3;37;2;61;2;15;2;16;4;4;0;0;0;0;0;0;1;1;0;0
10.12.2024;16:46;A 50;1;2;1;2;5;2;0;0;0;0;100;0;0;1;89;0;0;1;0;0;0;10;7;7;28;1;82;0;0;1;4;3;5;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:45;A 50;1;6;7;8;65;2;1;0;0;2;23;0;0;2;5;1;2;0;0;0;0;4;45;4;45;0;0;0;64;0;0;0;0;0;0;0;0;1;1;0;0;0;0
10.12.2024;16:44;A 50;1;4;3;3;17;5;2;0;0;1;46;0;0;1;3;0;0;1;0;0;0;5;47;4;42;0;0;1;36;0;0;1;4;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:43;A 50;1;6;4;6;17;2;1;0;0;1;28;0;0;2;9;1;1;1;0;0;0;6;42;2;61;1;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:42;A 50;1;9;6;4;27;2;0;0;0;2;80;0;0;3;26;0;0;3;0;0;0;5;13;4;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:41;A 50;1;4;2;2;10;4;2;0;0;3;66;0;0;1;71;0;0;0;0;0;0;5;37;5;47;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:40;A 50;1;8;6;6;24;1;0;0;0;1;79;0;0;2;46;0;0;1;1;1;3;7;11;5;33;1;49;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:39;A 50;1;3;3;3;12;3;1;0;0;0;0;0;0;0;0;0;0;13;2;0;0;16;18;7;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:38;A 50;1;8;6;4;20;3;2;1;6;2;3;0;0;2;7;0;0;1;0;0;0;4;3;3;37;0;77;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
10.12.2024;16:37;A 50;1;4;4;3;22;0;0;0;0;0;0;1;37;0;0;1;38;0;0;1;3;4;37;1;47;1;0;0;0;1;4;1;1;0;0;0;0;1;1;0;0;0;0
10.12.2024;16:36;A 50;1;8;75;0;100;0;0;0;0;1;1;33;35;1;1;3;6;0;0;0;0;9;74;0;93;0;0;2;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:35;A 50;1;9;22;8;49;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;33;1;43;0;74;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
10.12.2024;16:34;A 50;1;12;12;1;65;0;0;3;16;0;0;0;0;0;0;0;0;9;1;0;0;8;9;5;36;1;23;0;0;1;2;1;2;0;0;0;0;1;1;0;0;0;0
10.12.2024;16:33;A 50;1;9;8;4;79;4;2;3;28;4;41;0;0;3;28;2;3;1;0;0;0;5;5;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:32;A 50;1;6;10;4;46;3;2;4;21;4;47;0;0;1;54;1;2;0;0;1;2;4;3;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:31;A 50;1;9;46;5;82;0;0;7;31;1;59;0;0;1;62;0;0;0;100;1;86;8;9;3;41;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:30;A 50;1;5;9;3;38;4;1;5;12;1;65;0;0;2;36;0;0;4;46;3;22;7;6;4;28;1;10;0;0;1;4;1;7;0;0;0;0;2;3;0;0;0;0
