Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D31Z;D31B;D41Z;D41B;D42Z;D42B;H57_M1_1137Z;H57_M1_1137B;A57_M2_1138Z;A57_M2_1138B;H53_M3_3006Z;H53_M3_3006B;A53_M5_3007Z;A53_M5_3007B;H53_M6_1140Z;H53_M6_1140B;D43Z;D43B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
10.12.2024;16:56;A  5;1;4;10;10;68;0;0;1;96;1;35;1;9;1;0;7;33;4;31;3;61;5;52;2;59;3;65;0;0;0;0;0;0;0;0
10.12.2024;16:55;A  5;1;0;0;2;75;1;2;1;84;0;21;0;0;0;0;4;58;5;38;2;2;16;42;3;13;1;98;0;0;0;0;0;0;0;0
10.12.2024;16:54;A  5;1;1;0;4;80;1;5;0;95;2;33;2;10;0;0;0;0;2;3;4;21;10;43;6;24;0;100;0;0;0;0;0;0;2;3
10.12.2024;16:53;A  5;1;1;0;4;62;0;0;1;79;0;0;1;1;0;0;3;28;3;45;2;3;6;41;3;17;3;77;1;1;0;0;0;0;1;1
10.12.2024;16:52;A  5;1;1;1;2;21;1;19;1;43;10;21;2;21;2;0;3;72;2;59;5;50;16;53;1;52;1;94;0;0;0;0;0;0;0;0
10.12.2024;16:51;A  5;1;2;7;3;64;0;100;0;100;9;0;0;0;0;0;2;61;1;73;5;34;8;51;6;31;4;84;0;0;0;0;0;0;0;0
10.12.2024;16:50;A  5;1;0;0;4;18;1;27;1;53;0;0;0;0;0;0;3;3;3;38;1;1;5;4;1;3;2;30;3;6;0;0;0;0;0;0
10.12.2024;16:49;A  5;1;0;0;3;81;0;0;1;99;4;23;3;28;4;2;0;0;1;71;1;32;10;47;0;79;0;79;0;0;0;0;0;0;0;0
10.12.2024;16:48;A  5;1;3;21;4;87;2;4;2;84;10;7;2;5;0;0;1;66;4;10;2;15;13;46;1;46;3;91;0;0;0;0;0;0;2;3
10.12.2024;16:47;A  5;1;3;53;40;25;3;12;2;80;3;15;2;8;3;2;2;39;5;44;2;46;10;64;4;35;1;99;0;0;0;0;0;0;1;1
