Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D50Z;D50B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;V85Z;V85B;D110Z;D110B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;V115Z;V115B;T32Z;T32B;T32bZ;T32bB;T35bZ;T35bB;T38Z;T38B;T38bZ;T38bB;T41bZ;T41bB;T35Z;T35B;T41Z;T41B
17.02.2024;01:00;A 17;1;0;0;3;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;13;0;0;2;15;0;0;0;0;0;0;6;24;2;1;1;35;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
17.02.2024;00:59;A 17;1;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;6;1;2;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:58;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;43;0;0;5;47;1;1;0;0;0;0;2;12;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:57;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;0;0;2;12;1;2;0;0;0;0;1;11;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:56;A 17;1;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;1;1;5;21;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:55;A 17;1;0;0;1;0;0;0;0;0;0;0;0;0;1;19;0;0;1;4;0;0;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
17.02.2024;00:54;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28;0;0;1;16;0;0;0;0;0;0;4;37;0;0;3;39;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:53;A 17;1;3;1;1;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;3;19;1;2;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:52;A 17;1;0;0;2;17;0;0;0;0;0;0;1;2;2;1;0;0;0;0;1;26;0;0;1;7;0;0;0;0;0;0;2;47;2;1;2;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:51;A 17;1;2;3;0;0;0;0;0;0;0;0;1;15;0;0;2;10;0;0;2;4;0;0;2;12;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:50;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;39;1;0;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0
17.02.2024;00:49;A 17;1;0;0;0;8;0;0;0;0;0;0;2;31;0;0;3;12;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:48;A 17;1;0;0;3;25;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;28;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:47;A 17;1;0;0;1;15;0;0;0;0;2;18;1;20;2;16;1;28;1;2;1;0;0;0;1;5;0;0;0;0;0;0;1;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:46;A 17;1;0;0;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:45;A 17;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;3;11;3;3;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:44;A 17;1;2;1;1;9;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;11;0;0;0;0;0;0;1;14;1;1;1;9;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:43;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;25;2;2;2;10;2;10;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:42;A 17;1;0;0;2;23;2;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;8;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:41;A 17;1;0;0;2;14;0;0;0;0;0;0;5;47;1;1;1;4;0;0;1;1;1;0;2;9;0;0;0;0;0;0;3;17;0;0;3;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:40;A 17;1;1;0;2;19;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:39;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:38;A 17;1;3;22;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;20;0;0;2;26;0;0;0;0;0;0;1;1;1;6;3;23;2;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:37;A 17;1;5;30;2;12;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:36;A 17;1;10;56;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;9;0;0;0;0;0;0;1;5;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:35;A 17;1;1;2;1;13;1;4;0;0;0;0;0;0;1;1;0;0;0;0;1;3;0;0;0;6;1;1;0;0;0;0;1;16;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:34;A 17;1;0;0;2;20;1;1;0;0;0;0;1;23;0;0;1;4;0;0;1;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:33;A 17;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;5;2;13;0;0;2;11;0;0;2;48;0;55;0;54;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:32;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;1;0;0;6;1;3;2;1;0;0;0;0;1;0;1;10;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:31;A 17;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;7;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:30;A 17;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;51;3;5;2;23;0;0;2;2;0;0;0;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2024;00:29;A 17;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;21;0;0;5;38;1;1;0;0;0;0;1;1;2;17;1;9;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
