Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;V351Z;V351B;TF35Z;TF35B;TF35aZ;TF35aB;TBS35Z;TBS35B;TBS35aZ;TBS35aB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;MP_A81_MP3Z;MP_A81_MP3B;MP_A77_MP1Z;MP_A77_MP1B;MP_A51_MP4Z;MP_A51_MP4B;MP_A77_MP2Z;MP_A77_MP2B
05.07.2024;02:00;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:59;A 77;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:58;A 77;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:57;A 77;1;0;0;1;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:56;A 77;1;2;16;2;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:55;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:54;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:53;A 77;1;0;0;1;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:52;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:51;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:50;A 77;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:49;A 77;1;1;10;1;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:48;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:47;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:46;A 77;1;0;0;1;14;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:45;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:44;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:43;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:42;A 77;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:41;A 77;1;2;6;2;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:40;A 77;1;1;12;1;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:39;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:38;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:37;A 77;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:36;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:35;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:34;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:33;A 77;1;1;2;2;14;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:32;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:31;A 77;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:30;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:29;A 77;1;1;7;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:28;A 77;1;1;8;0;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:27;A 77;1;0;0;3;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:26;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:25;A 77;1;0;0;2;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:24;A 77;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:23;A 77;1;1;6;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:22;A 77;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:21;A 77;1;0;0;1;5;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:20;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:19;A 77;1;1;9;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:18;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:17;A 77;1;1;6;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:16;A 77;1;0;0;1;13;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:15;A 77;1;0;0;2;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:14;A 77;1;0;0;2;23;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:13;A 77;1;0;0;1;13;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:12;A 77;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:11;A 77;1;1;12;1;19;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:10;A 77;1;0;0;2;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:09;A 77;1;1;9;0;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:08;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:07;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:06;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:05;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:04;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:03;A 77;1;2;7;1;14;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:02;A 77;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:01;A 77;1;0;0;3;17;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;01:00;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:59;A 77;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:58;A 77;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:57;A 77;1;0;0;2;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:56;A 77;1;1;16;2;20;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:55;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:54;A 77;1;0;9;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:53;A 77;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:52;A 77;1;0;0;3;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:51;A 77;1;0;0;3;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:50;A 77;1;0;0;1;22;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:49;A 77;1;0;0;5;42;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:48;A 77;1;0;0;1;11;1;7;2;3;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:47;A 77;1;2;15;1;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:46;A 77;1;1;9;3;20;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:45;A 77;1;0;0;1;33;1;13;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:44;A 77;1;1;10;0;0;1;3;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:43;A 77;1;1;14;2;17;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:42;A 77;1;0;0;1;5;1;12;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:41;A 77;1;0;0;2;15;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:40;A 77;1;0;4;2;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:39;A 77;1;1;3;1;33;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:38;A 77;1;0;0;4;23;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:37;A 77;1;0;5;1;20;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:36;A 77;1;1;1;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:35;A 77;1;1;12;4;14;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:34;A 77;1;1;8;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:33;A 77;1;0;0;0;0;1;9;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:32;A 77;1;1;6;1;3;0;0;1;1;1;1;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:31;A 77;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:30;A 77;1;1;19;1;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:29;A 77;1;0;0;6;29;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:28;A 77;1;1;5;2;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:27;A 77;1;0;0;2;19;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:26;A 77;1;1;11;2;18;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:25;A 77;1;0;0;2;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:24;A 77;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:23;A 77;1;0;0;2;16;1;13;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:22;A 77;1;1;10;0;0;1;14;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:21;A 77;1;2;20;1;29;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:20;A 77;1;0;0;1;25;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:19;A 77;1;0;0;2;17;1;13;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:18;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:17;A 77;1;2;22;1;26;1;11;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:16;A 77;1;0;0;3;11;1;12;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:15;A 77;1;1;9;3;27;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
05.07.2024;00:14;A 77;1;0;0;1;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
