Datum;Uhrzeit;Bezeichnung;Intervall;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
04.07.2024;18:15;A140;1;0;0;0;0;2;3;0;0
04.07.2024;18:14;A140;1;0;0;0;0;0;0;0;0
04.07.2024;18:13;A140;1;0;0;0;0;6;11;0;0
04.07.2024;18:12;A140;1;1;1;0;0;0;0;0;0
04.07.2024;18:11;A140;1;0;0;0;0;0;0;0;0
04.07.2024;18:10;A140;1;0;0;0;0;0;0;0;0
04.07.2024;18:09;A140;1;0;0;0;0;0;0;0;0
04.07.2024;18:08;A140;1;0;0;0;0;0;0;0;0
04.07.2024;18:07;A140;1;1;1;1;1;0;0;0;0
04.07.2024;18:06;A140;1;0;0;0;0;0;0;0;0
04.07.2024;18:05;A140;1;0;0;0;0;0;0;0;0
04.07.2024;18:04;A140;1;0;0;0;0;3;5;0;0
04.07.2024;18:03;A140;1;0;0;0;0;1;1;0;0
04.07.2024;18:02;A140;1;0;0;0;0;0;0;0;0
04.07.2024;18:01;A140;1;2;3;1;1;0;0;0;0
04.07.2024;18:00;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:59;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:58;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:57;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:56;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:55;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:54;A140;1;1;1;0;0;1;1;0;0
04.07.2024;17:53;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:52;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:51;A140;1;1;1;1;1;0;0;0;0
04.07.2024;17:50;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:49;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:48;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:47;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:46;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:45;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:44;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:43;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:42;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:41;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:40;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:39;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:38;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:37;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:36;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:35;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:34;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:33;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:32;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:31;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:30;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:29;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:28;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:27;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:26;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:25;A140;1;2;3;0;0;0;0;0;0
04.07.2024;17:24;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:23;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:22;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:21;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:20;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:19;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:18;A140;1;2;3;3;5;0;0;0;0
04.07.2024;17:17;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:16;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:15;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:14;A140;1;1;1;0;0;1;1;0;0
04.07.2024;17:13;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:12;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:11;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:10;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:09;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:08;A140;1;0;0;0;0;4;6;0;0
04.07.2024;17:07;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:06;A140;1;1;1;0;0;0;0;0;0
04.07.2024;17:05;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:04;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:03;A140;1;0;0;0;0;1;1;0;0
04.07.2024;17:02;A140;1;0;0;0;0;0;0;0;0
04.07.2024;17:01;A140;1;1;1;2;3;0;0;0;0
04.07.2024;17:00;A140;1;0;0;1;1;0;0;0;0
04.07.2024;16:59;A140;1;1;1;0;0;0;0;0;0
04.07.2024;16:58;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:57;A140;1;1;1;0;0;0;0;0;0
04.07.2024;16:56;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:55;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:54;A140;1;1;1;1;1;0;0;0;0
04.07.2024;16:53;A140;1;2;5;0;0;0;0;0;0
04.07.2024;16:52;A140;1;1;1;0;0;0;0;0;0
04.07.2024;16:51;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:50;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:49;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:48;A140;1;1;1;0;0;0;0;0;0
04.07.2024;16:47;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:46;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:45;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:44;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:43;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:42;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:41;A140;1;1;1;0;0;0;0;0;0
04.07.2024;16:40;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:39;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:38;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:37;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:36;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:35;A140;1;0;0;0;0;1;3;0;0
04.07.2024;16:34;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:33;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:32;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:31;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:30;A140;1;0;0;0;0;0;0;0;0
04.07.2024;16:29;A140;1;0;0;0;0;1;1;0;0
