Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;EG21Z;EG21B;EG22Z;EG22B;EG23Z;EG23B;EG24Z;EG24B
17.10.2024;02:00;A 99;1;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:59;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:58;A 99;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:57;A 99;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:56;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:55;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:54;A 99;1;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:53;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:52;A 99;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:51;A 99;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:50;A 99;1;0;0;3;18;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:49;A 99;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:48;A 99;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:47;A 99;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:46;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:45;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:44;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:43;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:42;A 99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:41;A 99;1;0;0;1;6;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.10.2024;01:40;A 99;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
