Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
21.02.2024;01:00;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:59;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:58;A182;1;0;0;0;0;0;0;1;27;0;0;0;0;1;1;0;0
21.02.2024;00:57;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:56;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:55;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:54;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:53;A182;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
21.02.2024;00:52;A182;1;0;0;0;0;1;69;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:51;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:50;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:49;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:48;A182;1;0;0;2;6;0;0;0;0;0;0;1;1;0;0;0;0
21.02.2024;00:47;A182;1;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:46;A182;1;1;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:45;A182;1;0;0;0;0;1;36;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:44;A182;1;1;5;1;3;1;12;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:43;A182;1;0;0;0;0;0;0;0;47;0;0;1;1;1;1;0;0
21.02.2024;00:42;A182;1;0;0;1;3;0;0;1;22;0;0;0;0;0;0;0;0
21.02.2024;00:41;A182;1;2;8;1;3;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:40;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:39;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:38;A182;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:37;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:36;A182;1;0;0;0;0;1;6;0;0;0;0;1;0;0;0;0;0
21.02.2024;00:35;A182;1;0;0;1;4;1;21;1;2;0;0;0;0;1;0;0;0
21.02.2024;00:34;A182;1;0;0;0;0;0;16;1;52;0;0;0;0;0;0;0;0
21.02.2024;00:33;A182;1;0;5;1;4;1;51;0;0;0;0;0;0;0;0;1;2
21.02.2024;00:32;A182;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
21.02.2024;00:31;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:30;A182;1;0;0;0;0;0;0;2;26;0;0;0;0;0;0;0;0
21.02.2024;00:29;A182;1;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:28;A182;1;0;0;1;3;0;0;0;0;0;0;0;0;1;1;0;0
21.02.2024;00:27;A182;1;0;0;1;4;0;0;1;2;0;0;0;0;1;1;0;0
21.02.2024;00:26;A182;1;2;6;1;4;0;0;0;0;0;0;1;1;0;0;1;3
21.02.2024;00:25;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
21.02.2024;00:24;A182;1;1;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:23;A182;1;1;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:22;A182;1;2;7;3;8;0;7;0;0;0;0;2;2;2;2;0;0
21.02.2024;00:21;A182;1;0;0;0;0;1;22;0;0;0;0;1;1;0;0;0;0
21.02.2024;00:20;A182;1;1;5;1;5;2;16;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:19;A182;1;0;0;1;2;1;80;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:18;A182;1;1;2;2;5;0;0;0;0;0;0;0;0;1;1;0;0
21.02.2024;00:17;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:16;A182;1;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:15;A182;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
21.02.2024;00:14;A182;1;0;0;3;6;0;0;0;0;0;0;1;0;0;0;0;0
21.02.2024;00:13;A182;1;1;9;2;11;0;0;0;0;0;0;0;0;1;0;0;0
21.02.2024;00:12;A182;1;0;0;0;0;1;28;1;27;0;0;0;0;1;3;0;0
21.02.2024;00:11;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:10;A182;1;2;7;4;14;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:09;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:08;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:07;A182;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:06;A182;1;1;1;1;3;0;20;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:05;A182;1;0;0;2;5;1;70;0;0;0;0;0;0;0;0;0;0
21.02.2024;00:04;A182;1;0;0;0;0;0;0;1;31;0;0;2;1;1;1;0;0
21.02.2024;00:03;A182;1;0;0;0;0;0;0;1;66;0;0;1;1;0;0;0;0
21.02.2024;00:02;A182;1;0;0;0;0;0;0;0;41;0;0;0;0;1;1;0;0
21.02.2024;00:01;A182;1;0;0;1;3;0;0;0;100;0;0;0;0;0;0;0;0
21.02.2024;00:00;A182;1;0;0;1;4;0;0;1;48;0;0;0;0;0;0;0;0
20.02.2024;23:59;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:58;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:57;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
20.02.2024;23:56;A182;1;1;5;1;4;0;0;0;0;0;0;1;1;0;0;0;0
20.02.2024;23:55;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:54;A182;1;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0
20.02.2024;23:53;A182;1;0;0;1;2;1;1;0;0;0;0;0;0;0;0;1;1
20.02.2024;23:52;A182;1;2;3;1;3;1;14;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:51;A182;1;0;0;2;6;3;10;1;6;0;0;0;0;1;1;0;0
20.02.2024;23:50;A182;1;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:49;A182;1;1;8;1;4;0;0;0;0;0;0;1;1;0;0;0;0
20.02.2024;23:48;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0
20.02.2024;23:47;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:46;A182;1;1;3;1;9;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:45;A182;1;0;0;2;10;1;37;0;78;0;0;1;1;0;0;0;0
20.02.2024;23:44;A182;1;1;3;2;3;0;0;2;7;0;0;0;0;1;1;0;0
20.02.2024;23:43;A182;1;0;0;1;4;1;4;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:42;A182;1;1;9;3;5;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:41;A182;1;1;4;3;12;0;10;0;12;0;0;0;0;1;1;0;0
20.02.2024;23:40;A182;1;0;0;2;5;1;45;1;82;0;0;0;0;2;1;0;0
20.02.2024;23:39;A182;1;2;12;3;13;0;17;0;0;0;0;0;0;1;0;0;0
20.02.2024;23:38;A182;1;1;8;1;3;2;10;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:37;A182;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:36;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
20.02.2024;23:35;A182;1;1;5;1;4;0;0;0;49;0;0;2;2;1;2;0;0
20.02.2024;23:34;A182;1;4;7;1;3;0;0;1;11;0;0;1;0;0;0;0;0
20.02.2024;23:33;A182;1;0;0;1;7;0;0;0;0;0;0;1;1;1;1;0;0
20.02.2024;23:32;A182;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:31;A182;1;0;0;1;5;2;48;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:30;A182;1;1;1;1;3;0;0;0;0;0;0;1;1;1;1;0;0
20.02.2024;23:29;A182;1;2;2;1;4;0;0;1;1;0;0;1;1;2;2;0;0
20.02.2024;23:28;A182;1;0;0;0;0;2;6;0;0;0;0;4;4;0;0;11;18
20.02.2024;23:27;A182;1;0;0;1;3;2;5;0;1;0;0;0;0;0;0;1;2
20.02.2024;23:26;A182;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0
20.02.2024;23:25;A182;1;1;5;2;4;0;0;1;14;0;0;2;1;0;0;0;0
20.02.2024;23:24;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:23;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1
20.02.2024;23:22;A182;1;0;0;0;0;1;27;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:21;A182;1;2;5;2;10;0;0;0;49;0;0;0;0;1;1;0;0
20.02.2024;23:20;A182;1;3;8;2;15;0;0;1;13;0;0;4;2;2;1;0;0
20.02.2024;23:19;A182;1;2;15;2;65;1;1;1;1;0;0;0;0;0;0;0;0
20.02.2024;23:18;A182;1;0;0;3;10;1;8;0;0;0;0;1;0;0;0;0;0
20.02.2024;23:17;A182;1;2;5;2;6;1;25;1;32;0;0;0;0;0;0;0;0
20.02.2024;23:16;A182;1;1;2;1;8;0;83;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:15;A182;1;0;0;5;12;2;1;0;0;0;0;2;1;0;0;0;0
20.02.2024;23:14;A182;1;3;14;3;14;1;96;0;0;0;0;1;1;0;0;1;1
20.02.2024;23:13;A182;1;3;13;3;22;1;12;0;0;0;0;2;2;3;3;0;0
20.02.2024;23:12;A182;1;3;8;4;12;2;5;1;36;0;0;1;0;1;1;0;0
20.02.2024;23:11;A182;1;0;0;2;8;0;0;1;80;0;0;2;1;1;0;0;0
20.02.2024;23:10;A182;1;0;0;1;5;0;29;0;0;0;0;2;2;0;0;0;0
20.02.2024;23:09;A182;1;2;2;2;5;1;72;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:08;A182;1;0;0;3;7;1;26;0;0;0;0;0;0;0;0;0;0
20.02.2024;23:07;A182;1;1;1;1;2;3;27;0;0;0;0;1;1;0;0;0;0
20.02.2024;23:06;A182;1;1;5;3;9;1;47;0;0;0;0;1;1;0;0;0;0
20.02.2024;23:05;A182;1;1;3;3;9;1;1;0;0;0;0;0;0;2;1;0;0
20.02.2024;23:04;A182;1;0;0;3;16;2;6;0;0;0;0;0;0;0;0;1;1
20.02.2024;23:03;A182;1;1;4;4;15;0;0;0;0;0;0;1;1;1;0;0;0
20.02.2024;23:02;A182;1;2;19;0;0;5;77;2;69;0;0;1;1;0;0;1;3
20.02.2024;23:01;A182;1;2;32;3;19;1;1;0;0;0;0;2;2;0;0;0;0
20.02.2024;23:00;A182;1;0;0;0;0;3;3;1;1;0;0;0;0;0;0;0;0
20.02.2024;22:59;A182;1;1;6;1;5;1;12;0;8;0;0;2;1;1;2;0;0
20.02.2024;22:58;A182;1;0;0;2;8;1;41;2;32;0;0;2;1;2;2;0;0
20.02.2024;22:57;A182;1;0;0;2;13;0;16;1;47;0;0;1;1;0;0;0;0
20.02.2024;22:56;A182;1;4;8;4;16;1;7;0;0;0;0;1;1;1;1;0;0
20.02.2024;22:55;A182;1;3;19;7;26;1;4;0;0;0;0;3;3;1;1;0;0
20.02.2024;22:54;A182;1;0;0;1;5;0;44;0;0;0;0;0;0;1;0;1;1
20.02.2024;22:53;A182;1;2;4;2;5;1;43;0;0;0;0;0;0;1;0;1;1
20.02.2024;22:52;A182;1;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2024;22:51;A182;1;0;0;1;5;0;0;1;24;0;0;0;0;1;1;0;0
20.02.2024;22:50;A182;1;4;15;3;14;0;0;2;49;0;0;2;1;2;1;0;0
20.02.2024;22:49;A182;1;2;14;4;16;0;0;1;8;0;0;2;2;2;2;0;0
20.02.2024;22:48;A182;1;0;0;2;7;1;1;1;1;0;0;1;1;1;1;1;2
20.02.2024;22:47;A182;1;0;0;3;11;0;3;0;0;0;0;0;0;0;0;2;1
20.02.2024;22:46;A182;1;0;0;3;8;1;10;1;2;0;0;0;0;2;1;0;0
20.02.2024;22:45;A182;1;2;9;1;6;2;10;2;1;0;0;0;0;0;0;2;2
