Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;T1_2Z;T1_2B;T3_4Z;T3_4B
22.07.2024;12:15;A136;1;0;0;0;0;0;0;2;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:14;A136;1;1;1;2;2;0;0;4;5;2;13;0;0;0;0;0;0;0;0;0;0;1;2;0;0
22.07.2024;12:13;A136;1;1;80;1;1;0;0;2;1;4;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:12;A136;1;1;64;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:11;A136;1;1;59;1;1;0;0;3;5;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:10;A136;1;3;42;1;1;0;0;2;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1
22.07.2024;12:09;A136;1;2;25;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:08;A136;1;1;46;1;0;0;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:07;A136;1;1;50;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:06;A136;1;1;9;2;22;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:05;A136;1;0;56;3;1;0;0;1;4;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:04;A136;1;1;16;0;0;0;0;1;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:03;A136;1;0;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:02;A136;1;2;50;1;15;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:01;A136;1;0;0;1;13;0;0;0;0;2;2;1;2;1;2;0;0;0;0;0;0;0;0;0;0
22.07.2024;12:00;A136;1;1;19;1;62;0;0;0;0;2;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0
22.07.2024;11:59;A136;1;0;0;1;12;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:58;A136;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:57;A136;1;2;4;3;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:56;A136;1;0;25;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:55;A136;1;2;62;2;5;0;0;4;3;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:54;A136;1;1;60;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:53;A136;1;3;27;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:52;A136;1;1;77;1;2;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:51;A136;1;1;24;0;0;0;0;0;0;2;2;0;0;0;0;1;2;1;2;0;0;0;0;0;0
22.07.2024;11:50;A136;1;1;39;1;0;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0
22.07.2024;11:49;A136;1;1;57;2;2;0;0;2;3;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:48;A136;1;1;57;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:47;A136;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:46;A136;1;1;2;2;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:45;A136;1;1;54;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:44;A136;1;1;59;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2
22.07.2024;11:43;A136;1;4;82;1;2;0;0;2;4;2;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:42;A136;1;3;46;0;0;0;0;3;3;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:41;A136;1;2;33;3;13;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:40;A136;1;1;16;1;31;0;0;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:39;A136;1;2;27;1;41;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:38;A136;1;1;75;0;0;0;0;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:37;A136;1;3;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:36;A136;1;1;29;0;0;0;0;5;4;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2024;11:35;A136;1;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
22.07.2024;11:34;A136;1;1;48;0;0;0;0;1;4;2;1;0;0;0;0;1;2;2;3;0;0;0;0;0;0
