Datum;Uhrzeit;Bezeichnung;Intervall;V33Z;V33B;V34Z;V34B;V51Z;V51B;V52Z;V52B;D71Z;D71B;V111Z;V111B;V112Z;V112B;D121Z;D121B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;T6Z;T6B;T7Z;T7B;V10Z;V10B;V20Z;V20B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;V122Z;V122B
28.04.2024;02:00;A 94;1;0;7;0;0;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;1;8;0;0;0;0
28.04.2024;01:59;A 94;1;3;17;0;0;1;6;1;3;0;0;4;6;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;4;3;3;2;11;0;0;2;1
28.04.2024;01:58;A 94;1;0;0;0;0;1;2;0;0;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;3;0;0;0;0;0;0;0;0
28.04.2024;01:57;A 94;1;0;0;0;0;2;29;0;0;0;0;6;15;3;7;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;5;3;3;0;0;0;0;6;5
28.04.2024;01:56;A 94;1;4;13;2;6;2;7;2;7;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;3;1;1;2;18;1;7;0;0
28.04.2024;01:55;A 94;1;0;0;0;0;2;6;1;2;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;2;2;0;0;0;0;0;0;0;0
28.04.2024;01:54;A 94;1;1;13;1;9;2;7;3;6;0;0;7;13;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;4;1;18;1;2;3;3
28.04.2024;01:53;A 94;1;2;6;0;0;3;12;0;0;0;0;1;4;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;13;0;0;3;4
28.04.2024;01:52;A 94;1;1;4;0;1;0;0;0;0;0;0;6;15;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;6;5;1;3;1;7;0;0
28.04.2024;01:51;A 94;1;1;5;1;8;2;7;1;4;0;0;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;1;1;0;0;0;0;0;0
