Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;EG21Z;EG21B;EG22Z;EG22B;EG23Z;EG23B;EG24Z;EG24B
18.07.2024;01:10;A 99;1;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.07.2024;01:06;A 99;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.07.2024;01:04;A 99;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.07.2024;00:39;A 99;1;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;23:33;A 99;1;1;2;1;9;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;22:50;A 99;1;0;0;3;11;1;3;5;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;22:19;A 99;1;0;0;2;2;2;2;5;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;20:25;A 99;1;0;0;3;13;1;2;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;17:13;A 99;1;1;4;3;21;4;19;4;47;1;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;15:41;A 99;1;3;10;3;12;3;14;6;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;15:39;A 99;1;2;49;3;64;2;3;1;76;1;15;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;15:18;A 99;1;2;49;4;69;1;1;2;52;1;18;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;15:01;A 99;1;1;7;1;34;2;2;8;21;1;22;0;0;1;3;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;14:53;A 99;1;1;18;3;60;1;10;4;14;1;10;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;14:20;A 99;1;3;10;9;33;3;4;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;14:19;A 99;1;1;4;4;18;1;1;6;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;14:18;A 99;1;1;2;6;31;1;1;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;14:16;A 99;1;0;0;7;30;2;16;7;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;13:58;A 99;1;0;0;4;54;2;25;1;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;13:52;A 99;1;0;0;3;28;2;4;5;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;13:43;A 99;1;1;2;2;51;5;13;2;44;1;5;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;13:41;A 99;1;1;4;3;40;1;14;3;27;1;20;0;0;2;3;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;13:08;A 99;1;0;0;2;20;2;8;2;56;1;6;0;0;1;1;0;0;1;1;0;0;0;0;;;;;;;;;;
17.07.2024;13:01;A 99;1;1;21;6;56;4;6;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;12:52;A 99;1;0;0;5;45;2;3;3;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;12:47;A 99;1;0;0;4;20;5;19;7;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;12:23;A 99;1;0;0;2;52;2;3;6;41;1;16;1;1;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;12:21;A 99;1;0;0;4;30;3;6;11;45;1;3;0;0;3;5;0;0;1;1;0;0;0;0;;;;;;;;;;
17.07.2024;12:17;A 99;1;0;0;5;24;2;21;4;28;1;18;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;12:13;A 99;1;2;18;4;54;5;10;4;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;12:12;A 99;1;2;7;3;44;2;1;0;100;1;9;1;1;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;12:11;A 99;1;0;0;8;48;5;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
