Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
18.07.2024;01:10;A150;1;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:06;A150;1;1;7;0;0;0;0;0;0;0;0
18.07.2024;01:04;A150;1;0;0;2;11;0;0;0;0;0;0
18.07.2024;00:39;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;23:33;A150;1;0;0;1;5;0;0;0;0;0;0
17.07.2024;22:50;A150;1;1;4;3;16;1;1;0;0;0;0
17.07.2024;22:19;A150;1;5;20;2;22;0;0;0;0;0;0
17.07.2024;20:25;A150;1;1;9;0;0;0;0;0;0;0;0
17.07.2024;17:13;A150;1;1;8;3;27;0;0;0;0;0;0
17.07.2024;15:41;A150;1;2;43;3;35;1;1;1;1;0;0
17.07.2024;15:39;A150;1;1;9;1;2;0;0;0;0;0;0
17.07.2024;15:18;A150;1;1;17;1;9;0;0;0;0;0;0
17.07.2024;15:01;A150;1;1;20;3;21;0;0;0;0;0;0
17.07.2024;14:53;A150;1;5;31;3;19;0;0;0;0;0;0
17.07.2024;14:20;A150;1;1;6;5;33;0;0;0;0;0;0
17.07.2024;14:19;A150;1;1;6;3;13;0;0;0;0;0;0
17.07.2024;14:18;A150;1;2;15;4;11;0;0;0;0;0;0
17.07.2024;14:16;A150;1;2;4;1;6;0;0;0;0;0;0
17.07.2024;13:58;A150;1;3;18;3;56;0;0;0;0;0;0
17.07.2024;13:52;A150;1;2;14;3;18;0;0;0;0;0;0
17.07.2024;13:43;A150;1;2;11;0;0;0;0;0;0;0;0
17.07.2024;13:41;A150;1;0;2;2;15;0;0;0;0;0;0
17.07.2024;13:08;A150;1;0;0;2;14;0;0;0;0;0;0
17.07.2024;13:01;A150;1;2;20;2;12;0;0;0;0;0;0
17.07.2024;12:52;A150;1;2;12;1;10;0;0;0;0;0;0
17.07.2024;12:47;A150;1;3;12;1;16;0;0;0;0;0;0
17.07.2024;12:23;A150;1;1;25;0;0;0;0;0;0;0;0
17.07.2024;12:21;A150;1;2;17;1;8;0;0;0;0;0;0
17.07.2024;12:17;A150;1;3;18;1;18;0;0;0;0;0;0
17.07.2024;12:13;A150;1;3;30;1;1;0;0;0;0;0;0
17.07.2024;12:12;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:11;A150;1;1;16;1;6;0;0;0;0;0;0
17.07.2024;12:10;A150;1;3;30;1;15;0;0;0;0;0;0
17.07.2024;12:09;A150;1;1;5;3;14;0;0;0;0;0;0
17.07.2024;12:02;A150;1;3;64;2;20;0;0;0;0;0;0
17.07.2024;11:59;A150;1;1;15;8;34;0;0;0;0;0;0
17.07.2024;11:56;A150;1;2;23;4;24;0;0;0;0;0;0
17.07.2024;11:47;A150;1;0;0;6;27;0;0;0;0;0;0
17.07.2024;11:46;A150;1;1;10;3;14;0;0;0;0;0;0
17.07.2024;11:40;A150;1;2;25;1;15;1;1;1;1;0;0
17.07.2024;11:30;A150;1;2;14;0;0;0;0;0;0;0;0
17.07.2024;11:29;A150;1;3;9;1;6;0;0;0;0;0;0
17.07.2024;11:28;A150;1;2;0;2;17;0;0;0;0;0;0
17.07.2024;11:25;A150;1;2;17;2;12;0;0;0;0;0;0
17.07.2024;11:24;A150;1;4;30;4;40;0;0;1;1;0;0
17.07.2024;11:22;A150;1;1;6;1;10;0;0;0;0;0;0
17.07.2024;11:19;A150;1;2;18;3;27;0;0;0;0;0;0
17.07.2024;11:13;A150;1;1;10;0;0;0;0;0;0;0;0
17.07.2024;11:11;A150;1;1;24;3;18;0;0;0;0;0;0
17.07.2024;11:10;A150;1;3;20;0;0;0;0;0;0;0;0
17.07.2024;11:05;A150;1;0;100;2;6;0;0;0;0;0;0
17.07.2024;11:04;A150;1;0;100;2;5;0;0;0;0;0;0
17.07.2024;11:03;A150;1;0;100;1;8;0;0;0;0;0;0
17.07.2024;11:01;A150;1;0;100;2;9;0;0;0;0;0;0
17.07.2024;11:00;A150;1;1;67;3;10;0;0;0;0;0;0
17.07.2024;10:56;A150;1;2;8;2;16;0;0;0;0;0;0
17.07.2024;10:54;A150;1;1;16;1;13;0;0;0;0;0;0
17.07.2024;10:49;A150;1;2;18;0;0;0;0;0;0;0;0
17.07.2024;10:47;A150;1;1;10;2;20;0;0;0;0;0;0
17.07.2024;10:43;A150;1;1;16;5;37;0;0;0;0;0;0
17.07.2024;10:41;A150;1;2;16;3;13;0;0;0;0;0;0
17.07.2024;04:46;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:45;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:44;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:43;A150;1;1;13;2;6;0;0;0;0;0;0
17.07.2024;04:42;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:41;A150;1;2;6;1;7;0;0;0;0;0;0
17.07.2024;04:40;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:39;A150;1;1;9;0;0;0;0;0;0;0;0
17.07.2024;04:38;A150;1;1;14;0;0;0;0;0;0;0;0
17.07.2024;04:37;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:36;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:35;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:34;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:33;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:32;A150;1;1;6;0;0;0;0;0;0;0;0
17.07.2024;04:31;A150;1;0;0;1;4;0;0;0;0;0;0
17.07.2024;04:30;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:29;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:28;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:27;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:26;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:25;A150;1;2;4;0;0;0;0;0;0;0;0
17.07.2024;04:24;A150;1;0;7;0;0;0;0;0;0;0;0
17.07.2024;04:23;A150;1;1;7;1;13;0;0;0;0;0;0
17.07.2024;04:22;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:21;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:20;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:19;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:18;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:17;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:16;A150;1;1;2;0;0;0;0;0;0;0;0
17.07.2024;04:15;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:14;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:13;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:12;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:11;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:10;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:09;A150;1;0;0;2;14;0;0;0;0;0;0
17.07.2024;04:08;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:07;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:06;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:05;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:04;A150;1;1;0;0;0;0;0;0;0;0;0
17.07.2024;04:03;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:02;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:01;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:00;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;03:59;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;03:58;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;03:57;A150;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;03:56;A150;1;0;0;0;0;0;0;0;0;0;0
