Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D23Z;D23B;V24Z;V24B;V25Z;V25B;V26Z;V26B;V27Z;V27B;D51Z;D51B;V52Z;V52B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;V85Z;V85B;D111Z;D111B;V112Z;V112B;D121Z;D121B;D122Z;D122B;V531Z;V531B;V571Z;V571B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TBS32Z;TBS32B;TBS35Z;TBS35B;TBS38Z;TBS38B;TBS41Z;TBS41B;AnFwZ;AnFwB;MP31Z;MP31B;MP32Z;MP32B;MP111Z;MP111B;MP112Z;MP112B;MP113Z;MP113B;V7_StoerZ;V7_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;V5_StoerZ;V5_StoerB;V6_StoerZ;V6_StoerB;V7_StoerZ;V7_StoerB;EG27Z;EG27B;EG28Z;EG28B
18.07.2024;01:10;A 46;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;1;0;1;3;1;3;0;0;1;2;1;17;1;6;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;100;0;0;0;0;;;;;;;;;;
18.07.2024;01:06;A 46;1;0;0;0;0;1;0;0;100;0;0;2;1;1;0;0;0;0;100;1;9;0;0;1;11;0;0;0;0;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;100;0;0;0;0;;;;;;;;;;
18.07.2024;01:04;A 46;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;1;1;0;0;2;4;1;2;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;100;0;0;0;0;;;;;;;;;;
18.07.2024;00:39;A 46;1;0;0;0;0;0;0;0;0;1;4;0;0;0;0;2;41;0;0;1;2;0;0;1;13;0;0;0;0;2;38;3;10;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;;;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;23:33;A 46;1;0;0;1;1;0;0;0;0;3;4;0;0;0;0;0;0;0;0;1;2;2;59;1;7;2;23;1;2;2;39;3;13;1;26;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;;;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;22:50;A 46;1;0;0;1;1;1;36;0;0;2;7;2;9;0;0;2;2;0;0;2;47;2;30;4;42;4;20;2;4;3;36;7;52;1;37;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;;;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;22:19;A 46;1;0;0;0;0;1;0;0;0;0;0;1;3;1;1;3;38;0;0;5;52;4;49;2;64;2;70;3;3;2;25;5;35;1;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;;;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;20:25;A 46;1;0;0;2;7;4;15;0;0;1;17;1;29;3;7;2;28;0;0;1;5;2;49;0;6;2;16;2;2;2;2;2;10;1;26;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;;;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;17:13;A 46;1;0;0;4;21;2;1;0;0;4;18;1;6;1;1;7;84;0;0;5;75;5;65;0;100;1;73;3;4;7;84;0;100;3;57;1;69;0;0;2;45;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;3;0;0;0;100;0;100;0;100;0;100;0;0;;;0;0;0;0;0;0;;;;;;;;;;
17.07.2024;15:41;A 46;1;1;0;6;8;3;47;1;3;3;27;3;38;3;6;3;66;0;0;9;56;6;55;5;83;3;66;4;22;8;84;0;99;1;0;0;0;0;0;1;4;1;1;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;;;0;0;0;0;0;0;;;;;;;;;;
