Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TF32aZ;TF32aB;TB32Z;TB32B;TB32aZ;TB32aB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
18.07.2024;01:10;A127;1;0;0;5;14;0;0;0;0;0;0;0;0;;;;;;;;;;;;
18.07.2024;01:06;A127;1;0;0;1;7;0;0;0;0;0;0;0;0;;;;;;;;;;;;
18.07.2024;01:04;A127;1;1;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
18.07.2024;00:39;A127;1;0;0;2;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;23:33;A127;1;3;18;3;9;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;22:50;A127;1;4;62;3;8;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;22:19;A127;1;2;12;4;9;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;20:25;A127;1;2;9;4;27;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;17:13;A127;1;4;62;1;95;0;0;1;1;0;0;0;0;;;;;;;;;;;;
17.07.2024;15:41;A127;1;1;97;2;55;1;3;0;0;1;1;0;0;;;;;;;;;;;;
17.07.2024;15:39;A127;1;4;87;0;100;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;15:18;A127;1;5;50;6;24;0;0;2;3;0;0;0;0;;;;;;;;;;;;
17.07.2024;15:01;A127;1;1;44;6;60;0;0;2;3;0;0;0;0;;;;;;;;;;;;
17.07.2024;14:53;A127;1;6;52;6;55;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;14:20;A127;1;1;5;6;54;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;14:19;A127;1;7;23;10;51;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;14:18;A127;1;5;39;3;20;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.07.2024;14:16;A127;1;1;51;3;38;1;1;0;0;1;1;0;0;;;;;;;;;;;;
