Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D31Z;D31B;D41Z;D41B;D42Z;D42B;H57_M1_1137Z;H57_M1_1137B;A57_M2_1138Z;A57_M2_1138B;H53_M3_3006Z;H53_M3_3006B;A53_M5_3007Z;A53_M5_3007B;H53_M6_1140Z;H53_M6_1140B;D43Z;D43B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
18.07.2024;01:11;A  5;1;0;0;0;0;0;0;0;100;1;1;1;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
18.07.2024;01:07;A  5;1;1;17;0;0;0;0;0;100;0;0;0;0;1;2;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
18.07.2024;01:05;A  5;1;0;0;0;0;0;0;0;100;0;0;1;2;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
18.07.2024;00:40;A  5;1;0;0;1;2;0;0;0;100;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.07.2024;23:34;A  5;1;0;0;0;0;0;0;0;100;1;1;3;4;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.07.2024;22:51;A  5;1;0;0;0;27;0;0;0;100;2;4;2;3;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
17.07.2024;22:20;A  5;1;0;0;1;2;0;0;0;100;2;34;1;1;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.07.2024;20:26;A  5;1;1;1;2;6;0;0;0;100;3;27;2;4;2;3;0;0;0;0;;;1;2;1;2;;;0;0;;;;;;
17.07.2024;17:14;A  5;1;1;1;3;69;2;32;0;100;2;44;14;39;1;2;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
17.07.2024;15:42;A  5;1;4;6;5;18;0;0;0;100;1;7;3;7;1;2;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.07.2024;15:40;A  5;1;1;22;2;29;1;3;0;100;0;0;14;57;1;2;0;0;1;2;;;1;2;0;0;;;0;0;;;;;;
17.07.2024;15:19;A  5;1;1;1;2;6;2;3;0;100;4;32;9;9;0;0;0;0;0;0;;;2;3;0;0;;;0;0;;;;;;
17.07.2024;15:02;A  5;1;1;1;1;81;0;0;0;100;1;2;6;7;0;0;0;0;0;0;;;2;3;0;0;;;0;0;;;;;;
17.07.2024;14:54;A  5;1;4;76;3;84;0;0;0;100;1;7;4;5;0;0;0;0;1;2;;;1;2;0;0;;;0;0;;;;;;
17.07.2024;14:21;A  5;1;0;58;4;5;1;16;0;100;2;2;12;15;0;0;0;0;0;0;;;1;2;1;2;;;0;0;;;;;;
17.07.2024;14:20;A  5;1;2;84;3;3;0;0;0;100;2;33;7;9;1;2;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
17.07.2024;14:19;A  5;1;3;21;5;35;3;11;0;100;1;1;3;8;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.07.2024;14:17;A  5;1;0;0;3;64;0;0;0;100;2;7;6;13;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
17.07.2024;13:59;A  5;1;0;0;2;70;1;3;0;100;2;45;7;21;1;2;0;0;0;0;;;2;3;1;2;;;0;0;;;;;;
17.07.2024;13:53;A  5;1;0;0;2;68;0;0;0;100;3;10;6;7;1;2;0;0;1;2;;;1;2;0;0;;;0;0;;;;;;
