Datum;Uhrzeit;Bezeichnung;Intervall;D41Z;D41B;D42Z;D42B;D43Z;D43B;D44Z;D44B;V45_AnfZ;V45_AnfB;V46_AnfZ;V46_AnfB;DK51Z;DK51B;D81Z;D81B;D82Z;D82B;D83Z;D83B;D84Z;D84B;V85_AnfZ;V85_AnfB;V86_AnfZ;V86_AnfB;Z1Z;Z1B;TF33_AnfZ;TF33_AnfB;TBS33_AnfZ;TBS33_AnfB;TF34_AnfZ;TF34_AnfB;TBS34_AnfZ;TBS34_AnfB;TF35_AnfZ;TF35_AnfB;TBS35_AnfZ;TBS35_AnfB;TF38_AnfZ;TF38_AnfB;TBS38_AnfZ;TBS38_AnfB;TF33a_AnfZ;TF33a_AnfB;TBS33a_AnfZ;TBS33a_AnfB;TF34a_AnfZ;TF34a_AnfB;TBS34a_AnfZ;TBS34a_AnfB;TF35a_AnfZ;TF35a_AnfB;TBS35a_AnfZ;TBS35a_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38a_AnfZ;TBS38a_AnfB
18.07.2024;01:10;A 34;1;0;0;0;0;2;9;0;0;1;1;0;0;0;0;1;0;0;0;0;0;2;17;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;
18.07.2024;01:06;A 34;1;0;0;0;0;2;14;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
18.07.2024;01:04;A 34;1;0;0;0;0;0;0;1;7;0;0;1;1;0;0;2;2;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
18.07.2024;00:39;A 34;1;0;0;0;0;6;24;5;26;3;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;23:33;A 34;1;0;0;0;0;2;15;0;0;1;1;0;0;0;0;2;1;0;0;0;0;2;20;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;22:50;A 34;1;0;0;0;0;0;0;2;11;0;0;2;2;0;0;3;2;0;0;0;0;2;12;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;22:19;A 34;1;0;0;0;0;2;7;6;21;2;1;4;3;0;0;3;6;0;0;0;0;2;10;1;22;2;2;2;1;1;1;0;0;0;0;2;3;1;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;20:25;A 34;1;0;0;0;0;2;10;1;6;3;3;1;0;0;0;2;2;0;0;0;0;1;2;1;3;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;
17.07.2024;17:13;A 34;1;0;0;0;0;3;24;4;21;3;7;1;1;0;0;4;9;0;0;0;0;0;100;1;70;9;76;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;;
17.07.2024;15:41;A 34;1;0;0;0;0;2;60;2;58;9;9;9;8;0;0;28;51;0;0;0;0;3;81;3;35;5;8;2;2;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;
17.07.2024;15:39;A 34;1;0;0;0;0;3;58;6;62;5;9;7;6;0;0;197;44;0;0;0;0;6;79;3;76;9;17;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;1;1;0;0;0;0;1;1;1;1;0;0;;
17.07.2024;15:18;A 34;1;0;0;0;0;2;71;3;85;4;5;5;58;0;0;9;16;0;0;0;0;2;82;4;62;8;13;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;15:01;A 34;1;0;0;0;0;2;20;4;30;3;3;7;9;0;0;4;4;0;0;0;0;2;44;3;39;5;28;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;14:53;A 34;1;0;0;0;0;4;52;4;45;5;13;5;4;0;0;8;14;0;0;0;0;0;100;4;37;8;76;4;3;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;;
17.07.2024;14:20;A 34;1;0;0;0;0;3;18;3;14;4;6;1;0;0;0;7;24;0;0;0;0;4;75;1;76;4;6;3;4;2;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0;1;1;;
17.07.2024;14:19;A 34;1;0;0;0;0;2;36;4;42;2;7;4;3;0;0;12;25;0;0;0;0;3;81;1;44;7;10;3;23;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;;
17.07.2024;14:18;A 34;1;0;0;0;0;4;54;4;44;7;12;3;2;0;0;12;29;0;0;0;0;3;70;4;61;7;8;7;11;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;;
17.07.2024;14:16;A 34;1;0;0;0;0;2;64;5;33;5;14;4;3;0;0;2;2;0;0;0;0;1;66;1;8;6;13;1;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;;
17.07.2024;13:58;A 34;1;0;0;0;0;1;99;1;99;3;3;1;1;0;0;7;9;0;0;0;0;2;45;1;33;5;8;2;2;1;1;2;3;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;;
17.07.2024;13:52;A 34;1;0;0;0;0;1;12;3;28;2;4;4;5;0;0;7;8;0;0;0;0;2;61;5;38;10;8;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;13:43;A 34;1;0;0;0;0;6;38;5;30;8;12;5;5;0;0;12;32;0;0;0;0;2;48;1;4;4;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;13:41;A 34;1;0;0;0;0;2;19;3;17;4;5;4;4;0;0;2;1;0;0;0;0;1;98;2;71;5;24;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;;
17.07.2024;13:08;A 34;1;0;0;0;0;3;68;5;73;6;17;7;11;0;0;10;11;0;0;0;0;4;57;2;45;8;10;6;11;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;1;1;2;3;0;0;0;0;0;0;1;2;0;0;;
17.07.2024;13:01;A 34;1;0;0;0;0;1;60;1;35;7;23;7;9;0;0;5;3;0;0;0;0;2;86;2;41;4;6;5;8;1;1;0;0;3;3;0;0;1;1;0;0;0;0;4;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;
17.07.2024;12:52;A 34;1;0;0;0;0;0;55;4;32;4;27;8;8;0;0;5;6;0;0;0;0;2;28;2;18;6;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;0;0;1;1;0;0;;
17.07.2024;12:47;A 34;1;0;0;0;0;2;84;2;82;9;18;11;27;0;0;9;10;0;0;0;0;0;100;3;34;8;26;4;4;0;0;1;1;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;12:23;A 34;1;0;0;0;0;2;12;1;22;2;1;2;4;0;0;11;12;0;0;0;0;1;71;1;79;5;10;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;3;1;0;0;0;1;1;3;5;;
17.07.2024;12:21;A 34;1;0;0;0;0;1;11;1;5;2;1;1;1;0;0;3;2;0;0;0;0;2;57;3;42;2;2;2;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;12:17;A 34;1;0;0;0;0;0;100;0;61;4;49;5;12;0;0;7;6;0;0;0;0;1;96;3;82;8;17;6;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;12:13;A 34;1;0;0;0;0;1;71;1;71;4;20;7;8;0;0;2;2;0;0;0;0;0;60;2;56;2;3;1;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;12:12;A 34;1;0;0;0;0;4;25;4;27;3;4;2;2;0;0;3;4;0;0;0;0;2;64;6;39;4;4;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;12:11;A 34;1;0;0;0;0;4;45;3;25;8;8;4;5;0;0;3;4;0;0;0;0;3;50;3;69;5;6;0;100;0;0;0;0;1;1;2;4;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;12:10;A 34;1;0;0;0;0;4;19;4;11;5;5;3;2;0;0;10;15;0;0;0;0;2;77;2;20;6;9;0;100;0;0;1;1;0;0;2;2;0;0;1;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;12:09;A 34;1;0;0;0;0;3;45;4;36;5;9;5;5;0;0;3;8;0;0;0;0;1;75;1;41;47;18;12;26;0;0;0;0;0;0;1;2;1;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;12:02;A 34;1;0;0;0;0;3;36;3;17;5;5;4;4;0;0;7;34;0;0;0;0;1;96;0;0;6;8;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;2;3;0;0;1;1;1;1;7;15;;
17.07.2024;11:59;A 34;1;0;0;0;0;4;55;3;63;5;6;8;9;0;0;3;3;0;0;0;0;2;84;2;44;7;9;4;28;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;;
17.07.2024;11:56;A 34;1;0;0;0;0;1;36;2;11;1;1;2;2;0;0;6;7;0;0;0;0;1;67;3;29;5;16;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;11:47;A 34;1;0;0;0;0;2;58;3;50;4;9;3;4;0;0;5;4;0;0;0;0;0;86;1;83;5;12;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;;
17.07.2024;11:46;A 34;1;0;0;0;0;1;17;2;18;2;4;3;3;0;0;6;7;0;0;0;0;0;100;1;93;8;18;6;46;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;11:40;A 34;1;0;0;0;0;5;32;7;20;6;8;4;3;0;0;6;7;0;0;0;0;2;91;2;12;7;30;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;
17.07.2024;11:30;A 34;1;0;0;0;0;4;46;4;41;8;11;8;9;0;0;5;6;0;0;0;0;1;91;3;68;13;21;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;1;1;0;0;;
17.07.2024;11:29;A 34;1;0;0;0;0;3;46;4;31;6;12;3;2;0;0;3;9;0;0;0;0;2;91;2;70;8;13;4;4;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;;
17.07.2024;11:28;A 34;1;0;0;0;0;2;53;3;23;6;10;7;6;0;0;8;9;0;0;0;0;3;54;1;7;4;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;;
17.07.2024;11:25;A 34;1;0;0;0;0;3;31;4;26;5;5;4;4;0;0;6;5;0;0;0;0;2;87;3;64;5;4;4;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;11:24;A 34;1;0;0;0;0;2;9;6;41;3;2;11;12;0;0;5;6;0;0;0;0;3;69;4;67;9;10;4;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;6;0;0;;
17.07.2024;11:22;A 34;1;0;0;0;0;3;28;5;25;6;9;4;3;0;0;7;7;0;0;0;0;2;84;3;52;8;11;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;11:19;A 34;1;0;0;0;0;3;29;4;27;3;9;4;2;0;0;7;15;0;0;0;0;3;44;2;76;6;6;4;5;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;11:13;A 34;1;0;0;0;0;5;42;5;26;7;11;3;2;0;0;5;5;0;0;0;0;1;83;1;82;5;11;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;11:11;A 34;1;0;0;0;0;3;84;1;64;5;17;3;3;0;0;6;8;0;0;0;0;2;65;2;45;5;8;5;6;1;3;0;0;0;0;0;0;1;2;0;0;0;0;5;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;
17.07.2024;11:10;A 34;1;0;0;0;0;4;40;4;21;6;7;4;5;0;0;7;8;0;0;0;0;1;84;0;27;7;27;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;11:05;A 34;1;0;0;0;0;3;54;1;54;4;30;1;1;0;0;2;2;0;0;0;0;0;100;2;8;11;53;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
17.07.2024;11:04;A 34;1;0;0;0;0;3;26;2;16;2;3;2;2;0;0;7;10;0;0;0;0;4;61;1;50;5;5;4;4;0;0;0;0;0;0;2;3;0;0;0;0;0;0;6;10;1;1;1;1;0;0;0;0;2;8;0;0;0;0;;
17.07.2024;11:03;A 34;1;0;0;0;0;4;21;6;28;4;7;4;3;0;0;8;7;0;0;0;0;4;67;3;23;7;12;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
