Datum;Uhrzeit;Bezeichnung;Intervall;D111Z;D111B;V112_AnfZ;V112_AnfB;D21Z;D21B;D22Z;D22B;V23_AnfZ;V23_AnfB;V24_AnfZ;V24_AnfB;D51Z;D51B;V52_AnfZ;V52_AnfB;V53_AnfZ;V53_AnfB;D81Z;D81B;D82Z;D82B;V83_AnfZ;V83_AnfB;V84_AnfZ;V84_AnfB;D85Z;D85B;TF32_AnfZ;TF32_AnfB;TBS32_AnfZ;TBS32_AnfB;TF35_AnfZ;TF35_AnfB;TBS35_AnfZ;TBS35_AnfB;TF38_AnfZ;TF38_AnfB;TF41_AnfZ;TF41_AnfB;TF32a_AnfZ;TF32a_AnfB;TBS32a_AnfZ;TBS32a_AnfB;TF35a_AnfZ;TF35a_AnfB;TBS35a_AnfZ;TBS35a_AnfB;TF38a_AnfZ;TF38a_AnfB;TF41a_AnfZ;TF41a_AnfB
18.07.2024;01:10;A126;1;1;15;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:06;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:04;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;00:39;A126;1;0;0;1;2;1;0;0;0;1;2;0;0;0;0;0;0;0;0;1;28;1;2;1;6;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;23:33;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;2;21;3;5;2;1;0;0;1;18;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;22:50;A126;1;0;0;0;0;1;37;0;0;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;22:19;A126;1;0;0;1;4;0;0;0;0;0;0;0;0;1;27;2;4;0;0;2;6;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;20:25;A126;1;0;0;0;0;1;13;1;1;1;2;1;3;0;0;0;0;0;0;3;3;1;6;3;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;17:13;A126;1;10;11;4;36;2;43;0;0;1;39;0;0;6;40;3;27;7;10;0;48;1;42;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
17.07.2024;15:41;A126;1;1;17;3;8;1;32;0;0;2;33;0;0;2;79;1;78;3;7;5;7;4;11;3;12;5;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:39;A126;1;0;0;1;2;2;61;0;0;2;39;0;0;1;1;2;5;1;4;0;0;2;55;0;0;1;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:18;A126;1;2;34;1;5;5;9;0;0;1;14;0;0;1;1;1;3;1;1;4;33;3;39;2;35;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
17.07.2024;15:01;A126;1;3;43;2;53;1;8;0;0;1;5;0;0;5;47;1;49;7;14;0;0;1;29;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;0;0;1;1
17.07.2024;14:53;A126;1;3;2;5;12;3;16;2;4;1;13;1;15;4;58;4;69;6;13;0;0;4;50;0;0;1;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
17.07.2024;14:20;A126;1;5;27;2;63;0;0;1;0;0;0;1;5;5;74;2;51;5;40;2;5;1;1;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:19;A126;1;4;34;1;68;0;0;0;0;0;0;0;0;5;20;5;35;4;57;3;8;7;21;3;11;4;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:18;A126;1;2;23;3;12;1;1;0;0;1;4;0;0;3;2;1;2;1;0;2;3;2;15;1;3;3;12;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:16;A126;1;2;27;2;26;0;0;1;7;0;0;1;5;4;14;2;16;5;8;1;42;3;50;2;7;3;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:58;A126;1;0;0;1;1;1;33;1;14;0;0;2;12;4;57;2;16;3;5;2;7;3;8;2;18;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:52;A126;1;6;46;2;23;0;0;0;0;0;0;0;0;3;10;2;20;5;12;4;5;1;11;2;13;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:43;A126;1;0;0;0;0;3;2;0;0;3;7;0;0;2;27;1;8;5;9;5;21;4;8;5;30;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:41;A126;1;5;58;1;70;2;37;1;1;2;7;1;3;1;49;1;6;1;46;4;5;2;53;5;60;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:08;A126;1;2;16;2;5;3;37;0;0;3;12;0;0;1;0;1;3;1;1;1;1;2;34;0;1;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:01;A126;1;3;37;2;48;3;22;2;7;2;14;2;9;3;25;2;20;1;1;2;47;2;41;3;15;2;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:52;A126;1;2;37;2;35;1;9;1;25;1;7;1;6;1;33;0;36;2;6;2;3;2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:47;A126;1;5;75;4;68;2;31;1;21;1;4;1;6;4;72;3;65;3;55;6;3;2;6;3;5;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:23;A126;1;1;22;1;27;0;0;0;0;0;0;0;0;1;19;1;7;1;2;1;23;1;23;1;2;3;17;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:21;A126;1;2;59;2;52;1;1;0;0;0;0;0;0;4;53;1;90;9;79;4;34;2;13;3;40;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:17;A126;1;1;15;2;8;2;23;1;1;1;4;1;4;53;17;3;33;2;53;4;6;2;4;1;11;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:13;A126;1;3;27;3;21;1;1;0;0;1;4;0;0;4;43;3;34;3;7;5;34;2;56;3;29;1;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:12;A126;1;0;0;2;3;0;0;0;0;1;1;0;0;5;11;3;25;5;37;2;15;3;26;2;15;2;26;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:11;A126;1;4;24;4;31;3;5;1;31;5;25;2;5;4;27;5;32;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:10;A126;1;1;4;2;19;3;35;1;1;2;18;1;3;3;2;1;5;2;2;3;20;0;30;0;31;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:09;A126;1;2;37;3;14;3;33;0;0;3;31;0;0;4;47;2;63;5;20;0;0;1;2;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:02;A126;1;4;47;4;23;1;37;2;7;1;4;2;21;2;24;2;25;4;5;1;14;1;14;1;21;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:59;A126;1;3;11;0;16;1;16;1;38;1;23;1;4;3;8;2;11;2;5;1;32;1;42;1;6;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:56;A126;1;4;20;3;76;0;0;0;0;0;0;0;0;2;27;1;37;2;4;4;33;3;25;1;38;2;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:47;A126;1;1;1;1;5;2;15;1;2;1;3;1;3;2;29;2;28;2;4;6;60;4;18;2;72;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:46;A126;1;0;0;1;0;3;18;0;29;1;38;0;0;1;2;3;39;3;2;3;34;4;5;4;46;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:40;A126;1;3;49;4;32;2;24;0;20;0;27;0;0;2;24;3;12;2;3;1;13;3;31;1;20;4;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
17.07.2024;11:30;A126;1;3;30;2;35;1;41;1;36;1;8;1;4;5;41;4;21;5;38;2;5;3;11;2;9;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:29;A126;1;0;0;0;0;1;1;1;1;1;3;1;3;2;28;3;20;2;4;1;12;4;52;1;6;0;60;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:28;A126;1;2;2;1;5;4;21;0;0;1;33;0;0;2;18;2;13;2;5;0;0;4;55;0;0;4;54;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:25;A126;1;2;13;2;22;2;19;0;0;2;19;0;0;2;51;2;63;2;4;1;82;1;58;2;69;2;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:24;A126;1;3;24;2;26;1;28;1;4;1;7;1;6;4;60;1;60;3;75;3;34;2;21;3;43;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:22;A126;1;2;19;3;53;2;16;1;0;2;8;0;0;1;13;1;6;0;0;2;17;2;5;0;23;2;11;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
17.07.2024;11:19;A126;1;2;57;1;6;0;0;0;0;0;0;0;0;5;45;3;43;6;11;2;4;1;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:13;A126;1;3;21;2;9;0;0;0;0;0;0;0;0;5;19;5;56;4;38;1;16;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:11;A126;1;1;45;1;4;1;0;0;0;1;2;1;1;1;47;1;4;1;2;0;0;2;5;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:10;A126;1;1;42;1;8;1;37;0;21;1;30;0;0;4;13;2;14;2;3;6;22;2;3;3;30;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:05;A126;1;1;39;2;27;1;16;0;0;1;9;0;0;0;0;0;0;0;0;2;31;5;53;2;4;3;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:04;A126;1;3;27;4;19;1;0;0;0;0;0;0;0;1;0;1;3;1;0;1;34;1;37;2;12;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:03;A126;1;3;34;1;41;1;4;0;0;1;5;0;0;1;9;0;14;2;15;0;0;1;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:01;A126;1;0;0;0;0;1;40;0;0;1;5;0;0;4;47;2;62;4;7;1;6;3;36;1;4;3;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:00;A126;1;4;65;4;22;2;43;1;28;1;50;1;7;1;1;1;5;1;2;0;0;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;10:56;A126;1;6;15;2;31;0;0;0;0;0;0;1;1;2;2;1;9;2;2;3;37;1;17;3;39;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;10:54;A126;1;3;46;3;38;4;33;1;16;2;40;1;4;0;44;1;3;1;2;3;27;3;31;3;14;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;10:49;A126;1;2;56;1;32;0;0;0;0;0;0;0;0;5;61;3;66;5;32;0;0;2;2;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
17.07.2024;10:47;A126;1;3;2;3;9;0;0;0;0;0;0;0;0;4;22;3;15;3;6;1;22;2;21;1;5;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;10:43;A126;1;1;20;1;2;0;0;0;0;0;0;1;2;4;48;3;61;5;10;0;0;2;27;1;5;2;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;10:41;A126;1;4;45;1;39;2;1;1;19;2;4;1;4;2;55;1;48;3;9;2;2;2;6;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:46;A126;1;0;0;1;1;1;41;0;0;1;6;0;0;0;0;0;0;0;0;0;0;2;41;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:45;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:44;A126;1;0;0;1;1;0;0;0;0;0;0;0;0;1;25;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:43;A126;1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:42;A126;1;0;0;0;0;2;1;2;0;2;5;1;4;0;0;0;0;0;0;1;1;1;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:41;A126;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:40;A126;1;0;0;0;0;2;12;0;0;2;4;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:39;A126;1;0;0;1;2;1;32;0;0;2;2;1;5;0;0;0;0;0;0;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:38;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:37;A126;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:36;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:35;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:34;A126;1;0;0;0;0;0;0;1;1;0;0;1;8;0;0;0;0;0;0;0;0;1;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:33;A126;1;0;0;0;0;0;0;1;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:32;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:31;A126;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:30;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:29;A126;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:28;A126;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;04:27;A126;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;2;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
