Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;H51_A74/M1S_493Z;H51_A74/M1S_493B;A51_M1S_494Z;A51_M1S_494B;H55_A30/M3S_504Z;H55_A30/M3S_504B;A55_M3S_505Z;A55_M3S_505B;H54_M3SL_1289Z;H54_M3SL_1289B;A54_M4SL_506Z;A54_M4SL_506B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
18.07.2024;01:11;A110;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
18.07.2024;01:07;A110;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
18.07.2024;01:05;A110;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
18.07.2024;00:40;A110;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;;;;;0;0;0;0;0;0
17.07.2024;23:34;A110;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;22:51;A110;1;0;0;2;4;5;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;22:20;A110;1;1;2;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;20:26;A110;1;0;0;0;0;5;8;1;2;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;17:14;A110;1;0;0;1;58;4;6;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;15:42;A110;1;1;7;2;7;3;3;0;0;0;0;1;2;1;2;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;15:40;A110;1;0;0;4;5;5;6;1;2;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;15:19;A110;1;4;7;6;7;8;50;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;15:02;A110;1;2;3;4;22;8;60;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;14:54;A110;1;1;0;0;36;4;25;0;0;1;2;0;0;1;2;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;14:21;A110;1;0;0;2;4;2;3;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;14:20;A110;1;0;0;0;0;4;6;1;2;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;14:19;A110;1;0;0;3;9;6;15;0;0;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;14:17;A110;1;0;0;6;67;6;8;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;13:59;A110;1;0;0;0;0;7;15;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;13:53;A110;1;5;5;6;17;6;48;0;0;0;0;0;0;0;0;0;0;1;2;;;;;0;0;0;0;0;0
17.07.2024;13:44;A110;1;0;0;0;0;5;10;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;13:42;A110;1;0;0;0;0;5;8;0;0;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;13:09;A110;1;0;0;2;2;5;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;13:02;A110;1;3;4;1;2;3;10;0;0;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:53;A110;1;3;4;1;1;5;38;0;0;0;0;0;0;1;2;1;2;1;2;;;;;0;0;0;0;0;0
17.07.2024;12:48;A110;1;2;3;2;3;6;47;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:24;A110;1;0;0;3;12;3;6;1;2;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:22;A110;1;2;4;2;18;8;9;0;0;0;0;1;2;1;2;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:18;A110;1;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:14;A110;1;3;3;4;5;6;37;1;2;1;1;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:13;A110;1;3;4;3;7;5;8;0;0;0;0;1;2;1;2;0;0;1;2;;;;;0;0;0;0;0;0
17.07.2024;12:12;A110;1;0;0;2;2;5;8;0;0;1;2;1;2;1;2;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:11;A110;1;2;2;2;1;4;10;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:10;A110;1;1;2;3;8;5;29;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;12:03;A110;1;0;0;0;0;5;19;1;2;0;0;1;2;1;2;1;2;1;2;;;;;0;0;0;0;0;0
17.07.2024;12:00;A110;1;3;4;2;3;4;4;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:57;A110;1;1;2;1;1;2;10;0;0;0;0;0;0;1;2;1;2;1;2;;;;;0;0;0;0;0;0
17.07.2024;11:48;A110;1;2;4;3;3;6;14;0;0;0;0;0;0;0;0;0;0;1;2;;;;;0;0;0;0;0;0
17.07.2024;11:47;A110;1;2;2;1;2;3;4;0;0;1;2;1;2;2;3;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:41;A110;1;2;2;3;8;2;3;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:31;A110;1;3;4;3;3;7;16;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:30;A110;1;1;0;0;0;4;5;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:29;A110;1;0;0;2;2;7;28;0;0;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:26;A110;1;2;3;2;3;4;5;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:25;A110;1;1;1;2;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:23;A110;1;2;1;8;30;7;19;0;0;0;0;1;2;1;2;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:20;A110;1;0;0;0;0;5;52;1;2;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:14;A110;1;2;2;1;1;5;47;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:12;A110;1;1;4;4;32;3;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:11;A110;1;4;7;4;7;4;13;0;0;1;2;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:06;A110;1;3;4;5;30;2;32;0;0;0;0;1;2;1;2;0;0;1;2;;;;;0;0;0;0;0;0
17.07.2024;11:05;A110;1;2;4;2;2;5;23;0;0;0;0;1;2;1;2;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:04;A110;1;1;1;2;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:02;A110;1;1;8;3;5;4;30;0;0;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;11:01;A110;1;1;3;1;1;8;59;1;2;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;10:57;A110;1;0;0;1;2;7;10;1;2;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;10:55;A110;1;2;2;4;6;4;7;0;0;1;2;0;0;1;2;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;10:50;A110;1;2;3;4;5;4;52;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;10:48;A110;1;2;2;5;13;6;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;10:44;A110;1;1;0;1;1;3;4;0;0;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;10:42;A110;1;3;63;4;58;4;10;0;0;0;0;0;0;1;2;1;2;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:48;A110;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:47;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:46;A110;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:45;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:44;A110;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:43;A110;1;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:42;A110;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;2;1;2;;;;;0;0;0;0;0;0
17.07.2024;04:41;A110;1;0;0;0;0;2;6;0;0;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:40;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:39;A110;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:38;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:37;A110;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.07.2024;04:36;A110;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
