Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23_AnfZ;V23_AnfB;V24_AnfZ;V24_AnfB;D51Z;D51B;D52Z;D52B;V53_AnfZ;V53_AnfB;V54_AnfZ;V54_AnfB;D81Z;D81B;V82_AnfZ;V82_AnfB;D111Z;D111B;D112Z;D112B;V113_AnfZ;V113_AnfB;V114_AnfZ;V114_AnfB;TF32_AnfZ;TF32_AnfB;TF32a_AnfZ;TF32a_AnfB;TBS32_AnfZ;TBS32_AnfB;TBS32a_AnfZ;TBS32a_AnfB;TF35_AnfZ;TF35_AnfB;TF35a_AnfZ;TF35a_AnfB;TBS35_AnfZ;TBS35_AnfB;TBS35a_AnfZ;TBS35a_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB;TF41_AnfZ;TF41_AnfB;TF41a_AnfZ;TF41a_AnfB;TBS41_AnfZ;TBS41_AnfB;TBS41a_AnfZ;TBS41a_AnfB;D_A126_MZ;D_A126_MB
18.07.2024;01:10;A 76;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
18.07.2024;01:06;A 76;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
18.07.2024;01:04;A 76;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;00:39;A 76;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
17.07.2024;23:33;A 76;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;33;1;6;2;9;2;1;1;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
17.07.2024;22:50;A 76;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;1;6;1;1;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
17.07.2024;22:19;A 76;1;0;0;0;0;0;0;0;0;1;1;0;0;2;3;0;0;4;18;2;26;1;0;1;1;1;3;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30
17.07.2024;20:25;A 76;1;0;0;0;0;0;0;0;0;1;1;1;0;1;4;0;0;1;55;0;0;5;40;2;16;2;46;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
17.07.2024;17:13;A 76;1;4;7;1;1;0;78;0;0;3;11;4;2;3;16;0;0;7;37;2;18;10;69;2;1;2;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;13
17.07.2024;15:41;A 76;1;0;0;2;1;0;0;0;0;4;19;2;0;0;28;0;0;2;14;2;7;1;6;2;27;3;10;2;13;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;13
17.07.2024;15:39;A 76;1;2;38;1;1;2;30;1;3;1;2;4;4;1;6;0;0;5;37;0;43;1;1;1;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
17.07.2024;15:18;A 76;1;0;0;0;0;1;0;0;0;2;44;2;25;2;53;1;5;2;21;1;8;1;42;1;1;1;6;1;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;28
17.07.2024;15:01;A 76;1;2;14;1;0;1;20;0;0;2;2;2;3;3;76;0;0;3;66;2;29;3;36;2;12;1;23;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;17
17.07.2024;14:53;A 76;1;0;0;0;0;0;0;1;0;6;25;2;1;1;40;0;0;4;23;1;26;2;31;2;68;2;42;2;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;3;0;0;0;0;0;0;1;13
17.07.2024;14:20;A 76;1;0;18;0;0;0;0;0;0;1;39;2;32;7;28;1;2;2;35;1;41;2;11;2;23;3;10;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
17.07.2024;14:19;A 76;1;2;24;0;0;2;11;0;0;4;29;3;2;7;35;0;0;3;77;2;83;6;7;4;18;5;20;2;12;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;13
17.07.2024;14:18;A 76;1;0;0;0;0;0;0;0;0;2;6;5;1;2;27;0;0;7;85;1;79;4;18;2;52;2;27;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
17.07.2024;14:16;A 76;1;2;38;0;0;2;10;0;0;0;0;1;1;5;20;1;3;2;39;2;10;5;7;1;1;2;23;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
17.07.2024;13:58;A 76;1;0;0;0;0;0;0;0;0;4;53;4;2;1;39;0;0;6;80;1;95;2;55;3;2;0;61;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14
17.07.2024;13:52;A 76;1;0;0;0;0;0;0;0;0;3;47;7;49;3;54;1;2;1;5;1;12;10;54;5;8;1;75;2;58;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
17.07.2024;13:43;A 76;1;0;0;3;1;0;0;0;0;0;0;0;0;1;17;0;0;2;37;2;44;3;2;5;7;2;8;5;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
17.07.2024;13:41;A 76;1;1;1;1;0;1;4;0;0;1;0;1;0;1;1;0;0;3;26;2;21;3;38;3;20;3;46;4;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6
17.07.2024;13:08;A 76;1;1;8;3;3;1;4;0;100;1;17;4;6;1;8;0;0;2;48;2;57;4;73;4;56;1;83;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;13
