Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB
18.07.2024;01:10;A103;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:06;A103;1;2;2;1;3;1;0;2;1;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0
18.07.2024;01:04;A103;1;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;00:39;A103;1;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;23:33;A103;1;3;6;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;22:50;A103;1;3;5;2;14;0;0;0;0;0;0;1;1;0;0;0;0;1;21;0;0;0;0;0;0
17.07.2024;22:19;A103;1;5;11;3;33;2;6;6;7;1;1;0;0;0;0;0;0;1;14;0;0;0;0;0;0
17.07.2024;20:25;A103;1;2;4;3;5;1;7;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;17:13;A103;1;6;34;7;34;5;25;5;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:41;A103;1;4;54;3;14;2;6;5;46;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0
17.07.2024;15:39;A103;1;4;15;7;25;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:18;A103;1;3;14;4;23;5;27;3;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:01;A103;1;5;38;8;36;4;12;5;25;0;0;1;1;0;0;1;1;1;8;0;0;0;0;0;0
17.07.2024;14:53;A103;1;1;3;7;24;1;5;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:20;A103;1;6;22;8;39;6;20;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:19;A103;1;5;17;6;25;1;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:18;A103;1;3;19;3;9;5;22;6;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:16;A103;1;1;6;2;7;4;14;6;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:58;A103;1;2;8;5;15;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:52;A103;1;6;23;9;29;5;21;3;28;0;0;0;0;0;0;0;0;2;11;0;0;0;0;0;0
17.07.2024;13:43;A103;1;5;20;8;37;4;21;7;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:41;A103;1;3;12;2;11;5;24;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:08;A103;1;6;23;7;30;5;20;2;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:01;A103;1;4;15;8;36;3;11;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:52;A103;1;0;0;3;10;7;28;5;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:47;A103;1;1;53;3;16;1;56;1;48;0;0;0;0;0;0;1;1;1;14;0;0;0;0;0;0
17.07.2024;12:23;A103;1;3;10;8;32;4;17;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:21;A103;1;4;17;5;27;6;23;7;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:17;A103;1;3;14;2;15;4;15;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:13;A103;1;5;35;8;37;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
