Datum;Uhrzeit;Bezeichnung;Intervall;TF41_AFZ;TF41_AFB;TB41_AFZ;TB41_AFB;TF41a_AFZ;TF41a_AFB;TB41a_AFZ;TB41a_AFB
17.07.2024;22:50;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;22:19;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;20:25;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;17:13;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;15:41;A 44;1;0;0;0;0;1;1;0;0
17.07.2024;15:39;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;15:18;A 44;1;1;1;0;0;0;0;0;0
17.07.2024;15:01;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;14:53;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;14:20;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;14:19;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;14:18;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;14:16;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;13:58;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;13:52;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;13:43;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;13:41;A 44;1;1;1;1;1;0;0;0;0
17.07.2024;13:08;A 44;1;0;0;0;0;1;1;0;0
17.07.2024;13:01;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;12:52;A 44;1;1;1;1;1;0;0;0;0
17.07.2024;12:47;A 44;1;0;0;0;0;1;1;0;0
17.07.2024;12:23;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;12:21;A 44;1;1;1;1;1;0;0;0;0
17.07.2024;12:17;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;12:13;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;12:12;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;12:11;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;12:10;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;12:09;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;12:02;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;11:59;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;11:56;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;11:47;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;11:46;A 44;1;1;1;1;1;0;0;0;0
17.07.2024;11:40;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;11:30;A 44;1;0;0;0;0;0;0;0;0
17.07.2024;11:29;A 44;1;0;0;0;0;0;0;0;0
