Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
18.07.2024;01:10;A151;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:06;A151;1;1;12;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:04;A151;1;0;0;2;15;0;0;0;0;0;0;0;0;0;0
18.07.2024;00:39;A151;1;1;13;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;23:33;A151;1;1;18;1;8;0;0;0;0;1;1;0;0;0;0
17.07.2024;22:50;A151;1;3;18;2;19;0;0;0;0;1;3;0;0;0;0
17.07.2024;22:19;A151;1;1;16;2;18;0;0;0;0;2;4;0;0;0;0
17.07.2024;20:25;A151;1;8;49;1;9;0;0;0;0;2;6;0;0;0;0
17.07.2024;17:13;A151;1;4;40;6;50;1;1;0;0;2;20;0;0;0;0
17.07.2024;15:41;A151;1;4;50;3;19;0;0;0;0;3;29;0;0;0;0
17.07.2024;15:39;A151;1;7;63;4;40;0;0;0;0;6;31;1;1;0;0
17.07.2024;15:18;A151;1;3;63;3;31;0;0;0;0;4;10;0;0;0;0
17.07.2024;15:01;A151;1;1;41;2;15;0;0;0;0;3;5;0;0;0;0
17.07.2024;14:53;A151;1;3;40;8;49;1;1;1;2;3;8;0;0;0;0
17.07.2024;14:20;A151;1;1;14;3;50;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:19;A151;1;3;78;3;41;0;0;0;0;2;18;1;1;0;0
17.07.2024;14:18;A151;1;2;10;0;0;0;0;0;0;1;2;0;0;0;0
17.07.2024;14:16;A151;1;3;51;2;57;0;0;0;0;3;4;0;0;0;0
17.07.2024;13:58;A151;1;2;33;7;45;0;0;0;0;2;4;0;0;0;0
17.07.2024;13:52;A151;1;2;24;7;56;0;0;0;0;2;6;0;0;0;0
17.07.2024;13:43;A151;1;4;33;3;14;0;0;0;0;2;8;0;0;0;0
17.07.2024;13:41;A151;1;2;31;0;0;0;0;0;0;4;9;0;0;0;0
17.07.2024;13:08;A151;1;3;88;1;32;0;0;1;1;6;23;0;0;0;0
17.07.2024;13:01;A151;1;1;22;6;28;0;0;0;0;3;5;0;0;0;0
17.07.2024;12:52;A151;1;1;48;3;82;1;1;1;1;2;15;0;0;0;0
17.07.2024;12:47;A151;1;4;44;4;52;0;0;0;0;2;4;0;0;0;0
17.07.2024;12:23;A151;1;3;31;3;16;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:21;A151;1;3;64;2;77;0;0;0;0;1;1;0;0;0;0
17.07.2024;12:17;A151;1;3;51;5;47;0;0;0;0;2;6;0;0;0;0
17.07.2024;12:13;A151;1;3;36;5;26;0;0;0;0;5;12;0;0;0;0
17.07.2024;12:12;A151;1;2;24;5;37;0;0;0;0;3;5;0;0;0;0
17.07.2024;12:11;A151;1;3;32;0;0;0;0;0;0;2;6;0;0;0;0
17.07.2024;12:10;A151;1;4;32;3;16;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:09;A151;1;1;79;0;72;0;0;0;0;5;9;0;0;0;0
17.07.2024;12:02;A151;1;2;44;6;51;0;0;0;0;0;0;1;1;1;1
17.07.2024;11:59;A151;1;1;26;4;41;0;0;0;0;1;1;0;0;0;0
17.07.2024;11:56;A151;1;3;52;3;19;0;0;0;0;1;0;0;0;0;0
17.07.2024;11:47;A151;1;4;51;7;46;0;0;0;0;2;4;0;0;0;0
17.07.2024;11:46;A151;1;2;20;3;23;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:40;A151;1;4;28;5;47;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:30;A151;1;2;12;6;43;0;0;0;0;2;10;0;0;0;0
17.07.2024;11:29;A151;1;3;31;5;33;0;0;0;0;3;11;0;0;0;0
17.07.2024;11:28;A151;1;2;70;1;36;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:25;A151;1;5;52;0;0;0;0;0;0;3;3;0;0;0;0
17.07.2024;11:24;A151;1;1;11;4;18;0;0;0;0;2;4;0;0;0;0
