Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;D11Z;D11B;D12Z;D12B;TF32Z;TF32B;TB32Z;TB32B;TF33Z;TF33B;TB33Z;TB33B;ST51Z;ST51B;ST55Z;ST55B;LUe_AbFV2_A8Z;LUe_AbFV2_A8B
18.07.2024;01:10;A 80;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:06;A 80;1;0;0;2;2;0;0;3;3;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:04;A 80;1;0;0;2;2;0;0;3;4;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;00:39;A 80;1;0;0;0;0;0;0;4;14;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;23:33;A 80;1;0;0;2;2;0;0;3;4;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;22:50;A 80;1;0;0;0;0;0;0;1;4;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;22:19;A 80;1;0;0;6;5;0;0;6;15;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;20:25;A 80;1;2;1;2;9;0;0;1;3;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;17:13;A 80;1;2;1;4;90;2;2;3;35;1;0;0;100;0;0;0;0;2;3;0;0;0;0;0;0;0;0
17.07.2024;15:41;A 80;1;0;0;5;35;2;3;6;40;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:39;A 80;1;2;4;4;47;1;1;3;31;1;50;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:18;A 80;1;0;0;3;13;3;5;2;43;0;0;0;100;0;0;0;0;1;3;1;1;0;0;0;0;0;0
17.07.2024;15:01;A 80;1;3;6;3;44;1;2;2;22;0;0;0;100;0;0;0;0;0;0;2;3;0;0;0;0;0;0
17.07.2024;14:53;A 80;1;1;1;5;28;0;0;3;53;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
17.07.2024;14:20;A 80;1;0;0;4;34;3;3;4;34;1;32;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:19;A 80;1;4;3;0;0;0;0;3;30;1;22;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
17.07.2024;14:18;A 80;1;0;0;5;25;1;1;1;10;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:16;A 80;1;0;0;5;29;0;0;5;35;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
17.07.2024;13:58;A 80;1;0;0;2;21;2;5;2;17;0;74;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:52;A 80;1;0;0;3;16;3;3;6;39;1;26;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:43;A 80;1;0;0;3;13;1;1;2;58;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
17.07.2024;13:41;A 80;1;0;0;4;21;1;1;5;60;1;20;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
