Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;T32Z;T32B;T32bZ;T32bB;T35bZ;T35bB;T38Z;T38B;T38bZ;T38bB;T41bZ;T41bB
18.07.2024;01:10;A 42;1;0;0;0;0;0;0;0;0;0;100;0;100;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:06;A 42;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;34;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:04;A 42;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;00:39;A 42;1;1;0;0;0;1;5;0;0;0;100;0;100;1;51;0;0;1;46;1;1;4;16;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;23:33;A 42;1;1;2;0;0;1;8;0;0;0;100;0;100;0;0;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;22:50;A 42;1;3;1;1;0;3;7;1;0;0;100;0;100;3;58;0;0;2;5;1;0;1;52;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
17.07.2024;22:19;A 42;1;3;2;1;0;1;12;0;0;0;100;0;100;2;1;0;0;1;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;20:25;A 42;1;0;0;0;0;0;0;0;0;0;100;0;100;1;47;2;9;1;22;0;0;1;6;0;0;2;5;0;0;1;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0
17.07.2024;17:13;A 42;1;5;49;1;39;1;60;2;39;0;100;0;100;1;44;2;48;2;41;0;0;2;44;0;0;1;1;0;0;2;10;0;0;2;3;1;1;1;1;0;0;0;0;0;0
17.07.2024;15:41;A 42;1;2;37;0;0;2;11;0;0;0;100;0;100;1;51;2;42;6;69;3;18;2;83;3;13;0;21;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:39;A 42;1;10;36;0;0;6;44;0;0;0;100;0;100;1;99;2;8;2;20;3;5;1;11;1;8;0;0;2;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:18;A 42;1;9;7;1;0;3;28;1;0;0;100;0;100;3;58;2;11;1;1;1;1;3;10;1;1;1;2;0;0;0;100;0;0;1;1;0;0;1;1;0;0;0;0;0;0
17.07.2024;15:01;A 42;1;8;72;0;0;0;89;0;0;0;100;0;100;1;23;1;22;3;31;1;0;2;42;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
17.07.2024;14:53;A 42;1;4;55;0;39;6;70;1;8;0;100;0;100;2;13;1;3;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:20;A 42;1;3;47;1;2;1;60;2;47;0;100;0;100;1;51;4;3;3;50;3;3;1;74;3;5;1;12;3;1;1;8;0;0;0;0;2;3;0;0;0;0;1;1;0;0
17.07.2024;14:19;A 42;1;3;67;1;0;1;6;1;1;0;100;0;100;4;43;1;1;1;12;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:18;A 42;1;2;1;0;0;3;14;0;0;0;100;0;100;1;9;0;0;0;0;1;2;0;0;1;34;1;1;1;0;1;5;0;0;0;0;1;1;0;0;0;0;1;1;0;0
17.07.2024;14:16;A 42;1;7;61;1;1;4;83;1;2;0;100;0;100;1;96;4;60;1;14;0;0;1;32;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:58;A 42;1;5;67;1;1;3;49;1;2;0;100;0;100;4;83;0;0;2;17;0;0;1;26;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:52;A 42;1;3;75;0;0;5;86;1;74;0;100;0;100;0;33;2;18;1;17;0;0;1;7;0;0;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:43;A 42;1;6;38;1;1;4;48;2;5;0;100;0;100;2;40;2;72;0;20;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:41;A 42;1;4;50;1;3;1;64;1;3;0;100;0;100;1;57;0;0;3;50;0;0;1;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
17.07.2024;13:08;A 42;1;5;50;0;0;1;61;0;0;0;100;0;100;2;23;2;9;1;21;1;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;2;3;0;0
17.07.2024;13:01;A 42;1;5;50;0;0;2;60;0;0;0;100;0;100;3;40;1;2;0;41;1;11;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2
17.07.2024;12:52;A 42;1;3;37;0;0;4;50;0;0;0;100;0;100;2;30;0;0;1;13;1;1;1;21;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
17.07.2024;12:47;A 42;1;10;58;1;42;2;81;3;4;0;100;0;100;2;17;0;0;2;41;0;0;1;8;1;0;1;1;2;3;0;0;1;0;0;0;1;1;0;0;1;1;1;1;0;0
17.07.2024;12:23;A 42;1;6;8;0;0;2;28;0;0;0;100;0;100;1;48;1;55;1;35;0;0;1;8;0;0;2;31;0;0;1;8;0;0;1;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:21;A 42;1;2;63;0;0;1;68;0;0;0;100;0;100;3;50;1;2;2;68;1;28;2;41;1;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:17;A 42;1;6;52;1;6;7;67;1;3;0;100;0;100;2;55;2;6;3;20;4;7;0;27;5;12;1;2;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:13;A 42;1;7;9;1;1;3;31;2;5;0;100;0;100;1;50;2;25;1;51;3;44;2;45;2;48;1;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:12;A 42;1;6;48;2;2;3;63;1;2;0;100;0;100;3;45;1;2;4;22;1;0;2;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:11;A 42;1;6;56;0;0;3;76;0;0;0;100;0;100;4;81;0;0;2;25;0;22;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
17.07.2024;12:10;A 42;1;3;54;0;7;2;63;0;0;0;100;0;100;2;22;1;4;2;44;1;11;3;35;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
17.07.2024;12:09;A 42;1;6;49;1;44;2;66;1;4;0;100;0;100;4;72;1;50;2;14;3;66;2;12;1;10;2;44;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:02;A 42;1;1;62;0;0;1;68;1;62;0;100;0;100;1;58;1;0;0;0;1;8;0;0;1;2;0;51;2;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;11:59;A 42;1;9;81;0;0;0;100;2;73;0;100;0;100;0;15;1;2;1;60;2;1;0;4;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0
17.07.2024;11:56;A 42;1;3;46;2;2;3;59;2;7;0;100;0;100;2;92;2;57;5;16;2;3;4;33;2;4;1;8;5;6;1;5;2;1;0;0;1;1;0;0;0;0;1;1;0;0
17.07.2024;11:47;A 42;1;3;3;1;0;2;12;1;1;0;100;0;100;1;66;0;0;0;0;2;4;0;0;1;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
