Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B
18.07.2024;01:10;A 35;1;3;3;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:06;A 35;1;0;0;0;0;0;0;1;5;0;0;0;0;0;100;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;01:04;A 35;1;0;0;0;0;0;0;1;0;0;0;0;0;0;100;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2024;00:39;A 35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;23:33;A 35;1;0;0;0;0;0;0;1;11;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;22:50;A 35;1;0;0;0;0;0;0;4;9;1;49;2;57;0;100;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;22:19;A 35;1;0;0;0;0;0;0;4;17;2;62;1;3;0;100;5;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;20:25;A 35;1;0;0;0;0;0;0;2;2;1;65;1;67;0;100;2;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;17:13;A 35;1;1;86;1;6;2;3;2;70;9;8;1;13;0;100;8;28;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1
17.07.2024;15:41;A 35;1;1;24;0;0;0;0;2;39;1;50;1;57;0;100;2;94;0;0;0;0;0;0;2;3;0;0;0;0;0;0;1;1
17.07.2024;15:39;A 35;1;0;0;0;0;0;0;6;14;4;38;0;41;0;100;8;72;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
17.07.2024;15:18;A 35;1;1;30;0;0;0;0;2;2;1;37;1;39;0;100;8;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;15:01;A 35;1;0;0;0;0;0;0;4;12;1;68;0;71;0;100;5;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:53;A 35;1;1;34;0;0;0;0;3;12;1;15;0;17;0;100;3;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:20;A 35;1;1;78;0;0;1;0;4;59;2;57;2;36;0;100;4;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:19;A 35;1;2;49;1;6;1;0;4;43;1;31;1;9;0;100;4;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;14:18;A 35;1;1;77;0;0;0;0;0;26;0;0;0;0;0;100;3;83;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
17.07.2024;14:16;A 35;1;1;6;1;4;0;24;9;62;0;0;0;0;0;100;4;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:58;A 35;1;2;11;0;0;2;1;7;71;1;43;1;47;0;100;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:52;A 35;1;2;72;1;11;3;1;4;62;0;0;1;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:43;A 35;1;4;1;0;0;0;32;8;64;1;61;1;67;0;100;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:41;A 35;1;2;55;0;0;0;0;2;8;1;0;0;0;0;100;4;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:08;A 35;1;2;66;1;6;0;0;5;11;5;21;0;30;0;100;0;65;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;13:01;A 35;1;0;0;0;0;0;0;3;51;4;18;2;28;0;100;5;18;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1
17.07.2024;12:52;A 35;1;2;93;1;4;2;1;4;41;2;95;0;100;0;100;4;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:47;A 35;1;4;57;2;17;4;4;9;80;4;89;0;100;0;100;5;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:23;A 35;1;3;10;1;6;2;14;3;45;2;80;1;44;0;100;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:21;A 35;1;2;0;0;0;2;23;5;52;3;81;1;51;0;100;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:17;A 35;1;0;0;0;0;1;1;2;25;0;0;0;0;0;100;3;11;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:13;A 35;1;2;27;1;6;2;1;7;58;1;10;1;18;0;100;3;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:12;A 35;1;2;4;1;12;1;1;4;58;0;0;0;0;0;100;6;33;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1
17.07.2024;12:11;A 35;1;1;53;0;0;1;0;5;9;1;1;0;1;0;100;6;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:10;A 35;1;5;3;1;6;1;1;4;58;0;0;1;2;0;100;4;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
17.07.2024;12:09;A 35;1;2;41;2;13;3;4;4;46;2;1;0;0;0;100;1;19;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0
17.07.2024;12:02;A 35;1;0;80;0;0;0;0;8;32;2;86;1;93;0;100;3;17;0;0;0;0;2;3;0;0;0;0;0;0;1;1;0;0
17.07.2024;11:59;A 35;1;0;0;0;0;1;0;7;56;2;30;0;34;0;100;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
17.07.2024;11:56;A 35;1;0;0;0;0;1;22;12;71;1;92;0;99;0;100;4;56;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
