Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V321Z;V321B;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
04.02.2024;01:00;A116;1;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:59;A116;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:58;A116;1;3;9;2;4;1;1;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:57;A116;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:56;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:55;A116;1;3;7;7;21;5;4;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:54;A116;1;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:53;A116;1;2;1;2;4;1;1;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:52;A116;1;0;0;1;8;2;3;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:51;A116;1;1;10;6;15;3;4;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:50;A116;1;3;6;4;16;3;6;0;0;0;0;1;1;0;0;0;0
04.02.2024;00:49;A116;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:48;A116;1;0;0;1;6;1;2;0;0;0;0;1;4;0;0;0;0
04.02.2024;00:47;A116;1;4;5;1;4;1;1;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:46;A116;1;5;7;2;13;3;3;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:45;A116;1;2;7;4;22;5;8;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:44;A116;1;0;0;2;4;1;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:43;A116;1;0;15;3;3;3;4;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:42;A116;1;2;18;2;12;1;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:41;A116;1;5;15;4;12;3;2;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:40;A116;1;3;8;4;14;3;4;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:39;A116;1;1;3;3;16;4;5;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:38;A116;1;3;5;5;7;2;3;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:37;A116;1;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:36;A116;1;5;8;7;35;6;9;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:35;A116;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2024;00:34;A116;1;4;11;0;0;1;2;0;0;0;0;0;0;0;0;0;0
