Datum;Uhrzeit;Bezeichnung;Intervall;V11Z;V11B;V12Z;V12B;V13Z;V13B;D21Z;D21B;V31Z;V31B;V32Z;V32B;V33Z;V33B;V41Z;V41B;V42Z;V42B;V43Z;V43B;T1-T2_Anf_32Z;T1-T2_Anf_32B;T3-T4_Anf_38Z;T3-T4_Anf_38B;V14Z;V14B;V40Z;V40B;T5-T6_Anf_31Z;T5-T6_Anf_31B
03.07.2024;23:24;A181;1;0;0;0;0;0;0;0;100;0;0;2;8;2;6;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:23;A181;1;0;0;3;4;0;0;0;100;0;0;2;4;3;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:22;A181;1;0;0;2;9;2;7;0;100;0;0;2;3;4;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:21;A181;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
03.07.2024;23:20;A181;1;0;0;1;2;0;0;0;100;0;0;1;3;2;9;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:19;A181;1;0;0;2;3;0;0;0;100;0;0;1;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:18;A181;1;1;2;3;9;2;10;0;100;0;0;3;7;6;12;2;2;1;17;1;2;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:17;A181;1;0;0;4;8;0;0;0;100;0;0;0;0;1;1;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:16;A181;1;0;0;1;2;0;0;0;100;0;0;1;2;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:15;A181;1;0;0;4;6;1;4;0;100;0;0;1;3;4;9;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:14;A181;1;0;0;2;6;1;4;0;100;0;0;3;7;3;5;4;32;2;2;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:13;A181;1;0;0;2;32;1;2;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
03.07.2024;23:12;A181;1;0;0;0;0;0;0;0;100;0;0;1;2;2;2;2;4;0;0;1;41;0;0;0;0;0;0;1;2;0;0
03.07.2024;23:11;A181;1;0;0;4;5;3;5;0;100;0;0;1;4;2;4;1;22;1;36;1;25;0;0;0;0;0;0;1;12;0;0
03.07.2024;23:10;A181;1;0;0;2;2;1;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;1;2;1;2
03.07.2024;23:09;A181;1;0;0;3;4;0;0;0;100;0;0;0;1;2;3;3;2;0;18;1;2;0;0;0;0;2;4;0;0;0;0
03.07.2024;23:08;A181;1;0;0;2;5;3;9;0;100;0;0;2;2;2;5;0;30;1;6;2;25;0;0;0;0;1;2;1;14;0;0
