Datum;Uhrzeit;Bezeichnung;Intervall;ReserveZ;ReserveB;V12Z;V12B;V21Z;V21B;V22Z;V22B;V23Z;V23B;V24Z;V24B;D31Z;D31B;D32Z;D32B;AF_T1_T2Z;AF_T1_T2B;AF_T3_T4Z;AF_T3_T4B;AF_BS_32Z;AF_BS_32B;AF_BS_35Z;AF_BS_35B;AF_BS_38Z;AF_BS_38B;AF_BS_41Z;AF_BS_41B
03.07.2024;23:25;A 28;1;0;0;0;0;0;0;3;5;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:24;A 28;1;0;0;2;65;0;0;0;0;0;0;2;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:23;A 28;1;0;0;2;66;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:22;A 28;1;0;0;0;0;0;0;5;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:21;A 28;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:20;A 28;1;0;0;0;0;0;0;2;2;3;3;1;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:19;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:18;A 28;1;0;0;2;3;0;0;7;14;1;1;1;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
03.07.2024;23:17;A 28;1;0;0;1;3;1;4;1;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:16;A 28;1;0;0;0;0;1;1;4;15;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:15;A 28;1;0;0;1;2;0;0;2;7;1;1;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:14;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:13;A 28;1;0;0;3;7;0;0;3;57;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:12;A 28;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:11;A 28;1;0;0;0;0;0;0;3;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:10;A 28;1;0;0;0;0;0;0;2;7;3;4;0;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:09;A 28;1;0;0;2;2;0;0;1;1;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:08;A 28;1;0;0;5;21;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1
03.07.2024;23:07;A 28;1;0;0;1;52;0;0;3;66;3;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:06;A 28;1;0;0;1;44;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2024;23:05;A 28;1;0;0;0;0;0;0;2;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
