Datum;Uhrzeit;Bezeichnung;Intervall;VD21Z;VD21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;VD81Z;VD81B;VD82Z;VD82B;V83Z;V83B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TBS32Z;TBS32B;TF35Z;TF35B;TBS35Z;TBS35B;TF38Z;TF38B;TBS38Z;TBS38B;TF41Z;TF41B;TBS41Z;TBS41B
22.12.2024;01:00;A 59;1;0;0;0;0;1;4;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
22.12.2024;00:59;A 59;1;0;0;0;0;0;0;1;16;0;0;1;9;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:58;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
22.12.2024;00:57;A 59;1;0;0;0;0;0;0;0;0;0;0;1;9;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
22.12.2024;00:56;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;3;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0
22.12.2024;00:55;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
22.12.2024;00:54;A 59;1;0;0;0;0;0;0;0;0;0;0;1;6;1;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0
22.12.2024;00:53;A 59;1;0;0;0;0;0;0;0;0;0;0;1;28;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
22.12.2024;00:52;A 59;1;0;0;0;0;0;0;1;1;1;3;1;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.12.2024;00:51;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
22.12.2024;00:50;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
22.12.2024;00:49;A 59;1;0;0;0;0;0;0;3;22;0;0;2;39;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:48;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0
22.12.2024;00:47;A 59;1;0;0;0;0;0;0;2;14;0;0;1;27;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0
22.12.2024;00:46;A 59;1;1;1;2;12;0;0;0;0;0;0;1;3;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
22.12.2024;00:45;A 59;1;0;0;0;0;1;17;0;0;0;0;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2
22.12.2024;00:44;A 59;1;0;0;0;0;1;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
22.12.2024;00:43;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
22.12.2024;00:42;A 59;1;0;0;0;0;0;0;1;21;0;0;1;4;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
22.12.2024;00:41;A 59;1;0;0;0;0;1;11;0;0;0;0;1;7;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;2
22.12.2024;00:40;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
22.12.2024;00:39;A 59;1;0;0;0;0;0;0;0;5;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0
22.12.2024;00:38;A 59;1;0;0;0;0;0;0;1;12;0;0;1;7;2;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
22.12.2024;00:37;A 59;1;0;0;0;0;0;0;1;14;0;0;1;11;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
22.12.2024;00:36;A 59;1;0;0;0;0;0;0;0;24;0;0;2;9;3;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
22.12.2024;00:35;A 59;1;0;0;0;0;0;0;2;25;1;7;3;15;1;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;0;0
22.12.2024;00:34;A 59;1;1;12;1;17;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
22.12.2024;00:33;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:32;A 59;1;2;14;2;33;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:31;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:30;A 59;1;0;0;0;0;0;0;0;0;0;0;0;43;2;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
22.12.2024;00:29;A 59;1;0;0;0;0;0;0;0;0;0;0;0;100;3;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
22.12.2024;00:28;A 59;1;0;37;0;0;1;18;0;0;0;0;0;100;2;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1
22.12.2024;00:27;A 59;1;1;2;1;9;0;0;1;12;0;0;1;94;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
22.12.2024;00:26;A 59;1;0;0;0;0;0;0;0;0;0;0;1;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.12.2024;00:25;A 59;1;0;0;0;0;0;0;0;0;0;0;0;100;2;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;0;0
22.12.2024;00:24;A 59;1;0;0;0;0;0;0;1;1;0;0;1;98;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:23;A 59;1;0;0;0;0;0;0;0;0;0;0;0;100;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:22;A 59;1;0;0;0;0;0;0;0;0;0;0;0;100;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;11
22.12.2024;00:21;A 59;1;1;41;0;14;1;16;0;0;0;0;0;100;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:20;A 59;1;0;0;2;3;0;0;1;14;0;0;1;49;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:19;A 59;1;1;3;0;0;0;13;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;8
22.12.2024;00:18;A 59;1;0;28;0;0;1;5;0;0;0;0;1;10;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
22.12.2024;00:17;A 59;1;1;14;1;10;0;0;0;0;0;0;0;0;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
22.12.2024;00:16;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;3
22.12.2024;00:15;A 59;1;0;0;0;0;2;36;2;42;0;0;2;26;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
22.12.2024;00:14;A 59;1;0;0;0;0;0;0;1;1;0;0;0;0;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0
22.12.2024;00:13;A 59;1;1;12;1;15;1;8;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;1;2
22.12.2024;00:12;A 59;1;1;5;1;41;0;0;0;0;0;0;0;0;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.12.2024;00:11;A 59;1;0;0;0;0;0;0;1;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
22.12.2024;00:10;A 59;1;1;4;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.12.2024;00:09;A 59;1;1;18;1;15;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;0;0
22.12.2024;00:08;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;5
22.12.2024;00:07;A 59;1;0;0;0;0;1;14;1;0;0;0;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
22.12.2024;00:06;A 59;1;0;0;0;0;0;0;1;20;0;0;1;9;3;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
22.12.2024;00:05;A 59;1;0;0;0;0;1;11;0;0;0;0;1;5;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;0
22.12.2024;00:04;A 59;1;1;1;2;7;1;13;0;0;0;0;0;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1
22.12.2024;00:03;A 59;1;2;5;0;0;0;0;0;0;0;0;0;0;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
22.12.2024;00:02;A 59;1;0;0;1;18;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
22.12.2024;00:01;A 59;1;0;0;0;0;0;0;1;2;0;0;2;19;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
22.12.2024;00:00;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
21.12.2024;23:59;A 59;1;0;0;0;0;0;0;1;15;0;0;5;4;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.12.2024;23:58;A 59;1;0;0;0;0;0;0;0;0;0;0;1;9;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.12.2024;23:57;A 59;1;1;8;2;8;1;14;0;0;0;0;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1
21.12.2024;23:56;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.12.2024;23:55;A 59;1;0;0;0;0;1;13;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.12.2024;23:54;A 59;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.12.2024;23:53;A 59;1;0;0;0;0;1;2;0;0;0;0;2;11;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2024;23:52;A 59;1;0;0;0;0;2;34;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;2
21.12.2024;23:51;A 59;1;1;12;2;8;0;0;1;2;0;0;1;7;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2024;23:50;A 59;1;0;0;0;0;0;0;0;0;0;0;5;29;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.12.2024;23:49;A 59;1;0;0;0;0;1;14;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5
21.12.2024;23:48;A 59;1;0;0;0;0;0;0;1;33;0;0;1;10;1;16;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
21.12.2024;23:47;A 59;1;1;5;0;0;0;0;1;3;0;0;0;0;2;68;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;13;0;0
21.12.2024;23:46;A 59;1;0;0;0;0;1;11;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0
21.12.2024;23:45;A 59;1;2;8;3;22;0;0;0;21;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
21.12.2024;23:44;A 59;1;1;8;3;52;0;0;1;24;0;0;1;8;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;2
