Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D115Z;D115B;TF41Z;TF41B;TBS41Z;TBS41B;EG23Z;EG23B;EG24Z;EG24B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;FW_AnfoZ;FW_AnfoB
22.12.2024;01:00;A 24;1;1;16;3;30;2;22;3;39;0;0;2;1;3;11;2;8;1;12;0;0;1;13;1;3;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:59;A 24;1;1;1;0;0;1;12;0;0;0;0;0;0;0;0;0;0;1;13;1;11;2;13;1;11;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:58;A 24;1;2;2;0;0;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:57;A 24;1;1;1;0;0;1;11;0;0;0;0;5;6;3;22;3;22;1;3;1;8;1;22;2;13;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:56;A 24;1;2;2;0;0;2;17;0;0;1;3;0;0;1;15;2;7;2;24;2;2;3;27;3;27;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:55;A 24;1;2;2;3;4;1;21;3;23;1;2;1;1;5;17;3;13;0;0;1;18;0;0;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:54;A 24;1;2;2;0;0;2;18;0;0;2;0;2;1;3;26;1;8;2;44;1;2;4;36;3;17;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:53;A 24;1;4;4;0;0;1;29;0;0;0;0;3;3;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:52;A 24;1;0;0;1;0;1;4;1;3;2;2;3;3;3;25;3;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:51;A 24;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;1;1;3;0;4;1;26;1;4;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:50;A 24;1;2;2;2;2;1;14;1;8;0;0;0;0;0;0;0;0;0;0;1;10;1;7;1;9;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:49;A 24;1;0;0;0;0;0;0;0;0;0;0;1;1;1;4;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:48;A 24;1;0;0;2;2;2;4;1;12;1;3;1;1;1;14;2;19;1;2;2;15;1;33;4;19;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:47;A 24;1;2;1;0;0;2;20;0;0;0;0;0;0;0;0;0;0;0;0;1;17;1;8;1;11;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:46;A 24;1;0;0;0;0;0;0;0;0;2;1;1;1;4;18;3;14;1;5;1;18;2;12;2;11;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:45;A 24;1;3;2;3;2;1;25;1;7;0;0;1;17;1;3;1;5;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:44;A 24;1;0;0;0;0;0;0;0;0;1;0;2;1;2;10;2;8;0;0;1;3;1;6;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:43;A 24;1;2;1;1;18;3;18;1;13;0;0;1;1;3;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:42;A 24;1;0;0;1;17;1;8;1;20;1;0;2;1;2;4;6;15;1;15;1;19;0;0;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:41;A 24;1;2;33;1;1;1;14;0;1;1;1;2;1;2;10;3;15;0;0;0;19;1;10;1;4;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:40;A 24;1;2;1;0;22;3;18;1;5;2;1;0;0;2;15;2;5;0;0;1;3;0;0;1;9;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:39;A 24;1;2;1;1;14;3;26;2;2;1;1;0;0;0;2;0;1;0;0;1;22;0;0;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:38;A 24;1;1;1;0;0;1;10;0;0;2;1;2;1;6;21;6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.12.2024;00:37;A 24;1;0;0;2;1;1;0;3;9;0;0;1;1;2;8;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
