Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
11.04.2024;00:43;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.04.2024;18:26;A 19;1;2;26;5;61;1;19;1;4;0;0;0;0;0;0
10.04.2024;18:21;A 19;1;0;100;0;0;0;0;0;0;0;0;4;4;0;0
10.04.2024;18:17;A 19;1;3;4;3;65;1;0;2;3;0;0;0;0;2;2
10.04.2024;18:04;A 19;1;2;40;3;59;0;0;0;0;1;2;0;0;0;0
10.04.2024;18:01;A 19;1;1;25;1;32;0;0;0;0;0;0;0;0;0;0
10.04.2024;18:00;A 19;1;4;55;3;12;2;13;0;0;0;0;3;2;0;0
10.04.2024;17:59;A 19;1;2;23;5;13;1;58;0;0;0;0;0;0;3;8
10.04.2024;17:58;A 19;1;2;72;2;77;1;72;1;1;0;0;1;2;5;10
10.04.2024;17:57;A 19;1;2;36;4;71;2;8;0;0;1;4;0;0;0;0
10.04.2024;17:56;A 19;1;1;63;2;1;1;1;0;0;0;0;0;0;0;0
10.04.2024;17:55;A 19;1;3;92;5;48;2;22;0;0;0;0;0;0;1;2
10.04.2024;17:54;A 19;1;3;75;4;40;0;0;0;0;0;0;0;0;0;0
10.04.2024;17:53;A 19;1;4;83;1;15;0;7;0;0;0;0;0;0;0;0
10.04.2024;17:52;A 19;1;5;63;2;4;1;51;0;0;0;0;1;1;1;1
10.04.2024;17:51;A 19;1;2;56;3;71;3;10;0;0;0;0;1;2;0;0
10.04.2024;17:50;A 19;1;2;2;4;30;2;70;0;0;0;0;0;0;0;0
10.04.2024;17:49;A 19;1;2;53;3;66;2;57;0;0;1;2;0;0;1;1
10.04.2024;17:48;A 19;1;0;0;1;58;1;0;0;0;2;4;2;5;0;0
10.04.2024;17:47;A 19;1;3;33;2;36;2;29;0;0;1;3;0;0;2;2
10.04.2024;17:46;A 19;1;1;54;1;9;2;13;1;1;0;0;0;0;1;3
10.04.2024;17:45;A 19;1;1;2;2;68;0;0;0;0;0;0;0;0;1;2
10.04.2024;17:44;A 19;1;2;40;0;0;0;0;0;0;0;0;0;0;1;1
10.04.2024;17:43;A 19;1;3;73;3;4;3;65;0;0;2;2;0;0;1;1
10.04.2024;17:42;A 19;1;1;68;2;2;3;23;0;0;1;2;0;0;0;0
10.04.2024;17:41;A 19;1;2;26;0;0;0;45;0;0;0;0;2;2;0;0
10.04.2024;17:40;A 19;1;2;31;3;7;4;55;0;0;1;2;0;0;0;0
10.04.2024;17:39;A 19;1;2;70;0;13;2;51;0;0;1;1;2;5;0;0
10.04.2024;17:38;A 19;1;3;36;1;80;2;7;0;0;1;2;2;4;0;0
10.04.2024;17:37;A 19;1;2;63;2;73;2;80;0;0;1;3;3;4;0;0
10.04.2024;17:36;A 19;1;4;85;5;36;2;65;0;0;0;0;0;0;1;1
10.04.2024;17:35;A 19;1;3;69;2;20;1;1;1;5;0;0;3;4;0;0
10.04.2024;17:34;A 19;1;7;27;3;51;0;43;1;1;1;2;0;0;3;3
10.04.2024;17:33;A 19;1;2;30;2;31;2;11;0;0;0;0;0;0;0;0
10.04.2024;17:32;A 19;1;3;53;3;26;0;0;0;0;0;0;1;1;0;0
10.04.2024;17:31;A 19;1;2;55;1;3;1;0;0;0;1;1;0;0;0;0
10.04.2024;17:30;A 19;1;4;65;4;46;0;0;2;2;0;0;0;0;1;1
10.04.2024;17:29;A 19;1;2;85;7;72;1;1;0;0;0;0;2;16;0;0
10.04.2024;17:28;A 19;1;2;66;1;9;2;45;0;0;0;0;3;6;1;1
10.04.2024;17:27;A 19;1;3;55;4;47;0;0;0;0;0;0;1;2;8;7
10.04.2024;17:26;A 19;1;5;50;2;6;1;16;0;0;2;3;0;0;1;16
10.04.2024;17:25;A 19;1;4;81;3;12;1;14;0;0;2;3;0;0;6;7
10.04.2024;17:24;A 19;1;1;59;1;42;1;55;0;0;0;0;0;0;1;1
10.04.2024;17:23;A 19;1;1;18;2;80;1;80;0;0;0;0;1;1;0;0
10.04.2024;17:22;A 19;1;5;83;1;57;0;0;0;0;0;0;1;1;0;0
10.04.2024;17:21;A 19;1;7;76;5;9;1;1;0;0;0;0;0;0;2;3
10.04.2024;17:20;A 19;1;3;62;2;47;0;0;0;0;0;0;1;1;0;0
10.04.2024;17:19;A 19;1;4;32;2;58;1;28;0;0;1;1;0;0;0;0
10.04.2024;17:18;A 19;1;3;21;7;69;1;36;0;0;0;0;1;1;1;1
10.04.2024;17:17;A 19;1;1;37;1;60;0;0;0;0;0;0;0;0;0;0
10.04.2024;17:16;A 19;1;2;53;2;5;2;2;1;1;0;0;1;1;0;0
10.04.2024;17:15;A 19;1;2;50;4;49;1;12;0;0;0;0;1;1;0;0
10.04.2024;17:14;A 19;1;2;82;3;67;2;2;1;2;0;0;0;0;0;0
10.04.2024;17:13;A 19;1;1;81;1;63;0;0;0;0;0;0;0;0;1;3
10.04.2024;17:12;A 19;1;2;35;2;31;0;0;0;0;0;0;0;0;0;0
10.04.2024;17:11;A 19;1;4;57;2;55;1;1;0;0;2;4;0;0;1;1
10.04.2024;17:10;A 19;1;4;78;1;2;0;0;0;0;0;0;0;0;0;0
10.04.2024;17:09;A 19;1;3;94;0;2;2;45;0;0;2;3;0;0;2;3
10.04.2024;17:08;A 19;1;1;97;6;89;2;14;0;0;1;2;1;1;0;0
10.04.2024;17:07;A 19;1;4;68;4;33;0;0;0;0;3;4;1;1;0;0
10.04.2024;17:06;A 19;1;1;50;1;48;0;0;0;0;0;0;0;0;1;2
10.04.2024;17:05;A 19;1;5;51;3;47;0;31;1;1;0;0;0;0;1;1
10.04.2024;17:04;A 19;1;5;69;1;2;2;72;0;0;0;0;0;0;0;0
10.04.2024;17:03;A 19;1;2;57;0;0;1;65;0;0;0;0;0;0;2;3
10.04.2024;17:02;A 19;1;1;1;1;40;2;95;0;0;2;4;0;0;0;0
10.04.2024;17:01;A 19;1;2;80;2;66;1;4;2;5;0;0;0;0;1;2
10.04.2024;17:00;A 19;1;3;78;6;69;3;68;0;0;0;0;0;0;0;0
10.04.2024;16:59;A 19;1;2;57;3;40;2;16;0;0;0;0;0;0;0;0
10.04.2024;16:58;A 19;1;5;28;0;27;1;26;0;0;0;0;0;0;0;0
10.04.2024;16:57;A 19;1;3;18;2;28;0;0;0;0;1;1;1;1;1;0
10.04.2024;16:56;A 19;1;1;38;2;12;0;1;0;0;1;1;3;6;1;1
