Datum;Uhrzeit;Bezeichnung;Intervall;D41Z;D41B;D42Z;D42B;D43Z;D43B;D44Z;D44B;V45_AnfZ;V45_AnfB;V46_AnfZ;V46_AnfB;DK51Z;DK51B;D81Z;D81B;D82Z;D82B;D83Z;D83B;D84Z;D84B;V85_AnfZ;V85_AnfB;V86_AnfZ;V86_AnfB;Z1Z;Z1B;TF33_AnfZ;TF33_AnfB;TBS33_AnfZ;TBS33_AnfB;TF34_AnfZ;TF34_AnfB;TBS34_AnfZ;TBS34_AnfB;TF35_AnfZ;TF35_AnfB;TBS35_AnfZ;TBS35_AnfB;TF38_AnfZ;TF38_AnfB;TBS38_AnfZ;TBS38_AnfB;TF33a_AnfZ;TF33a_AnfB;TBS33a_AnfZ;TBS33a_AnfB;TF34a_AnfZ;TF34a_AnfB;TBS34a_AnfZ;TBS34a_AnfB;TF35a_AnfZ;TF35a_AnfB;TBS35a_AnfZ;TBS35a_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38a_AnfZ;TBS38a_AnfB
11.04.2024;00:42;A 34;1;0;0;0;0;0;0;1;6;0;0;1;1;0;0;2;2;0;0;0;0;2;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;18:25;A 34;1;0;0;0;0;2;12;2;6;4;4;2;2;0;0;5;5;0;0;0;0;2;76;1;45;6;49;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;18:20;A 34;1;0;0;0;0;1;34;3;15;4;13;3;3;0;0;17;49;0;0;0;0;2;74;2;30;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;18:16;A 34;1;0;0;0;0;1;1;1;6;1;1;2;4;0;0;5;5;0;0;0;0;2;86;0;58;9;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;18:03;A 34;1;0;0;0;0;5;69;4;22;8;11;5;5;0;0;18;29;0;0;0;0;2;94;2;70;9;55;5;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;18:00;A 34;1;0;0;0;0;1;57;3;40;5;31;5;8;0;0;10;33;0;0;0;0;3;62;8;57;2;1;5;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:59;A 34;1;0;0;0;0;4;30;4;33;7;7;6;9;0;0;6;8;0;0;0;0;1;80;1;8;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:58;A 34;1;0;0;0;0;2;7;1;4;2;2;1;0;0;0;0;0;0;0;0;0;2;7;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:57;A 34;1;0;0;0;0;3;64;2;54;7;44;8;16;0;0;9;15;0;0;0;0;4;15;4;11;5;3;4;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:56;A 34;1;0;0;0;0;1;53;2;13;6;25;2;2;0;0;3;2;0;0;0;0;3;77;2;13;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:55;A 34;1;0;0;0;0;3;13;4;14;3;4;3;3;0;0;12;29;0;0;0;0;3;83;0;64;7;8;2;38;0;0;0;0;1;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;
10.04.2024;17:54;A 34;1;0;0;0;0;4;31;4;19;5;5;6;5;0;0;7;42;0;0;0;0;4;25;5;55;5;6;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;;
10.04.2024;17:53;A 34;1;0;0;0;0;4;23;7;21;5;7;6;4;0;0;6;12;0;0;0;0;0;98;0;91;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:52;A 34;1;0;0;0;0;1;6;2;11;1;1;5;6;0;0;5;9;0;0;0;0;0;100;2;43;5;9;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:51;A 34;1;0;0;0;0;4;18;4;13;6;5;4;7;0;0;24;30;0;0;0;0;4;68;1;9;8;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;
10.04.2024;17:50;A 34;1;0;0;0;0;3;14;2;16;4;3;5;4;0;0;13;40;0;0;0;0;0;100;0;1;3;50;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:49;A 34;1;0;0;0;0;2;14;0;0;2;2;1;4;0;0;15;49;0;0;0;0;1;84;1;61;8;58;4;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:48;A 34;1;0;0;0;0;3;13;6;25;3;2;6;6;0;0;8;70;0;0;0;0;2;93;3;40;9;26;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;
10.04.2024;17:47;A 34;1;0;0;0;0;3;31;1;54;5;11;5;11;0;0;10;58;0;0;0;0;1;91;2;48;6;52;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
10.04.2024;17:46;A 34;1;0;0;0;0;1;6;3;28;2;1;2;2;0;0;7;31;0;0;0;0;4;45;1;4;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;;
