Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
11.04.2024;00:43;A 11;1;0;0;0;8;0;0;0;0;0;0;3;5;0;100;0;100;0;0;0;0;0;0;0;0;1;14;1;17;2;7;1;5
10.04.2024;18:26;A 11;1;7;56;2;52;0;0;4;7;6;18;2;2;0;100;0;100;0;0;0;0;0;0;2;28;3;49;1;49;0;0;1;9
10.04.2024;18:21;A 11;1;3;67;4;36;1;1;4;6;6;18;0;0;0;100;0;100;0;0;0;0;0;0;2;51;3;48;0;0;2;5;1;7
10.04.2024;18:17;A 11;1;1;40;4;49;2;66;6;15;6;19;0;0;0;100;0;100;0;0;0;0;1;2;2;35;8;36;0;0;2;36;0;0
10.04.2024;18:04;A 11;1;3;55;4;55;3;5;4;8;4;28;3;5;0;100;0;100;0;0;0;0;0;0;10;20;2;37;1;56;1;9;2;9
10.04.2024;18:01;A 11;1;5;35;3;54;0;0;3;6;3;5;3;5;0;100;0;100;0;0;1;2;0;0;3;28;5;19;1;32;2;4;0;0
10.04.2024;18:00;A 11;1;2;53;2;82;0;0;3;7;5;21;2;2;0;100;0;100;0;0;1;2;0;0;3;11;2;45;1;13;0;16;1;8
10.04.2024;17:59;A 11;1;5;82;4;53;0;0;8;9;8;14;3;4;0;100;0;100;0;0;0;0;0;0;7;26;5;42;1;50;2;31;1;7
10.04.2024;17:58;A 11;1;2;32;4;72;1;1;4;9;5;8;3;3;0;100;0;100;1;2;0;0;0;0;5;23;5;55;1;13;2;18;2;36
10.04.2024;17:57;A 11;1;4;50;2;42;0;0;8;15;8;18;2;3;0;100;0;100;0;0;0;0;1;2;3;69;4;79;1;13;2;2;3;19
10.04.2024;17:56;A 11;1;1;51;3;35;1;0;6;17;5;17;0;0;0;100;0;100;0;0;0;0;0;0;0;35;2;33;0;0;0;0;0;100
10.04.2024;17:55;A 11;1;2;56;1;2;1;36;6;8;5;8;3;3;0;100;0;100;0;0;2;5;1;2;4;56;12;35;1;13;2;6;1;3
10.04.2024;17:54;A 11;1;3;25;0;79;0;0;8;16;9;54;0;0;0;100;0;100;0;0;0;0;0;0;7;42;6;64;0;0;1;5;1;3
10.04.2024;17:53;A 11;1;6;37;3;65;0;0;4;11;4;20;1;2;0;100;0;100;0;0;0;0;1;2;0;18;1;25;0;0;5;13;2;10
10.04.2024;17:52;A 11;1;3;24;4;65;0;0;3;4;4;24;0;0;0;100;0;100;0;0;1;2;0;0;2;31;5;18;0;0;2;80;1;5
10.04.2024;17:51;A 11;1;1;87;0;93;1;1;10;40;10;18;0;0;0;100;0;100;0;0;0;0;1;2;11;68;1;75;0;0;3;58;2;10
10.04.2024;17:50;A 11;1;3;48;5;62;0;0;1;1;2;4;0;0;0;100;0;100;0;0;0;0;0;0;3;17;1;17;1;2;0;0;0;0
10.04.2024;17:49;A 11;1;3;66;4;17;3;3;6;6;2;3;0;0;0;100;0;100;1;4;0;0;1;2;7;38;6;15;0;0;1;1;0;0
10.04.2024;17:48;A 11;1;3;82;2;65;1;0;4;57;7;65;0;0;0;100;0;100;0;0;0;0;0;0;3;21;3;83;0;0;1;10;0;0
10.04.2024;17:47;A 11;1;1;7;3;33;1;1;11;19;8;26;0;0;0;100;0;100;0;0;0;0;1;2;2;40;3;39;0;0;1;30;0;0
10.04.2024;17:46;A 11;1;2;18;2;22;0;0;4;4;4;39;0;0;0;100;0;100;0;0;0;0;0;0;2;8;6;15;0;0;1;5;2;27
10.04.2024;17:45;A 11;1;2;61;4;68;2;2;14;22;11;56;0;0;0;100;0;100;0;0;1;2;1;2;3;68;5;82;0;0;0;22;1;24
10.04.2024;17:44;A 11;1;5;37;4;29;0;0;8;22;7;23;0;0;0;100;0;100;1;2;1;2;0;0;2;39;4;38;0;0;2;18;2;44
10.04.2024;17:43;A 11;1;6;49;2;10;2;1;3;6;5;38;0;0;0;100;0;100;0;0;0;0;0;0;6;25;2;56;0;0;1;8;1;5
10.04.2024;17:42;A 11;1;5;37;7;67;2;0;4;7;4;7;0;0;0;100;0;100;0;0;0;0;1;2;3;8;4;19;0;0;0;0;2;15
10.04.2024;17:41;A 11;1;3;64;2;36;1;2;5;16;7;18;0;0;0;100;0;100;1;3;0;0;0;0;1;30;1;41;0;0;1;7;1;6
10.04.2024;17:40;A 11;1;0;100;2;79;1;1;4;5;7;9;1;1;0;100;0;100;0;0;0;0;0;0;4;22;3;21;0;40;1;58;2;5
10.04.2024;17:39;A 11;1;0;100;3;97;0;0;7;12;9;74;3;5;0;100;0;100;0;0;0;0;1;2;9;39;1;92;1;73;2;12;1;4
10.04.2024;17:38;A 11;1;2;87;2;49;2;2;7;25;6;22;0;0;0;100;0;100;0;0;0;0;0;0;2;41;4;39;0;74;1;25;0;0
10.04.2024;17:37;A 11;1;2;44;4;50;1;2;6;22;4;26;3;4;0;100;0;100;0;0;0;0;0;0;6;38;1;51;1;17;2;7;3;51
10.04.2024;17:36;A 11;1;2;96;3;23;2;3;6;54;4;10;0;0;0;100;0;100;0;0;0;0;0;0;7;51;2;42;0;0;1;1;1;25
10.04.2024;17:35;A 11;1;5;91;6;51;1;1;9;13;9;28;4;6;0;100;0;100;0;0;0;0;1;2;1;46;3;50;2;67;1;7;2;37
10.04.2024;17:34;A 11;1;3;33;2;42;0;0;4;10;4;22;0;0;0;100;0;100;0;0;0;0;0;0;7;34;4;36;0;0;1;5;2;8
10.04.2024;17:33;A 11;1;2;91;1;49;1;3;7;45;7;22;0;0;0;100;0;100;0;0;0;0;0;0;2;87;4;45;0;0;3;7;0;0
