Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D23Z;D23B;V24Z;V24B;V25Z;V25B;D51Z;D51B;V52Z;V52B;V81Z;V81B;V82Z;V82B;D83Z;D83B;V91Z;V91B;V92Z;V92B;V101Z;V101B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TF32aZ;TF32aB;TF35Z;TF35B;TF35aZ;TF35aB;TF38Z;TF38B;TF38aZ;TF38aB;TF40Z;TF40B;TF40aZ;TF40aB;TF41Z;TF41B;TF41aZ;TF41aB;V1_4_StoerZ;V1_4_StoerB;V123Z;V123B;V121Z;V121B;V122Z;V122B;V5_StoerZ;V5_StoerB
11.04.2024;00:42;A 67;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;1;2;;;0;0;;;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;18:25;A 67;1;0;0;3;42;0;0;1;32;1;33;2;29;0;0;1;5;;;1;53;;;7;45;1;53;1;12;10;27;4;10;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;18:20;A 67;1;0;0;1;36;1;3;2;2;2;3;1;67;0;0;4;49;;;6;50;;;6;31;3;78;1;66;8;19;3;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
10.04.2024;18:16;A 67;1;1;15;4;38;0;58;3;15;3;14;1;5;2;5;1;80;;;1;80;;;5;29;2;36;3;16;8;23;3;8;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;18:03;A 67;1;0;0;5;52;0;0;1;53;1;54;2;19;0;0;1;4;;;4;75;;;5;82;2;57;3;55;10;60;6;25;0;0;0;0;0;0;2;3;0;0;0;0;1;1;1;2;0;0;;;;;;;;;;
10.04.2024;18:00;A 67;1;0;0;3;33;1;2;1;94;1;95;1;74;0;0;3;22;;;2;65;;;2;8;1;58;1;5;3;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;17:59;A 67;1;1;5;1;5;1;0;0;61;0;60;1;5;1;1;1;12;;;3;55;;;2;7;1;71;2;11;2;5;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;17:58;A 67;1;0;0;5;49;0;0;4;29;4;30;1;14;0;0;3;44;;;1;79;;;5;23;2;59;3;10;6;13;2;8;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;17:57;A 67;1;0;0;1;43;0;0;0;100;0;100;2;36;0;0;2;23;;;1;82;;;2;36;0;100;1;10;4;14;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;17:56;A 67;1;0;0;0;100;1;6;3;13;3;14;3;25;0;0;3;45;;;1;92;;;3;88;3;82;2;70;6;69;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
