Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
11.04.2024;00:43;A 70;1;0;0;1;13;2;12;0;0;0;0;0;0;1;11;0;100;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;18:26;A 70;1;1;4;1;59;1;59;6;8;2;1;0;0;2;64;0;100;1;1;0;0;0;0;;;;;;;;;;
10.04.2024;18:21;A 70;1;0;1;1;26;2;29;6;41;3;60;0;0;6;34;0;100;4;3;1;2;0;0;;;;;;;;;;
10.04.2024;18:17;A 70;1;0;0;1;65;1;88;4;28;5;3;0;0;1;1;0;100;2;1;0;0;0;0;;;;;;;;;;
10.04.2024;18:08;A 70;1;1;70;2;7;2;52;7;10;10;7;0;0;1;70;0;100;2;25;0;0;0;0;;;;;;;;;;
10.04.2024;18:04;A 70;1;2;6;2;81;4;85;6;11;8;6;0;0;1;59;0;100;2;1;0;0;0;0;;;;;;;;;;
10.04.2024;18:01;A 70;1;0;0;5;22;3;79;16;49;9;11;0;0;5;32;0;100;1;0;0;0;0;0;;;;;;;;;;
10.04.2024;18:00;A 70;1;1;2;2;7;5;64;7;51;6;5;0;0;3;31;0;100;0;0;0;0;1;2;;;;;;;;;;
10.04.2024;17:59;A 70;1;0;0;5;4;9;56;1;5;11;8;0;0;4;22;0;100;6;54;1;2;0;0;;;;;;;;;;
10.04.2024;17:58;A 70;1;1;75;6;86;3;91;11;15;8;5;0;0;3;79;0;100;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;17:57;A 70;1;1;56;1;76;2;78;9;53;4;3;0;0;1;74;0;100;3;37;0;0;0;0;;;;;;;;;;
10.04.2024;17:56;A 70;1;0;0;3;7;6;77;8;83;4;2;0;0;2;50;0;100;4;42;0;0;0;0;;;;;;;;;;
10.04.2024;17:55;A 70;1;0;0;5;51;2;88;13;32;8;4;0;0;6;51;0;100;1;5;0;0;0;0;;;;;;;;;;
10.04.2024;17:54;A 70;1;1;1;3;30;4;47;5;22;3;2;0;0;3;29;0;100;3;80;0;0;1;2;;;;;;;;;;
10.04.2024;17:53;A 70;1;0;0;1;35;4;8;9;56;12;8;0;0;1;32;0;100;3;2;1;2;0;0;;;;;;;;;;
10.04.2024;17:52;A 70;1;2;44;6;42;4;71;13;28;9;7;0;0;4;72;0;100;2;3;0;0;0;0;;;;;;;;;;
10.04.2024;17:51;A 70;1;0;0;0;0;0;59;9;45;4;3;0;0;2;43;0;100;3;47;0;0;0;0;;;;;;;;;;
10.04.2024;17:50;A 70;1;2;5;0;0;1;21;8;27;4;4;0;0;2;3;0;100;1;1;0;0;0;0;;;;;;;;;;
10.04.2024;17:49;A 70;1;1;2;1;3;1;81;8;12;3;1;0;0;5;85;0;100;4;4;0;0;0;0;;;;;;;;;;
10.04.2024;17:48;A 70;1;1;17;2;14;3;15;6;46;1;1;0;0;5;45;0;100;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;17:47;A 70;1;2;48;5;73;5;8;5;42;6;5;0;0;1;59;0;100;6;28;0;0;1;2;;;;;;;;;;
10.04.2024;17:46;A 70;1;1;81;5;82;1;81;4;4;3;1;0;0;3;79;0;100;2;1;1;2;0;0;;;;;;;;;;
10.04.2024;17:45;A 70;1;0;30;2;39;2;38;9;59;8;5;0;0;2;57;0;100;4;3;0;0;0;0;;;;;;;;;;
10.04.2024;17:44;A 70;1;2;18;3;23;2;22;9;20;4;3;0;0;1;41;0;100;1;33;0;0;0;0;;;;;;;;;;
10.04.2024;17:43;A 70;1;0;0;6;31;3;89;11;18;7;4;0;0;3;7;0;100;2;34;0;0;0;0;;;;;;;;;;
10.04.2024;17:42;A 70;1;0;27;4;10;7;44;6;9;4;2;0;0;2;27;0;100;1;6;0;0;1;2;;;;;;;;;;
10.04.2024;17:41;A 70;1;1;49;0;0;0;0;12;60;5;41;0;0;2;54;0;100;2;4;1;2;0;0;;;;;;;;;;
10.04.2024;17:40;A 70;1;0;0;4;47;3;52;4;10;5;2;0;0;0;0;0;100;2;3;0;0;0;0;;;;;;;;;;
10.04.2024;17:39;A 70;1;1;1;8;36;6;34;2;4;5;4;0;0;8;37;0;100;0;0;0;0;0;0;;;;;;;;;;
10.04.2024;17:38;A 70;1;0;0;3;42;2;7;11;14;5;3;0;0;1;13;0;100;4;22;0;0;0;0;;;;;;;;;;
10.04.2024;17:37;A 70;1;0;74;4;81;2;83;6;6;7;3;0;0;7;64;0;100;4;3;1;2;1;2;;;;;;;;;;
10.04.2024;17:36;A 70;1;1;19;6;42;5;66;7;77;8;5;0;0;4;30;0;100;2;48;0;0;0;0;;;;;;;;;;
10.04.2024;17:35;A 70;1;0;0;1;63;2;52;10;9;4;2;0;0;1;32;0;100;4;37;0;0;0;0;;;;;;;;;;
10.04.2024;17:34;A 70;1;2;58;4;78;2;94;11;16;5;3;0;0;3;77;0;100;3;60;0;0;0;0;;;;;;;;;;
10.04.2024;17:33;A 70;1;1;22;1;17;1;15;8;46;2;2;0;0;5;43;0;100;2;70;0;0;0;0;;;;;;;;;;
10.04.2024;17:32;A 70;1;1;1;2;61;6;72;10;13;7;5;0;0;1;46;0;100;4;3;0;0;0;0;;;;;;;;;;
10.04.2024;17:31;A 70;1;2;53;5;8;2;1;10;13;5;3;0;0;4;68;0;100;2;1;0;0;0;0;;;;;;;;;;
10.04.2024;17:30;A 70;1;0;0;5;37;2;35;5;65;2;1;0;0;6;35;0;100;0;0;0;0;1;2;;;;;;;;;;
