Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51_1vZ;D51_1vB;D51_2hZ;D51_2hB;V52Z;V52B;V81Z;V81B;V82Z;V82B;TBS35Z;TBS35B;TBS37Z;TBS37B;TF38Z;TF38B;TBS38Z;TBS38B;TS51Z;TS51B;TS55Z;TS55B;VK1_IOZ;VK1_IOB;VK2_IOZ;VK2_IOB;VK3_IOZ;VK3_IOB;MP3_A50Z;MP3_A50B;MP1Z;MP1B;MP2Z;MP2B;MP3_A54Z;MP3_A54B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B
11.04.2024;00:42;A 53;1;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;18:25;A 53;1;4;23;3;25;2;27;2;9;1;26;0;0;4;72;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;18:20;A 53;1;4;49;3;9;2;43;2;13;1;33;0;0;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;18:16;A 53;1;5;34;0;0;2;2;2;2;0;0;3;4;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;18:03;A 53;1;4;14;0;0;0;59;0;0;1;1;0;0;2;17;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;18:00;A 53;1;9;57;2;7;2;1;2;1;1;0;2;3;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;17:59;A 53;1;4;14;1;2;1;13;1;12;1;5;1;8;6;43;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;17:58;A 53;1;0;6;1;3;1;0;1;1;1;1;0;0;4;12;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;17:57;A 53;1;4;19;1;3;0;0;0;0;0;0;0;0;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;17:56;A 53;1;5;26;1;3;2;37;2;6;2;12;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;17:55;A 53;1;2;21;0;0;0;0;0;0;0;0;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;17:54;A 53;1;2;18;2;8;3;1;2;1;2;1;2;17;3;53;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;17:53;A 53;1;3;13;1;3;0;0;0;0;1;1;2;6;5;19;0;0;0;0;5;8;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
10.04.2024;17:52;A 53;1;7;62;0;35;1;17;1;18;1;50;1;5;2;8;0;0;0;0;7;11;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
