Datum;Uhrzeit;Bezeichnung;Intervall;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
09.03.2024;01:33;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:32;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:31;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:30;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:29;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:28;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:27;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:26;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:25;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:24;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:23;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:22;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:21;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:20;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:19;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:18;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:17;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:16;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:15;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:14;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:13;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:12;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:11;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:10;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:09;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:08;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:07;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:06;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:05;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:04;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:03;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:02;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:01;A140;1;0;0;0;0;0;0;0;0
09.03.2024;01:00;A140;1;0;0;0;0;0;0;0;0
