Datum;Uhrzeit;Bezeichnung;Intervall;V51_A9/M2_510Z;V51_A9/M2_510B;H51_A135/1_492Z;H51_A135/1_492B;A51_M1_493Z;A51_M1_493B;H55_A110/M3_12XZ;H55_A110/M3_12XB;A55_M2_1290/12XZ;A55_M2_1290/12XB;MP3_SL_A110Z;MP3_SL_A110B;Anf_32Z;Anf_32B
16.10.2024;02:00;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:59;A 74;1;0;0;1;11;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:58;A 74;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:57;A 74;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0
16.10.2024;01:56;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:55;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:54;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:53;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:52;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:51;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:50;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:49;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:48;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:47;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:46;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:45;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:44;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:43;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:42;A 74;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:41;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:40;A 74;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0
16.10.2024;01:39;A 74;1;0;0;0;0;2;9;0;0;0;0;0;0;0;0
16.10.2024;01:38;A 74;1;0;0;0;0;1;8;0;0;0;0;0;0;0;0
16.10.2024;01:37;A 74;1;0;0;1;15;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:36;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:35;A 74;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
16.10.2024;01:34;A 74;1;0;0;1;13;1;8;0;0;0;0;0;0;0;0
16.10.2024;01:33;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:32;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:31;A 74;1;0;0;1;10;0;4;0;0;0;0;0;0;0;0
16.10.2024;01:30;A 74;1;0;0;0;0;2;12;0;0;0;0;0;0;0;0
16.10.2024;01:29;A 74;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
16.10.2024;01:28;A 74;1;0;0;0;0;1;8;0;0;0;0;0;0;0;0
16.10.2024;01:27;A 74;1;0;0;2;22;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:26;A 74;1;0;0;0;0;1;22;0;0;0;0;0;0;0;0
16.10.2024;01:25;A 74;1;0;0;1;18;1;0;0;0;0;0;0;0;0;0
16.10.2024;01:24;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:23;A 74;1;0;0;0;0;1;6;0;0;0;0;0;0;0;0
16.10.2024;01:22;A 74;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
16.10.2024;01:21;A 74;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:20;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:19;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:18;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:17;A 74;1;0;0;0;0;1;6;0;0;0;0;0;0;0;0
16.10.2024;01:16;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:15;A 74;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
16.10.2024;01:14;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:13;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:12;A 74;1;0;0;1;11;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:11;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:10;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:09;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:08;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2024;01:07;A 74;1;0;0;0;0;0;0;0;0;1;16;1;1;1;1
