Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
04.03.2025;01:00;A 11;1;2;13;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;6;2;5;0;0;0;0
04.03.2025;00:59;A 11;1;1;11;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
04.03.2025;00:58;A 11;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;8;1;6;2;3;0;0;0;0
04.03.2025;00:57;A 11;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;5;1;5;1;1;0;0;0;0
04.03.2025;00:56;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:55;A 11;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;5;1;8;0;0;0;0
04.03.2025;00:54;A 11;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
04.03.2025;00:53;A 11;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;6;1;5;0;0;0;0
04.03.2025;00:52;A 11;1;3;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;1;5;1;5;0;0;0;0
04.03.2025;00:51;A 11;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:50;A 11;1;4;15;1;8;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;15;2;9;0;0;0;0
04.03.2025;00:49;A 11;1;2;9;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0
04.03.2025;00:48;A 11;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;9;2;14;2;13;0;0;0;0
04.03.2025;00:47;A 11;1;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:46;A 11;1;2;12;1;11;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;15;2;12;2;12;0;0;0;0
04.03.2025;00:45;A 11;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;5;2;3;0;0;0;0
04.03.2025;00:44;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:43;A 11;1;0;0;1;10;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0
04.03.2025;00:42;A 11;1;2;20;2;12;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0
04.03.2025;00:41;A 11;1;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2025;00:40;A 11;1;3;7;1;5;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2;13;2;15;0;0;0;0
04.03.2025;00:39;A 11;1;1;8;0;0;0;0;0;0;0;0;0;0;1;1;2;17;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2;6
