Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B;D23Z;D23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;D83Z;D83B;V84Z;V84B;TF38Z;TF38B;TB38Z;TB38B;TF38aZ;TF38aB;TB38aZ;TB38aB;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB
21.02.2025;01:00;A 61;1;0;0;0;0;0;0;0;0;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:59;A 61;1;0;0;1;0;1;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:58;A 61;1;0;0;1;0;1;1;1;6;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:57;A 61;1;1;0;2;2;2;2;2;19;9;0;2;1;1;0;1;4;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:56;A 61;1;0;0;2;1;2;1;2;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:55;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:54;A 61;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;5;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:53;A 61;1;0;0;1;0;1;0;1;6;0;0;1;1;1;1;1;7;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:52;A 61;1;0;0;1;0;1;1;1;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:51;A 61;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:50;A 61;1;1;3;0;0;0;0;0;0;3;0;1;1;1;0;1;7;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:49;A 61;1;1;0;1;0;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:48;A 61;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:47;A 61;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
21.02.2025;00:46;A 61;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
