Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D31Z;D31B;D41Z;D41B;D42Z;D42B;H57_M1_1137Z;H57_M1_1137B;A57_M2_1138Z;A57_M2_1138B;H53_M3_3006Z;H53_M3_3006B;A53_M5_3007Z;A53_M5_3007B;H53_M6_1140Z;H53_M6_1140B;D43Z;D43B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
14.10.2024;09:56;A  5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:52;A  5;1;0;12;0;100;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:51;A  5;1;1;86;5;82;0;0;0;100;4;24;2;3;1;2;0;0;2;3;;;1;2;0;0;;;0;0;;;;;;
14.10.2024;09:50;A  5;1;1;69;5;54;0;0;0;100;11;24;1;1;2;3;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:49;A  5;1;1;36;1;76;2;34;0;100;13;40;1;22;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:48;A  5;1;1;1;3;59;2;26;0;100;14;49;0;88;1;2;0;0;2;3;;;1;2;0;0;;;0;0;;;;;;
14.10.2024;09:47;A  5;1;2;14;0;0;0;0;0;100;6;83;0;100;1;2;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:46;A  5;1;1;2;1;69;1;15;0;100;3;49;0;100;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:45;A  5;1;1;20;2;69;1;3;0;100;7;15;0;100;0;0;0;0;0;0;;;3;5;0;1;;;0;0;;;;;;
14.10.2024;09:44;A  5;1;0;0;4;32;2;46;0;100;8;25;0;100;0;0;0;0;0;0;;;0;0;1;0;;;0;0;;;;;;
14.10.2024;09:43;A  5;1;0;0;2;3;0;0;0;100;10;36;0;100;1;2;0;0;1;2;;;1;2;0;0;;;0;0;;;;;;
14.10.2024;09:42;A  5;1;0;0;3;6;0;0;0;100;5;9;0;100;0;0;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:41;A  5;1;1;26;3;49;0;0;0;100;9;36;0;100;1;2;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:40;A  5;1;0;0;0;55;0;0;0;100;8;60;0;100;1;2;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:39;A  5;1;1;3;3;79;0;0;0;100;3;43;1;92;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
14.10.2024;09:38;A  5;1;0;0;2;17;1;19;0;100;5;35;1;4;1;2;0;0;2;3;;;1;2;0;0;;;0;0;;;;;;
14.10.2024;09:37;A  5;1;0;0;1;4;0;0;0;100;10;15;2;2;1;2;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:36;A  5;1;1;3;2;3;0;17;0;100;7;42;0;0;1;2;0;0;0;0;;;0;0;1;2;;;0;0;;;;;;
14.10.2024;09:35;A  5;1;1;63;4;44;1;12;0;100;12;45;2;1;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
14.10.2024;09:34;A  5;1;2;47;2;34;1;1;0;100;6;37;0;0;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
14.10.2024;09:33;A  5;1;0;0;2;4;0;0;0;100;4;6;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:32;A  5;1;0;22;1;18;0;0;0;100;7;30;4;3;1;2;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:31;A  5;1;1;5;2;19;0;0;0;100;3;41;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:30;A  5;1;0;0;2;62;0;0;0;100;4;5;3;27;1;2;0;0;1;2;;;1;2;0;0;;;0;0;;;;;;
14.10.2024;09:29;A  5;1;0;0;1;2;0;28;0;100;6;36;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:28;A  5;1;3;4;2;5;1;10;0;100;7;57;0;0;0;0;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:27;A  5;1;1;1;2;10;0;0;0;100;8;58;0;0;2;3;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:26;A  5;1;1;11;1;1;1;1;0;100;4;50;2;25;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
14.10.2024;09:25;A  5;1;3;3;2;1;0;0;0;100;7;45;0;0;0;0;0;0;0;0;;;1;2;0;0;;;0;0;;;;;;
