Datum;Uhrzeit;Bezeichnung;Intervall;V33Z;V33B;V34Z;V34B;V51Z;V51B;V52Z;V52B;D71Z;D71B;V111Z;V111B;V112Z;V112B;D121Z;D121B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;T6Z;T6B;T7Z;T7B;V10Z;V10B;V20Z;V20B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;V122Z;V122B
08.01.2025;01:00;A 94;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:59;A 94;1;2;5;0;0;3;6;2;2;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;100;1;9;0;0;0;0
08.01.2025;00:58;A 94;1;0;0;0;0;2;5;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:57;A 94;1;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:56;A 94;1;0;0;0;0;1;2;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:55;A 94;1;0;0;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:54;A 94;1;0;0;0;0;2;3;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:53;A 94;1;0;0;0;0;2;5;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;0;0;0;0;0;0
08.01.2025;00:52;A 94;1;0;0;0;0;0;0;0;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;100;0;0;0;0;0;0
08.01.2025;00:51;A 94;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:50;A 94;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:49;A 94;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:48;A 94;1;0;0;0;0;1;3;0;0;0;0;1;4;1;6;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;100;0;0;0;0;2;5
08.01.2025;00:47;A 94;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:46;A 94;1;0;0;0;0;3;4;0;0;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;0;0;0;0;0;0
08.01.2025;00:45;A 94;1;0;0;0;0;0;0;0;0;0;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:44;A 94;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:43;A 94;1;0;0;0;0;3;4;0;0;0;0;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:42;A 94;1;0;0;0;0;1;2;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;100;0;0;0;0;0;0
08.01.2025;00:41;A 94;1;3;16;3;4;2;2;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;2;11;1;1;3;2
08.01.2025;00:40;A 94;1;0;0;0;0;1;2;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:39;A 94;1;0;0;0;0;1;3;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:38;A 94;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;1;5;0;0;0;0
08.01.2025;00:37;A 94;1;2;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:36;A 94;1;0;0;0;0;1;2;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:35;A 94;1;0;0;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:34;A 94;1;0;0;0;0;2;4;1;4;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:33;A 94;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:32;A 94;1;0;0;0;0;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:31;A 94;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:30;A 94;1;0;0;0;0;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;100;0;0;0;0;0;0
08.01.2025;00:29;A 94;1;0;0;0;0;3;6;2;1;0;0;1;3;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;100;0;0;0;0;6;5
08.01.2025;00:28;A 94;1;2;6;1;11;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;100;1;9;2;3;0;0
08.01.2025;00:27;A 94;1;0;0;0;0;2;5;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;100;0;0;0;0;0;0
08.01.2025;00:26;A 94;1;1;8;0;0;0;0;0;0;0;0;2;4;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;0;100;1;9;0;0;4;3
08.01.2025;00:25;A 94;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:24;A 94;1;1;6;0;0;3;16;3;6;0;0;0;0;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;1;9;0;0;3;2
08.01.2025;00:23;A 94;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:22;A 94;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;100;0;0;0;0;0;0
08.01.2025;00:21;A 94;1;2;6;0;0;3;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;3;0;100;1;9;0;0;0;0
08.01.2025;00:20;A 94;1;0;0;0;0;0;0;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:19;A 94;1;0;0;0;0;4;9;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;100;1;4;0;0;0;0
08.01.2025;00:18;A 94;1;3;9;0;0;0;0;0;0;0;0;2;8;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;100;0;0;0;0;0;0
08.01.2025;00:17;A 94;1;0;0;0;0;0;0;0;0;0;0;2;8;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;100;0;0;0;0;0;0
08.01.2025;00:16;A 94;1;0;0;0;0;0;7;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;100;0;0;0;0;0;0
08.01.2025;00:15;A 94;1;0;0;3;4;1;8;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;100;0;0;1;10;0;0
08.01.2025;00:14;A 94;1;2;4;0;0;1;3;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;1;12;0;0;0;0
08.01.2025;00:13;A 94;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:12;A 94;1;0;0;0;0;1;2;1;3;0;0;2;7;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;0;0;0;0;3;2
08.01.2025;00:11;A 94;1;0;0;1;8;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;100;0;0;1;6;0;0
08.01.2025;00:10;A 94;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;100;0;0;0;0;1;1
08.01.2025;00:09;A 94;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;100;0;0;0;0;5;4
08.01.2025;00:08;A 94;1;0;0;0;0;2;4;1;2;0;0;1;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;2;0;100;0;0;0;0;0;0
08.01.2025;00:07;A 94;1;0;0;0;0;0;0;0;0;0;0;4;12;2;4;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;2;4;0;100;0;0;0;0;0;0
08.01.2025;00:06;A 94;1;0;0;0;0;2;4;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:05;A 94;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;1;0;100;0;0;0;0;0;0
08.01.2025;00:04;A 94;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0
08.01.2025;00:03;A 94;1;0;0;0;0;1;6;1;3;0;0;7;13;1;3;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;3;0;100;0;47;0;0;0;0
08.01.2025;00:02;A 94;1;3;5;0;0;2;4;0;0;0;0;2;8;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;0;100;1;8;0;0;0;0
08.01.2025;00:01;A 94;1;2;12;0;0;3;4;0;0;0;0;4;10;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;100;1;13;0;0;3;3
08.01.2025;00:00;A 94;1;0;0;0;0;3;13;0;0;0;0;2;5;0;0;1;4;0;0;0;1;1;2;0;0;0;0;1;2;0;0;0;0;0;0;2;1;2;4;0;100;0;0;0;0;1;7
07.01.2025;23:59;A 94;1;1;9;0;0;2;7;0;0;0;0;3;10;0;0;0;0;1;2;1;1;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;3;3;0;100;1;5;0;0;0;0
07.01.2025;23:58;A 94;1;0;0;0;0;0;0;2;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0
07.01.2025;23:57;A 94;1;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;1;7;0;0
07.01.2025;23:56;A 94;1;1;5;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;1;12;0;0;0;0
07.01.2025;23:55;A 94;1;0;0;0;0;1;1;0;0;0;0;2;14;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;0;100;0;0;0;0;0;0
07.01.2025;23:54;A 94;1;3;5;0;0;1;1;0;0;0;0;3;14;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;3;0;100;1;10;0;0;1;0
07.01.2025;23:53;A 94;1;3;13;2;21;1;4;0;0;0;0;0;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;1;4;0;100;1;33;1;24;3;3
