Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D28Z;D28B;D29Z;D29B;D70Z;D70B;H53-Bahn_M1_Z;H53-Bahn_M1_B;A53-Bahn_M2_Z;A53-Bahn_M2_B;H53-Bus_M3_Z;H53-Bus_M3_B;A53-Bus_M4_Z;A53-Bus_M4_B;STRAB_53dZ;STRAB_53dB;STRAB_57dZ;STRAB_57dB;Anf_32Z;Anf_32B;Anf_38Z;Anf_38B;FeuerwehrZ;FeuerwehrB
19.10.2024;02:00;A 12;1;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;55;1;1;4;96;0;100;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:59;A 12;1;1;1;0;0;0;0;0;0;0;0;4;4;3;4;1;1;0;0;0;0;1;1;21;83;0;100;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:58;A 12;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;1;4;2;2;64;60;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:57;A 12;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;2;22;1;1;49;42;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:56;A 12;1;2;1;0;0;0;0;0;0;0;48;0;0;0;0;0;0;1;0;1;29;2;2;67;38;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:55;A 12;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;71;54;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
19.10.2024;01:54;A 12;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;51;61;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:53;A 12;1;1;1;0;0;0;0;0;0;1;80;0;0;0;0;1;34;1;0;1;1;1;1;59;57;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:52;A 12;1;1;1;1;1;0;0;0;0;0;0;2;1;1;2;0;0;0;0;0;0;1;1;63;45;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:51;A 12;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;65;52;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:50;A 12;1;1;1;0;0;0;7;0;0;0;0;4;4;3;3;0;0;1;2;1;15;1;1;69;42;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:49;A 12;1;0;0;0;0;1;25;0;0;0;87;0;0;0;0;0;0;5;7;6;53;1;1;62;36;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:48;A 12;1;2;3;1;1;0;0;0;0;1;37;1;1;0;1;1;2;1;1;0;31;0;0;46;75;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:47;A 12;1;1;2;1;1;1;51;0;0;1;4;1;0;1;0;0;0;2;1;2;26;0;0;32;78;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:46;A 12;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;40;0;0;1;57;0;0;59;48;0;100;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
19.10.2024;01:45;A 12;1;1;2;0;0;0;0;0;0;0;0;1;1;0;0;1;1;2;2;1;57;1;2;5;99;0;100;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
19.10.2024;01:44;A 12;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;1;1;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:43;A 12;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:42;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;93;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
19.10.2024;01:41;A 12;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;1;0;1;1;0;0;5;95;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:40;A 12;1;1;1;0;0;2;8;0;11;0;11;0;0;0;0;0;0;2;5;1;19;2;3;8;85;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
19.10.2024;01:39;A 12;1;0;0;0;0;0;0;1;37;1;36;1;1;0;0;1;1;0;0;1;53;1;1;26;78;0;100;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:38;A 12;1;2;3;1;1;0;20;0;0;0;0;1;1;1;2;0;0;1;3;1;44;2;2;42;71;0;100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
19.10.2024;01:37;A 12;1;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;65;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:36;A 12;1;0;0;1;0;0;0;0;0;1;83;3;4;1;2;0;0;1;2;0;0;0;0;41;55;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:35;A 12;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;25;81;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:34;A 12;1;0;0;1;1;1;0;0;0;0;0;3;2;0;0;2;2;2;4;1;8;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2024;01:33;A 12;1;1;2;0;0;1;2;0;0;0;0;1;1;0;0;0;0;1;1;1;1;2;2;10;72;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
