Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B
18.10.2024;00:01;A 29;1;0;0;0;0
18.10.2024;00:00;A 29;1;1;10;1;1
17.10.2024;23:59;A 29;1;1;4;0;0
17.10.2024;23:58;A 29;1;0;0;0;0
17.10.2024;23:57;A 29;1;0;0;4;27
17.10.2024;23:56;A 29;1;0;0;0;0
17.10.2024;23:55;A 29;1;2;18;0;0
17.10.2024;23:54;A 29;1;1;24;1;1
17.10.2024;23:53;A 29;1;0;0;1;10
17.10.2024;23:52;A 29;1;0;0;0;0
17.10.2024;23:51;A 29;1;0;0;1;16
17.10.2024;23:50;A 29;1;1;0;2;9
17.10.2024;23:49;A 29;1;0;0;0;7
17.10.2024;23:48;A 29;1;1;9;1;11
17.10.2024;23:47;A 29;1;1;15;4;32
17.10.2024;23:46;A 29;1;1;11;0;0
17.10.2024;23:45;A 29;1;0;0;0;0
17.10.2024;23:44;A 29;1;1;7;1;18
17.10.2024;23:43;A 29;1;0;0;0;0
17.10.2024;23:42;A 29;1;1;6;0;0
17.10.2024;23:41;A 29;1;0;0;0;0
17.10.2024;23:40;A 29;1;0;0;1;21
17.10.2024;23:39;A 29;1;0;0;1;8
17.10.2024;23:38;A 29;1;0;0;2;27
17.10.2024;23:37;A 29;1;0;0;1;19
17.10.2024;23:36;A 29;1;0;0;0;0
17.10.2024;23:35;A 29;1;1;11;0;0
17.10.2024;23:34;A 29;1;0;0;0;0
17.10.2024;23:33;A 29;1;0;0;1;7
17.10.2024;23:32;A 29;1;0;0;0;0
17.10.2024;23:31;A 29;1;0;0;0;0
17.10.2024;23:30;A 29;1;0;0;1;26
17.10.2024;23:29;A 29;1;0;0;0;0
17.10.2024;23:28;A 29;1;1;23;1;14
17.10.2024;23:27;A 29;1;0;0;0;0
17.10.2024;23:26;A 29;1;0;0;0;0
17.10.2024;23:25;A 29;1;1;7;1;9
17.10.2024;23:24;A 29;1;0;0;1;16
17.10.2024;23:23;A 29;1;0;0;0;0
17.10.2024;23:22;A 29;1;0;0;0;36
17.10.2024;23:21;A 29;1;1;15;1;20
17.10.2024;23:20;A 29;1;0;0;0;0
17.10.2024;23:19;A 29;1;2;23;3;4
17.10.2024;23:18;A 29;1;0;0;0;0
17.10.2024;23:17;A 29;1;0;0;3;3
17.10.2024;23:16;A 29;1;2;4;1;20
17.10.2024;23:15;A 29;1;0;0;1;7
17.10.2024;23:14;A 29;1;0;0;5;29
17.10.2024;23:13;A 29;1;0;0;0;0
17.10.2024;23:12;A 29;1;0;0;3;21
17.10.2024;23:11;A 29;1;1;5;0;0
17.10.2024;23:10;A 29;1;1;4;2;9
17.10.2024;23:09;A 29;1;0;0;0;0
17.10.2024;23:08;A 29;1;1;19;0;0
17.10.2024;23:07;A 29;1;0;0;2;7
17.10.2024;23:06;A 29;1;0;0;0;0
17.10.2024;23:05;A 29;1;0;0;0;0
17.10.2024;23:04;A 29;1;0;0;1;24
17.10.2024;23:03;A 29;1;0;0;0;0
17.10.2024;23:02;A 29;1;2;22;1;6
17.10.2024;23:01;A 29;1;0;0;0;0
17.10.2024;23:00;A 29;1;0;0;1;1
17.10.2024;22:59;A 29;1;0;0;1;8
17.10.2024;22:58;A 29;1;0;0;1;1
17.10.2024;22:57;A 29;1;0;0;0;0
17.10.2024;22:56;A 29;1;0;0;0;0
17.10.2024;22:55;A 29;1;1;22;2;25
17.10.2024;22:54;A 29;1;3;55;2;14
17.10.2024;22:53;A 29;1;3;22;0;0
17.10.2024;22:52;A 29;1;2;44;2;18
17.10.2024;22:51;A 29;1;0;0;0;0
17.10.2024;22:50;A 29;1;1;11;3;23
17.10.2024;22:49;A 29;1;3;14;2;29
17.10.2024;22:48;A 29;1;0;0;2;35
17.10.2024;22:47;A 29;1;0;0;1;3
17.10.2024;22:46;A 29;1;1;9;2;12
17.10.2024;22:45;A 29;1;1;20;2;14
17.10.2024;22:44;A 29;1;3;44;3;9
17.10.2024;22:43;A 29;1;1;11;1;2
17.10.2024;22:42;A 29;1;0;0;1;8
17.10.2024;22:41;A 29;1;0;0;0;0
17.10.2024;22:40;A 29;1;0;0;3;12
17.10.2024;22:39;A 29;1;1;1;3;13
17.10.2024;22:38;A 29;1;0;0;0;0
17.10.2024;22:37;A 29;1;1;0;4;11
17.10.2024;22:36;A 29;1;0;0;2;25
17.10.2024;22:35;A 29;1;2;19;2;2
17.10.2024;22:34;A 29;1;1;16;1;26
17.10.2024;22:33;A 29;1;0;0;0;0
17.10.2024;22:32;A 29;1;1;4;1;1
17.10.2024;22:31;A 29;1;2;19;0;0
17.10.2024;22:30;A 29;1;2;11;2;17
17.10.2024;22:29;A 29;1;1;9;2;8
17.10.2024;22:28;A 29;1;0;0;0;0
17.10.2024;22:27;A 29;1;3;52;5;14
17.10.2024;22:26;A 29;1;0;0;0;0
17.10.2024;22:25;A 29;1;0;0;5;12
17.10.2024;22:24;A 29;1;1;9;2;28
17.10.2024;22:23;A 29;1;0;0;1;7
17.10.2024;22:22;A 29;1;0;0;1;23
17.10.2024;22:21;A 29;1;0;0;3;24
17.10.2024;22:20;A 29;1;0;0;2;34
17.10.2024;22:19;A 29;1;0;0;3;6
17.10.2024;22:18;A 29;1;1;10;2;28
17.10.2024;22:17;A 29;1;4;0;2;8
17.10.2024;22:16;A 29;1;2;32;3;14
17.10.2024;22:15;A 29;1;0;0;2;22
17.10.2024;22:14;A 29;1;1;4;2;11
17.10.2024;22:13;A 29;1;1;18;2;12
17.10.2024;22:12;A 29;1;2;33;3;29
17.10.2024;22:11;A 29;1;0;0;3;27
17.10.2024;22:10;A 29;1;0;38;3;62
17.10.2024;22:09;A 29;1;1;0;2;23
17.10.2024;22:08;A 29;1;1;2;4;55
17.10.2024;22:07;A 29;1;0;0;3;7
17.10.2024;22:06;A 29;1;0;0;1;25
17.10.2024;22:05;A 29;1;0;0;5;29
17.10.2024;22:04;A 29;1;0;0;2;20
17.10.2024;22:03;A 29;1;1;8;0;0
17.10.2024;22:02;A 29;1;2;17;0;0
17.10.2024;22:01;A 29;1;0;0;4;10
17.10.2024;22:00;A 29;1;1;26;1;32
17.10.2024;21:59;A 29;1;1;0;0;0
17.10.2024;21:58;A 29;1;0;0;4;46
17.10.2024;21:57;A 29;1;1;27;0;0
17.10.2024;21:56;A 29;1;1;1;1;1
17.10.2024;21:55;A 29;1;0;0;2;14
17.10.2024;21:54;A 29;1;1;7;1;2
17.10.2024;21:53;A 29;1;1;1;3;7
17.10.2024;21:52;A 29;1;1;15;0;0
17.10.2024;21:51;A 29;1;2;4;1;1
17.10.2024;21:50;A 29;1;1;1;1;11
17.10.2024;21:49;A 29;1;1;5;0;0
17.10.2024;21:48;A 29;1;2;12;2;3
17.10.2024;21:47;A 29;1;3;13;6;42
17.10.2024;21:46;A 29;1;1;13;1;14
17.10.2024;21:45;A 29;1;4;26;0;0
17.10.2024;21:44;A 29;1;0;0;2;3
17.10.2024;21:43;A 29;1;2;0;1;5
17.10.2024;21:42;A 29;1;1;22;1;0
17.10.2024;21:41;A 29;1;3;25;0;1
17.10.2024;21:40;A 29;1;1;11;4;29
17.10.2024;21:39;A 29;1;0;0;1;1
17.10.2024;21:38;A 29;1;1;1;3;39
17.10.2024;21:37;A 29;1;1;8;0;0
17.10.2024;21:36;A 29;1;2;13;0;0
17.10.2024;21:35;A 29;1;0;0;2;21
17.10.2024;21:34;A 29;1;0;0;1;0
17.10.2024;21:33;A 29;1;1;1;2;23
17.10.2024;21:32;A 29;1;1;0;2;42
17.10.2024;21:31;A 29;1;2;9;3;15
17.10.2024;21:30;A 29;1;0;23;0;0
17.10.2024;21:29;A 29;1;1;5;1;8
17.10.2024;21:28;A 29;1;0;0;1;24
17.10.2024;21:27;A 29;1;0;0;3;5
17.10.2024;21:26;A 29;1;1;9;4;28
17.10.2024;21:25;A 29;1;2;68;1;4
17.10.2024;21:24;A 29;1;2;50;2;33
17.10.2024;21:23;A 29;1;0;0;4;11
17.10.2024;21:22;A 29;1;1;9;4;25
17.10.2024;21:21;A 29;1;3;6;2;2
17.10.2024;21:20;A 29;1;1;42;2;37
17.10.2024;21:19;A 29;1;1;23;0;0
17.10.2024;21:18;A 29;1;1;29;2;29
17.10.2024;21:17;A 29;1;0;27;4;38
17.10.2024;21:16;A 29;1;2;45;3;4
17.10.2024;21:15;A 29;1;2;33;2;1
17.10.2024;21:14;A 29;1;0;0;3;9
17.10.2024;21:13;A 29;1;0;0;1;17
17.10.2024;21:12;A 29;1;2;6;5;23
17.10.2024;21:11;A 29;1;0;0;2;4
17.10.2024;21:10;A 29;1;1;22;1;0
17.10.2024;21:09;A 29;1;1;3;4;42
17.10.2024;21:08;A 29;1;0;0;0;0
17.10.2024;21:07;A 29;1;0;0;0;14
17.10.2024;21:06;A 29;1;1;45;3;9
17.10.2024;21:05;A 29;1;2;39;4;33
17.10.2024;21:04;A 29;1;1;5;0;0
17.10.2024;21:03;A 29;1;1;32;1;1
17.10.2024;21:02;A 29;1;1;5;2;14
17.10.2024;21:01;A 29;1;2;3;4;49
17.10.2024;21:00;A 29;1;3;9;2;5
17.10.2024;20:59;A 29;1;2;2;2;2
17.10.2024;20:58;A 29;1;6;17;2;19
17.10.2024;20:57;A 29;1;0;0;0;15
17.10.2024;20:56;A 29;1;1;2;1;15
17.10.2024;20:55;A 29;1;0;0;2;38
17.10.2024;20:54;A 29;1;2;24;2;1
17.10.2024;20:53;A 29;1;6;47;4;3
17.10.2024;20:52;A 29;1;2;14;1;0
17.10.2024;20:51;A 29;1;2;57;3;20
17.10.2024;20:50;A 29;1;0;0;1;73
17.10.2024;20:49;A 29;1;1;53;3;72
17.10.2024;20:48;A 29;1;0;12;1;10
17.10.2024;20:47;A 29;1;7;55;5;26
17.10.2024;20:46;A 29;1;1;12;3;8
17.10.2024;20:45;A 29;1;2;4;2;1
17.10.2024;20:44;A 29;1;3;41;4;30
17.10.2024;20:43;A 29;1;2;21;3;53
17.10.2024;20:42;A 29;1;0;0;1;17
17.10.2024;20:41;A 29;1;3;6;3;12
17.10.2024;20:40;A 29;1;1;0;2;24
17.10.2024;20:39;A 29;1;2;25;3;29
17.10.2024;20:38;A 29;1;0;0;1;46
17.10.2024;20:37;A 29;1;1;1;3;65
17.10.2024;20:36;A 29;1;55;22;2;10
17.10.2024;20:35;A 29;1;3;45;2;23
17.10.2024;20:34;A 29;1;3;19;5;31
17.10.2024;20:33;A 29;1;1;1;2;40
17.10.2024;20:32;A 29;1;1;31;3;31
17.10.2024;20:31;A 29;1;3;43;1;35
17.10.2024;20:30;A 29;1;1;0;2;7
17.10.2024;20:29;A 29;1;1;1;4;7
17.10.2024;20:28;A 29;1;2;51;2;27
17.10.2024;20:27;A 29;1;1;18;1;43
17.10.2024;20:26;A 29;1;2;41;5;38
17.10.2024;20:25;A 29;1;1;16;1;11
17.10.2024;20:24;A 29;1;2;14;1;78
17.10.2024;20:23;A 29;1;4;87;2;4
17.10.2024;20:22;A 29;1;3;91;3;32
17.10.2024;20:21;A 29;1;2;19;5;52
17.10.2024;20:20;A 29;1;5;39;4;4
17.10.2024;20:19;A 29;1;0;28;5;34
17.10.2024;20:18;A 29;1;1;17;2;33
17.10.2024;20:17;A 29;1;2;27;3;63
17.10.2024;20:16;A 29;1;1;3;2;3
17.10.2024;20:15;A 29;1;6;69;5;5
17.10.2024;20:14;A 29;1;1;34;1;9
17.10.2024;20:13;A 29;1;3;32;4;38
17.10.2024;20:12;A 29;1;1;27;0;0
17.10.2024;20:11;A 29;1;4;34;4;11
17.10.2024;20:10;A 29;1;2;13;2;6
17.10.2024;20:09;A 29;1;2;44;1;14
17.10.2024;20:08;A 29;1;1;13;3;32
17.10.2024;20:07;A 29;1;0;0;2;33
17.10.2024;20:06;A 29;1;0;0;3;15
17.10.2024;20:05;A 29;1;2;28;7;8
17.10.2024;20:04;A 29;1;3;12;1;16
17.10.2024;20:03;A 29;1;1;1;4;12
17.10.2024;20:02;A 29;1;0;0;4;89
17.10.2024;20:01;A 29;1;5;40;3;4
17.10.2024;20:00;A 29;1;3;75;3;4
17.10.2024;19:59;A 29;1;2;51;55;20
17.10.2024;19:58;A 29;1;1;64;2;41
17.10.2024;19:57;A 29;1;5;71;2;65
17.10.2024;19:56;A 29;1;3;71;3;53
17.10.2024;19:55;A 29;1;1;83;1;35
17.10.2024;19:54;A 29;1;1;71;2;61
17.10.2024;19:53;A 29;1;1;66;5;64
17.10.2024;19:52;A 29;1;1;47;0;100
17.10.2024;19:51;A 29;1;0;57;5;65
17.10.2024;19:50;A 29;1;2;36;3;13
17.10.2024;19:49;A 29;1;1;82;1;95
17.10.2024;19:48;A 29;1;1;2;2;64
17.10.2024;19:47;A 29;1;4;24;4;67
17.10.2024;19:46;A 29;1;1;47;1;49
17.10.2024;19:45;A 29;1;11;81;4;40
17.10.2024;19:44;A 29;1;4;50;4;36
17.10.2024;19:43;A 29;1;0;100;1;86
17.10.2024;19:42;A 29;1;1;60;1;61
17.10.2024;19:41;A 29;1;3;54;4;56
17.10.2024;19:40;A 29;1;1;65;1;80
17.10.2024;19:39;A 29;1;2;74;4;73
17.10.2024;19:38;A 29;1;4;67;5;67
17.10.2024;19:37;A 29;1;1;49;1;58
17.10.2024;19:36;A 29;1;1;36;4;72
17.10.2024;19:35;A 29;1;1;23;2;54
17.10.2024;19:34;A 29;1;1;72;1;45
17.10.2024;19:33;A 29;1;4;77;3;65
17.10.2024;19:32;A 29;1;4;52;6;74
17.10.2024;19:31;A 29;1;1;50;1;65
17.10.2024;19:30;A 29;1;2;49;4;53
17.10.2024;19:29;A 29;1;2;4;3;13
17.10.2024;19:28;A 29;1;0;0;1;88
17.10.2024;19:27;A 29;1;5;65;6;67
17.10.2024;19:26;A 29;1;0;10;3;73
17.10.2024;19:25;A 29;1;1;70;1;66
17.10.2024;19:24;A 29;1;4;71;7;68
17.10.2024;19:23;A 29;1;2;21;5;63
17.10.2024;19:22;A 29;1;3;64;2;21
17.10.2024;19:21;A 29;1;4;76;3;70
17.10.2024;19:20;A 29;1;3;23;10;59
17.10.2024;19:19;A 29;1;1;62;1;80
17.10.2024;19:18;A 29;1;2;64;4;65
17.10.2024;19:17;A 29;1;2;31;5;43
17.10.2024;19:16;A 29;1;1;1;1;39
17.10.2024;19:15;A 29;1;3;91;8;87
17.10.2024;19:14;A 29;1;1;69;3;56
17.10.2024;19:13;A 29;1;2;23;3;83
17.10.2024;19:12;A 29;1;3;70;7;77
17.10.2024;19:11;A 29;1;5;52;4;58
17.10.2024;19:10;A 29;1;1;70;2;25
17.10.2024;19:09;A 29;1;1;44;2;71
17.10.2024;19:08;A 29;1;2;17;8;27
17.10.2024;19:07;A 29;1;2;76;1;94
17.10.2024;19:06;A 29;1;4;74;4;78
17.10.2024;19:05;A 29;1;2;79;5;52
17.10.2024;19:04;A 29;1;3;8;1;60
17.10.2024;19:03;A 29;1;2;64;6;68
17.10.2024;19:02;A 29;1;2;58;4;67
17.10.2024;19:01;A 29;1;0;0;1;70
17.10.2024;19:00;A 29;1;2;79;2;81
17.10.2024;18:59;A 29;1;2;20;13;71
17.10.2024;18:58;A 29;1;0;0;0;100
17.10.2024;18:57;A 29;1;0;0;6;82
17.10.2024;18:56;A 29;1;1;19;7;68
17.10.2024;18:55;A 29;1;1;22;1;92
17.10.2024;18:54;A 29;1;1;68;9;72
17.10.2024;18:53;A 29;1;5;39;10;50
17.10.2024;18:52;A 29;1;1;56;1;96
17.10.2024;18:51;A 29;1;2;68;4;66
17.10.2024;18:50;A 29;1;3;57;3;54
17.10.2024;18:49;A 29;1;1;73;2;55
17.10.2024;18:48;A 29;1;7;87;4;66
17.10.2024;18:47;A 29;1;5;73;10;41
17.10.2024;18:46;A 29;1;1;95;1;85
17.10.2024;18:45;A 29;1;1;75;4;77
17.10.2024;18:44;A 29;1;2;56;4;36
17.10.2024;18:43;A 29;1;1;43;1;77
17.10.2024;18:42;A 29;1;4;78;5;72
17.10.2024;18:41;A 29;1;6;79;15;59
17.10.2024;18:40;A 29;1;1;81;1;74
17.10.2024;18:39;A 29;1;5;52;7;69
17.10.2024;18:38;A 29;1;2;21;6;49
17.10.2024;18:37;A 29;1;2;54;2;1
17.10.2024;18:36;A 29;1;2;79;6;82
17.10.2024;18:35;A 29;1;8;45;8;35
17.10.2024;18:34;A 29;1;1;51;1;69
17.10.2024;18:33;A 29;1;2;81;5;79
17.10.2024;18:32;A 29;1;3;27;8;37
17.10.2024;18:31;A 29;1;1;16;3;54
17.10.2024;18:30;A 29;1;3;65;11;75
17.10.2024;18:29;A 29;1;8;60;11;59
17.10.2024;18:28;A 29;1;3;83;3;76
17.10.2024;18:27;A 29;1;4;81;8;76
17.10.2024;18:26;A 29;1;5;84;11;71
17.10.2024;18:25;A 29;1;3;93;6;91
17.10.2024;18:24;A 29;1;4;90;6;83
17.10.2024;18:23;A 29;1;4;61;4;52
17.10.2024;18:22;A 29;1;1;68;5;80
17.10.2024;18:21;A 29;1;4;86;8;81
17.10.2024;18:20;A 29;1;5;44;11;27
17.10.2024;18:19;A 29;1;2;64;4;66
17.10.2024;18:18;A 29;1;7;87;8;82
17.10.2024;18:17;A 29;1;3;25;8;54
17.10.2024;18:16;A 29;1;1;60;4;86
17.10.2024;18:15;A 29;1;2;95;6;84
17.10.2024;18:14;A 29;1;10;73;10;66
17.10.2024;18:13;A 29;1;1;73;1;98
17.10.2024;18:12;A 29;1;3;90;7;85
17.10.2024;18:11;A 29;1;5;43;7;84
17.10.2024;18:10;A 29;1;2;52;1;53
17.10.2024;18:09;A 29;1;5;62;6;81
17.10.2024;18:08;A 29;1;2;18;12;66
17.10.2024;18:07;A 29;1;1;24;4;84
17.10.2024;18:06;A 29;1;3;83;6;85
17.10.2024;18:05;A 29;1;3;84;13;73
17.10.2024;18:04;A 29;1;4;79;6;87
17.10.2024;18:03;A 29;1;2;83;5;86
17.10.2024;18:02;A 29;1;4;50;10;74
17.10.2024;18:01;A 29;1;1;70;5;83
17.10.2024;18:00;A 29;1;2;26;9;77
17.10.2024;17:59;A 29;1;2;27;6;59
17.10.2024;17:58;A 29;1;2;57;3;74
17.10.2024;17:57;A 29;1;8;76;9;73
17.10.2024;17:56;A 29;1;4;33;12;50
17.10.2024;17:55;A 29;1;3;46;5;88
17.10.2024;17:54;A 29;1;2;69;9;84
17.10.2024;17:53;A 29;1;6;39;12;71
17.10.2024;17:52;A 29;1;1;54;1;93
17.10.2024;17:51;A 29;1;3;77;6;72
17.10.2024;17:50;A 29;1;2;43;5;45
17.10.2024;17:49;A 29;1;1;0;0;0
17.10.2024;17:48;A 29;1;1;78;6;80
17.10.2024;17:47;A 29;1;5;67;12;51
17.10.2024;17:46;A 29;1;1;74;1;44
17.10.2024;17:45;A 29;1;5;60;3;30
17.10.2024;17:44;A 29;1;6;16;10;32
17.10.2024;17:43;A 29;1;1;1;5;60
17.10.2024;17:42;A 29;1;3;81;6;83
17.10.2024;17:41;A 29;1;6;75;7;60
17.10.2024;17:40;A 29;1;1;55;2;50
17.10.2024;17:39;A 29;1;3;89;4;78
17.10.2024;17:38;A 29;1;5;75;5;54
17.10.2024;17:37;A 29;1;1;92;1;73
17.10.2024;17:36;A 29;1;1;61;7;69
17.10.2024;17:35;A 29;1;2;57;10;61
17.10.2024;17:34;A 29;1;5;14;1;74
17.10.2024;17:33;A 29;1;7;79;8;70
17.10.2024;17:32;A 29;1;10;74;14;68
17.10.2024;17:31;A 29;1;1;97;2;90
17.10.2024;17:30;A 29;1;0;100;3;91
17.10.2024;17:29;A 29;1;5;75;11;73
17.10.2024;17:28;A 29;1;1;67;2;92
17.10.2024;17:27;A 29;1;2;82;10;21
17.10.2024;17:26;A 29;1;6;68;11;40
17.10.2024;17:25;A 29;1;1;77;3;94
17.10.2024;17:24;A 29;1;4;77;5;78
17.10.2024;17:23;A 29;1;4;20;10;71
17.10.2024;17:22;A 29;1;3;23;5;86
17.10.2024;17:21;A 29;1;4;82;6;85
17.10.2024;17:20;A 29;1;5;64;4;76
17.10.2024;17:19;A 29;1;3;82;0;100
17.10.2024;17:18;A 29;1;6;82;4;63
17.10.2024;17:17;A 29;1;8;62;12;31
17.10.2024;17:16;A 29;1;5;89;6;83
17.10.2024;17:15;A 29;1;2;94;8;86
17.10.2024;17:14;A 29;1;6;49;10;66
17.10.2024;17:13;A 29;1;1;44;1;66
17.10.2024;17:12;A 29;1;3;68;7;75
17.10.2024;17:11;A 29;1;7;66;13;60
17.10.2024;17:10;A 29;1;1;84;3;80
17.10.2024;17:09;A 29;1;8;80;7;71
17.10.2024;17:08;A 29;1;5;50;7;31
17.10.2024;17:07;A 29;1;3;93;4;86
17.10.2024;17:06;A 29;1;5;88;9;65
17.10.2024;17:05;A 29;1;5;37;12;61
17.10.2024;17:04;A 29;1;1;47;1;70
17.10.2024;17:03;A 29;1;7;83;7;82
17.10.2024;17:02;A 29;1;4;57;7;61
17.10.2024;17:01;A 29;1;5;74;4;95
17.10.2024;17:00;A 29;1;1;97;6;87
17.10.2024;16:59;A 29;1;6;73;7;47
17.10.2024;16:58;A 29;1;3;86;4;80
17.10.2024;16:57;A 29;1;3;70;6;89
17.10.2024;16:56;A 29;1;7;32;13;61
17.10.2024;16:55;A 29;1;2;81;2;72
17.10.2024;16:54;A 29;1;5;81;11;79
17.10.2024;16:53;A 29;1;3;40;13;35
17.10.2024;16:52;A 29;1;3;23;6;87
17.10.2024;16:51;A 29;1;3;89;7;74
17.10.2024;16:50;A 29;1;8;42;7;30
17.10.2024;16:49;A 29;1;1;63;1;80
17.10.2024;16:48;A 29;1;2;65;6;80
17.10.2024;16:47;A 29;1;4;42;7;42
17.10.2024;16:46;A 29;1;2;70;6;81
17.10.2024;16:45;A 29;1;3;92;7;85
