Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
14.04.2024;01:42;A171;1;0;0;0;0;0;0;0;0
14.04.2024;01:35;A171;1;0;0;0;0;0;0;0;0
14.04.2024;01:26;A171;1;0;0;0;0;0;0;0;0
14.04.2024;01:10;A171;1;0;0;0;0;0;0;0;0
14.04.2024;00:49;A171;1;0;0;0;0;0;0;0;0
14.04.2024;00:41;A171;1;0;0;0;0;0;0;0;0
14.04.2024;00:27;A171;1;0;0;0;0;0;0;0;0
14.04.2024;00:17;A171;1;0;0;0;0;0;0;0;0
14.04.2024;00:13;A171;1;0;0;0;0;0;0;0;0
14.04.2024;00:09;A171;1;0;0;0;0;0;0;0;0
14.04.2024;00:02;A171;1;0;0;0;0;0;0;0;0
13.04.2024;23:42;A171;1;0;0;0;0;0;0;0;0
13.04.2024;23:07;A171;1;0;0;0;0;0;0;0;0
13.04.2024;23:04;A171;1;0;0;0;0;0;0;0;0
13.04.2024;22:48;A171;1;0;0;0;0;0;0;0;0
13.04.2024;22:40;A171;1;0;0;0;0;0;0;0;0
13.04.2024;22:30;A171;1;0;0;0;0;0;0;0;0
13.04.2024;21:57;A171;1;0;0;0;0;0;0;0;0
13.04.2024;21:32;A171;1;0;0;0;0;0;0;0;0
13.04.2024;20:53;A171;1;0;0;0;0;0;0;0;0
13.04.2024;20:48;A171;1;0;0;0;0;0;0;0;0
13.04.2024;20:30;A171;1;0;0;0;0;0;0;0;0
13.04.2024;19:53;A171;1;0;0;0;0;0;0;0;0
13.04.2024;19:42;A171;1;0;0;0;0;0;0;0;0
13.04.2024;19:34;A171;1;0;0;0;0;0;0;0;0
13.04.2024;19:21;A171;1;0;0;0;0;0;0;0;0
13.04.2024;19:00;A171;1;0;0;0;0;0;0;0;0
13.04.2024;18:50;A171;1;0;0;0;0;0;0;0;0
13.04.2024;18:37;A171;1;0;0;0;0;0;0;0;0
13.04.2024;18:24;A171;1;0;0;0;0;0;0;0;0
13.04.2024;18:07;A171;1;0;0;0;0;0;0;0;0
13.04.2024;17:51;A171;1;0;0;0;0;0;0;0;0
13.04.2024;17:49;A171;1;0;0;0;0;0;0;0;0
13.04.2024;17:42;A171;1;0;0;0;0;0;0;0;0
13.04.2024;17:22;A171;1;0;0;0;0;0;0;0;0
13.04.2024;16:44;A171;1;0;0;0;0;0;0;0;0
13.04.2024;16:38;A171;1;0;0;0;0;0;0;0;0
13.04.2024;16:29;A171;1;0;0;0;0;0;0;0;0
13.04.2024;16:19;A171;1;0;0;0;0;0;0;0;0
13.04.2024;16:16;A171;1;0;0;0;0;0;0;0;0
13.04.2024;15:24;A171;1;0;0;0;0;0;0;0;0
13.04.2024;15:01;A171;1;0;0;0;0;0;0;0;0
13.04.2024;14:38;A171;1;0;0;0;0;0;0;0;0
13.04.2024;14:12;A171;1;0;0;0;0;0;0;0;0
13.04.2024;13:54;A171;1;0;0;0;0;0;0;0;0
13.04.2024;13:47;A171;1;0;0;0;0;0;0;0;0
13.04.2024;13:41;A171;1;0;0;0;0;0;0;0;0
13.04.2024;13:32;A171;1;0;0;0;0;3;5;0;0
13.04.2024;13:25;A171;1;0;0;0;0;0;0;0;0
13.04.2024;13:20;A171;1;0;0;0;0;0;0;0;0
13.04.2024;12:52;A171;1;0;0;0;0;0;0;0;0
13.04.2024;12:41;A171;1;0;0;0;0;0;0;0;0
13.04.2024;12:23;A171;1;0;0;0;0;0;0;0;0
13.04.2024;12:16;A171;1;0;0;0;0;0;0;0;0
13.04.2024;12:06;A171;1;0;0;0;0;0;0;0;0
13.04.2024;11:06;A171;1;0;0;0;0;0;0;0;0
13.04.2024;11:04;A171;1;0;0;0;0;0;0;0;0
13.04.2024;10:32;A171;1;0;0;0;0;0;0;0;0
13.04.2024;10:24;A171;1;0;0;0;0;0;0;0;0
13.04.2024;10:16;A171;1;0;0;0;0;0;0;0;0
13.04.2024;10:08;A171;1;0;0;0;0;0;0;0;0
13.04.2024;10:06;A171;1;0;0;0;0;0;0;0;0
13.04.2024;09:51;A171;1;0;0;0;0;0;0;0;0
13.04.2024;09:43;A171;1;0;0;0;0;0;0;0;0
13.04.2024;08:33;A171;1;0;0;0;0;0;0;0;0
13.04.2024;08:30;A171;1;0;0;0;0;0;0;0;0
13.04.2024;08:15;A171;1;0;0;0;0;0;0;0;0
13.04.2024;07:58;A171;1;0;0;0;0;0;0;0;0
13.04.2024;07:55;A171;1;0;0;0;0;0;0;0;0
13.04.2024;07:37;A171;1;0;0;0;0;0;0;0;0
13.04.2024;07:14;A171;1;0;0;0;0;0;0;0;0
13.04.2024;06:58;A171;1;0;0;0;0;0;0;0;0
13.04.2024;06:52;A171;1;0;0;0;0;0;0;0;0
13.04.2024;06:46;A171;1;0;0;0;0;0;0;0;0
13.04.2024;06:20;A171;1;0;0;0;0;0;0;0;0
13.04.2024;06:13;A171;1;0;0;0;0;0;0;0;0
13.04.2024;06:09;A171;1;0;0;0;0;0;0;0;0
13.04.2024;05:59;A171;1;0;0;0;0;0;0;0;0
13.04.2024;05:53;A171;1;0;0;0;0;0;0;0;0
13.04.2024;05:18;A171;1;0;0;0;0;0;0;0;0
13.04.2024;05:16;A171;1;0;0;0;0;0;0;0;0
13.04.2024;04:45;A171;1;0;0;0;0;0;0;0;0
13.04.2024;04:42;A171;1;0;0;0;0;0;0;0;0
13.04.2024;04:39;A171;1;0;0;0;0;0;0;0;0
13.04.2024;04:27;A171;1;0;0;0;0;0;0;0;0
13.04.2024;04:02;A171;1;0;0;0;0;0;0;0;0
13.04.2024;03:50;A171;1;0;0;0;0;0;0;0;0
13.04.2024;03:48;A171;1;0;0;0;0;0;0;0;0
13.04.2024;03:42;A171;1;0;0;0;0;0;0;0;0
13.04.2024;03:39;A171;1;0;0;0;0;0;0;0;0
13.04.2024;03:35;A171;1;0;0;0;0;0;0;0;0
13.04.2024;03:29;A171;1;0;0;0;0;0;0;0;0
13.04.2024;03:24;A171;1;0;0;0;0;0;0;0;0
13.04.2024;03:16;A171;1;0;0;0;0;0;0;0;0
13.04.2024;02:41;A171;1;0;0;0;0;0;0;0;0
13.04.2024;02:30;A171;1;0;0;0;0;0;0;0;0
