Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;D52Z;D52B;V51Z;V51B;D111Z;D111B;V111Z;V111B;D112Z;D112B;TF35aZ;TF35aB;TB35aZ;TB35aB;TF35bZ;TF35bB;TB35bZ;TB35bB
14.04.2024;00:09;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:42;A149;1;3;3;2;1;1;7;5;8;3;21;3;3;0;0;0;0;0;0;0;0
13.04.2024;18:50;A149;1;6;19;5;4;3;28;6;5;3;24;6;7;0;0;0;0;0;0;0;0
13.04.2024;17:51;A149;1;2;3;1;0;1;4;4;12;4;21;4;3;1;1;0;0;0;0;0;0
13.04.2024;17:49;A149;1;1;0;1;0;1;4;2;2;1;10;3;2;0;0;0;0;0;0;0;0
13.04.2024;13:32;A149;1;5;4;3;2;3;20;5;5;4;24;5;5;0;0;0;0;0;0;0;0
13.04.2024;05:16;A149;1;2;5;2;3;1;15;1;0;0;0;2;1;0;0;0;0;0;0;0;0
13.04.2024;04:42;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;03:48;A149;1;1;0;0;0;0;0;1;1;1;9;0;0;0;0;0;0;0;0;0;0
13.04.2024;03:29;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;03:24;A149;1;1;1;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
