Datum;Uhrzeit;Bezeichnung;Intervall;V5Z;V5B;V11Z;V11B;V12Z;V12B;T35_sZ;T35_sB;T35_bZ;T35_bB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
14.04.2024;01:43;A173;1;1;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;01:36;A173;1;4;40;1;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;01:27;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;01:11;A173;1;2;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;01:05;A173;1;5;7;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:50;A173;1;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:42;A173;1;6;29;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:28;A173;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:18;A173;1;1;7;1;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:14;A173;1;1;3;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:10;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:03;A173;1;5;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:43;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:26;A173;1;16;23;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:08;A173;1;3;14;0;0;1;51;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
13.04.2024;23:05;A173;1;13;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:49;A173;1;4;14;1;10;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:41;A173;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:31;A173;1;2;3;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;21:58;A173;1;7;97;1;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;21:33;A173;1;20;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;20:54;A173;1;1;2;3;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;20:49;A173;1;3;14;4;13;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;20:31;A173;1;1;7;1;8;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:54;A173;1;1;5;1;6;2;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:49;A173;1;1;6;2;13;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
