Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;V51Z;V51B;D52Z;D52B;D111Z;D111B;V111Z;V111B;D112Z;D112B;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB;TF31Z;TF31B;TB31BZ;TB31BB;TF31aZ;TF31aB;TB31aZ;TB31aB
14.04.2024;01:42;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;01:35;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;01:26;A185;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;01:10;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;01:04;A185;1;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:49;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:41;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:27;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:17;A185;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:13;A185;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:09;A185;1;0;0;1;4;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2024;00:02;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:52;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:42;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:25;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:15;A185;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:07;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;23:04;A185;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:54;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:48;A185;1;0;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:40;A185;1;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:30;A185;1;0;0;2;5;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:13;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;22:02;A185;1;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;21:57;A185;1;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;21:38;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;21:32;A185;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;21:12;A185;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;20:53;A185;1;0;0;4;23;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;20:48;A185;1;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;20:30;A185;1;0;0;3;12;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;20:22;A185;1;0;0;2;13;0;0;0;0;2;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:53;A185;1;0;0;0;0;0;0;0;0;2;8;4;2;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:48;A185;1;0;0;3;11;0;0;0;0;3;27;3;4;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:42;A185;1;0;0;4;10;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:34;A185;1;0;0;3;12;0;0;0;0;1;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:29;A185;1;0;0;1;3;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:21;A185;1;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:15;A185;1;0;0;3;6;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:08;A185;1;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:00;A185;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;18:50;A185;1;0;0;1;3;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;18:37;A185;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;18:24;A185;1;0;0;5;23;0;0;0;0;2;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;18:07;A185;1;0;0;2;7;0;0;0;0;2;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;17:58;A185;1;0;0;1;4;0;0;0;0;2;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;17:51;A185;1;0;0;4;10;0;0;0;0;2;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;17:49;A185;1;0;0;2;11;0;0;0;0;2;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;17:42;A185;1;0;0;2;17;0;0;0;0;5;15;5;3;0;0;0;0;1;1;0;0;0;0;0;0
13.04.2024;17:22;A185;1;0;0;0;0;0;0;0;0;3;9;5;2;0;0;0;0;1;1;0;0;0;0;0;0
13.04.2024;16:44;A185;1;0;0;2;11;0;0;0;0;3;19;4;2;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;16:38;A185;1;0;0;5;17;0;0;0;0;1;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2024;16:29;A185;1;0;0;4;16;0;0;0;0;5;15;5;5;0;0;0;0;0;0;0;0;0;0;0;0
