Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
14.04.2024;00:09;A150;1;0;0;0;0;0;0;0;0;0;0
13.04.2024;19:42;A150;1;2;20;2;31;0;0;1;1;0;0
13.04.2024;18:50;A150;1;2;21;1;5;0;0;0;0;0;0
13.04.2024;17:51;A150;1;2;18;0;19;0;0;0;0;0;0
13.04.2024;17:49;A150;1;2;13;1;9;0;0;0;0;0;0
13.04.2024;13:32;A150;1;2;13;0;0;0;0;0;0;0;0
13.04.2024;05:16;A150;1;0;0;0;0;0;0;0;0;0;0
13.04.2024;04:42;A150;1;0;0;0;0;0;0;0;0;0;0
13.04.2024;03:48;A150;1;0;0;0;0;0;0;0;0;0;0
13.04.2024;03:29;A150;1;0;0;1;5;0;0;0;0;0;0
13.04.2024;03:24;A150;1;0;0;0;0;0;0;0;0;0;0
