Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TBS32_AFZ;TBS32_AFB;TB32a_AFZ;TB32a_AFB;TBs32a_AFZ;TBs32a_AFB
14.04.2024;01:42;A166;1;0;0;0;0;0;0;0;0
14.04.2024;01:35;A166;1;0;0;0;0;0;0;0;0
14.04.2024;00:41;A166;1;0;0;0;0;0;0;0;0
14.04.2024;00:27;A166;1;0;0;0;0;0;0;0;0
14.04.2024;00:17;A166;1;0;0;0;0;0;0;0;0
14.04.2024;00:13;A166;1;0;0;0;0;0;0;0;0
14.04.2024;00:09;A166;1;0;0;0;0;0;0;0;0
14.04.2024;00:02;A166;1;0;0;0;0;0;0;0;0
13.04.2024;23:07;A166;1;0;0;0;0;0;0;0;0
13.04.2024;23:04;A166;1;0;0;0;0;0;0;0;0
13.04.2024;22:30;A166;1;0;0;0;0;0;0;0;0
13.04.2024;21:32;A166;1;0;0;0;0;0;0;0;0
13.04.2024;20:53;A166;1;0;0;0;0;0;0;0;0
13.04.2024;20:48;A166;1;0;0;0;0;0;0;0;0
13.04.2024;20:30;A166;1;0;0;0;0;0;0;0;0
13.04.2024;19:53;A166;1;0;0;0;0;0;0;0;0
13.04.2024;19:42;A166;1;0;0;0;0;0;0;0;0
13.04.2024;19:21;A166;1;0;0;0;0;0;0;0;0
13.04.2024;18:50;A166;1;0;0;0;0;0;0;0;0
13.04.2024;18:24;A166;1;0;0;0;0;0;0;0;0
13.04.2024;18:07;A166;1;0;0;0;0;0;0;0;0
13.04.2024;17:51;A166;1;0;0;0;0;0;0;0;0
13.04.2024;17:49;A166;1;0;0;0;0;0;0;0;0
13.04.2024;17:22;A166;1;0;0;0;0;0;0;0;0
13.04.2024;15:24;A166;1;0;0;0;0;0;0;0;0
13.04.2024;14:38;A166;1;0;0;0;0;0;0;0;0
13.04.2024;14:12;A166;1;0;0;0;0;0;0;0;0
13.04.2024;13:47;A166;1;0;0;0;0;0;0;0;0
13.04.2024;13:41;A166;1;0;0;0;0;0;0;0;0
13.04.2024;13:32;A166;1;0;0;0;0;0;0;0;0
13.04.2024;13:25;A166;1;0;0;0;0;0;0;0;0
13.04.2024;12:52;A166;1;0;0;0;0;0;0;0;0
13.04.2024;12:41;A166;1;0;0;0;0;0;0;0;0
13.04.2024;12:23;A166;1;0;0;0;0;0;0;0;0
13.04.2024;12:16;A166;1;0;0;0;0;0;0;0;0
13.04.2024;12:06;A166;1;0;0;0;0;0;0;0;0
13.04.2024;11:06;A166;1;0;0;0;0;0;0;0;0
13.04.2024;11:04;A166;1;0;0;0;0;0;0;0;0
13.04.2024;10:32;A166;1;0;0;0;0;0;0;0;0
13.04.2024;10:24;A166;1;0;0;0;0;0;0;0;0
13.04.2024;10:16;A166;1;0;0;0;0;0;0;0;0
13.04.2024;10:08;A166;1;0;0;0;0;0;0;0;0
13.04.2024;09:51;A166;1;0;0;0;0;0;0;0;0
13.04.2024;09:43;A166;1;0;0;0;0;0;0;0;0
13.04.2024;08:33;A166;1;0;0;0;0;0;0;0;0
13.04.2024;08:30;A166;1;0;0;0;0;0;0;0;0
13.04.2024;08:15;A166;1;0;0;0;0;0;0;0;0
13.04.2024;07:58;A166;1;0;0;0;0;0;0;0;0
13.04.2024;07:55;A166;1;0;0;0;0;0;0;0;0
13.04.2024;07:37;A166;1;0;0;0;0;0;0;0;0
13.04.2024;07:14;A166;1;0;0;0;0;0;0;0;0
13.04.2024;06:58;A166;1;0;0;0;0;0;0;0;0
13.04.2024;06:52;A166;1;0;0;0;0;0;0;0;0
13.04.2024;06:46;A166;1;0;0;0;0;0;0;0;0
13.04.2024;06:20;A166;1;0;0;0;0;0;0;0;0
13.04.2024;06:13;A166;1;0;0;0;0;0;0;0;0
13.04.2024;06:09;A166;1;0;0;0;0;0;0;0;0
13.04.2024;05:59;A166;1;0;0;0;0;0;0;0;0
13.04.2024;05:53;A166;1;0;0;0;0;0;0;0;0
13.04.2024;05:18;A166;1;0;0;0;0;0;0;0;0
13.04.2024;05:16;A166;1;0;0;0;0;0;0;0;0
13.04.2024;04:45;A166;1;0;0;0;0;0;0;0;0
13.04.2024;04:42;A166;1;0;0;0;0;0;0;0;0
13.04.2024;04:39;A166;1;0;0;0;0;0;0;0;0
13.04.2024;04:27;A166;1;0;0;0;0;0;0;0;0
13.04.2024;04:02;A166;1;0;0;0;0;0;0;0;0
13.04.2024;03:50;A166;1;0;0;0;0;0;0;0;0
13.04.2024;03:48;A166;1;0;0;0;0;0;0;0;0
13.04.2024;03:42;A166;1;0;0;0;0;0;0;0;0
13.04.2024;03:39;A166;1;0;0;0;0;0;0;0;0
13.04.2024;03:35;A166;1;0;0;0;0;0;0;0;0
13.04.2024;03:29;A166;1;0;0;0;0;0;0;0;0
13.04.2024;03:24;A166;1;0;0;0;0;0;0;0;0
13.04.2024;03:16;A166;1;0;0;0;0;0;0;0;0
13.04.2024;02:41;A166;1;0;0;0;0;0;0;0;0
13.04.2024;02:30;A166;1;0;0;0;0;0;0;0;0
