Datum;Uhrzeit;Bezeichnung;Intervall;Anf_35Z;Anf_35B
14.04.2024;00:10;A145;1;0;0
13.04.2024;19:43;A145;1;0;0
13.04.2024;18:51;A145;1;0;0
13.04.2024;17:50;A145;1;0;0
13.04.2024;13:33;A145;1;0;0
13.04.2024;05:17;A145;1;0;0
13.04.2024;04:43;A145;1;0;0
13.04.2024;03:49;A145;1;0;0
13.04.2024;03:30;A145;1;0;0
13.04.2024;03:25;A145;1;0;0
