Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D115Z;D115B;TF41Z;TF41B;TBS41Z;TBS41B;EG23Z;EG23B;EG24Z;EG24B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;FW_AnfoZ;FW_AnfoB
19.01.2025;01:00;A 24;1;0;0;0;0;0;0;0;0;1;1;1;1;1;7;0;3;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:59;A 24;1;1;1;1;0;2;6;3;3;1;1;0;0;2;5;1;1;1;2;1;1;1;5;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:58;A 24;1;1;1;1;1;3;6;1;4;1;1;1;0;2;7;0;0;0;0;4;20;0;0;1;33;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:57;A 24;1;5;6;1;13;2;24;2;7;0;0;2;14;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:56;A 24;1;3;3;2;8;3;17;4;14;0;0;1;0;0;0;2;6;2;27;0;0;1;29;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:55;A 24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:54;A 24;1;2;2;1;1;2;13;1;3;1;1;2;4;2;17;1;14;1;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:53;A 24;1;2;12;1;0;3;13;3;2;1;1;1;0;1;5;1;1;2;39;0;0;4;22;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:52;A 24;1;3;3;1;0;4;14;1;4;0;0;2;2;0;0;3;10;1;30;1;12;1;5;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:51;A 24;1;3;3;1;1;1;12;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:50;A 24;1;0;0;1;0;0;0;1;4;1;0;4;14;0;0;4;13;0;0;1;20;0;0;1;7;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:49;A 24;1;0;0;2;1;0;0;4;6;0;0;2;17;0;0;2;14;1;18;0;0;2;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:48;A 24;1;3;22;4;22;0;26;3;29;0;0;4;5;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:47;A 24;1;5;14;4;16;2;36;3;22;1;0;0;0;1;6;0;0;1;15;1;23;1;4;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
19.01.2025;00:46;A 24;1;2;24;1;27;2;19;3;5;1;27;3;32;0;7;1;41;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
