Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B
19.01.2025;01:00;A 35;1;1;0;0;0;2;2;1;9;1;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:59;A 35;1;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:58;A 35;1;0;0;0;0;0;0;0;0;3;1;1;2;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:57;A 35;1;0;0;0;0;3;14;2;36;0;0;0;0;3;2;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:56;A 35;1;0;0;0;0;2;2;3;12;0;0;0;0;3;4;5;19;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0
19.01.2025;00:55;A 35;1;0;0;0;0;2;2;1;6;0;0;0;0;2;2;3;36;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:54;A 35;1;0;0;0;0;0;0;0;0;0;18;0;0;3;10;3;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:53;A 35;1;0;0;0;0;3;2;3;13;1;18;1;5;2;2;3;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:52;A 35;1;0;0;0;0;0;0;0;5;0;0;0;0;4;4;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:51;A 35;1;0;0;0;0;6;11;2;31;0;0;0;0;2;2;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:50;A 35;1;0;0;0;0;3;8;4;15;0;0;0;0;3;2;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2025;00:49;A 35;1;0;0;0;0;2;1;1;5;3;38;1;6;2;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
