Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;D11Z;D11B;D12Z;D12B;TF32Z;TF32B;TB32Z;TB32B;TF33Z;TF33B;TB33Z;TB33B;ST51Z;ST51B;ST55Z;ST55B;LUe_AbFV2_A8Z;LUe_AbFV2_A8B
12.03.2025;10:50;A 80;1;0;0;5;37;1;2;3;35;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:49;A 80;1;2;3;4;19;0;0;3;48;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
12.03.2025;10:48;A 80;1;1;1;2;23;1;0;2;15;0;53;0;100;0;0;0;0;1;3;0;0;0;0;0;0;0;0
12.03.2025;10:47;A 80;1;0;0;1;4;1;3;4;34;1;28;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:46;A 80;1;0;0;1;33;1;4;1;44;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
12.03.2025;10:45;A 80;1;0;0;3;43;0;0;5;24;1;79;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
12.03.2025;10:44;A 80;1;0;0;2;22;0;0;1;7;1;29;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:43;A 80;1;0;0;7;46;0;0;4;16;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:42;A 80;1;0;0;6;31;0;0;3;13;1;27;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:41;A 80;1;0;0;5;30;0;0;3;54;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:40;A 80;1;0;0;3;19;0;0;3;65;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
12.03.2025;10:39;A 80;1;0;0;5;27;0;0;2;26;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
12.03.2025;10:38;A 80;1;1;1;4;23;0;0;5;20;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
12.03.2025;10:37;A 80;1;0;0;8;40;0;0;5;40;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:36;A 80;1;1;1;4;25;0;0;1;28;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
12.03.2025;10:35;A 80;1;1;1;4;18;0;0;2;15;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:34;A 80;1;0;0;5;30;1;1;5;25;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:33;A 80;1;0;0;3;21;1;2;3;35;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:32;A 80;1;0;0;2;10;1;3;4;34;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:31;A 80;1;0;0;5;38;0;0;4;30;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
12.03.2025;10:30;A 80;1;0;0;1;4;0;0;3;46;1;4;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
12.03.2025;10:29;A 80;1;0;0;2;26;0;0;5;37;1;97;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:28;A 80;1;3;3;4;26;0;0;4;54;0;0;0;100;0;0;0;0;2;3;3;11;0;0;0;0;0;0
12.03.2025;10:27;A 80;1;0;0;1;13;0;0;4;20;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
12.03.2025;10:26;A 80;1;0;0;5;30;2;4;4;39;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:25;A 80;1;1;2;6;40;0;0;1;23;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:24;A 80;1;0;0;0;25;0;0;2;22;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:23;A 80;1;1;2;1;19;1;1;3;24;0;0;0;100;0;0;0;0;0;0;1;2;0;0;0;0;0;0
12.03.2025;10:22;A 80;1;3;4;4;87;0;0;2;77;0;0;0;100;0;0;0;0;1;1;2;3;0;0;0;0;0;0
12.03.2025;10:21;A 80;1;1;4;3;26;0;0;2;24;1;24;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
12.03.2025;10:20;A 80;1;0;0;0;6;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:19;A 80;1;1;1;6;42;1;0;4;29;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:18;A 80;1;1;0;3;17;0;0;5;37;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:17;A 80;1;1;1;6;33;1;1;3;46;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:16;A 80;1;1;0;4;33;1;2;4;75;0;0;0;100;0;0;0;0;2;3;1;1;0;0;0;0;0;0
12.03.2025;10:15;A 80;1;0;0;1;13;0;0;0;0;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
12.03.2025;10:14;A 80;1;1;2;3;44;1;3;2;49;1;72;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:13;A 80;1;1;1;3;12;0;0;3;26;0;0;0;100;0;0;0;0;3;5;0;0;0;0;0;0;0;0
12.03.2025;10:12;A 80;1;0;0;3;24;2;4;2;36;1;22;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:11;A 80;1;1;6;6;53;0;0;1;19;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
12.03.2025;10:10;A 80;1;3;5;5;34;1;1;2;21;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:09;A 80;1;0;0;3;56;1;1;4;30;1;20;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:08;A 80;1;0;0;4;23;1;1;3;23;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:07;A 80;1;0;0;8;48;1;2;0;58;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:06;A 80;1;1;0;1;9;1;0;5;38;0;0;0;100;0;0;0;0;3;5;0;0;0;0;0;0;0;0
12.03.2025;10:05;A 80;1;0;0;4;24;0;0;1;4;0;0;0;100;0;0;0;0;1;2;2;3;0;0;0;0;0;0
12.03.2025;10:04;A 80;1;0;0;2;18;0;0;3;20;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:03;A 80;1;0;0;2;38;1;1;2;22;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:02;A 80;1;2;4;2;26;1;1;2;19;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;10:01;A 80;1;0;0;3;16;1;1;2;47;0;0;0;100;0;0;0;0;0;1;0;0;0;0;0;0;0;0
12.03.2025;10:00;A 80;1;0;0;3;28;1;4;2;31;0;0;0;100;0;0;0;0;1;0;1;2;0;0;0;0;0;0
12.03.2025;09:59;A 80;1;0;0;4;66;0;0;0;0;2;40;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
12.03.2025;09:58;A 80;1;0;0;3;13;1;0;5;48;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;09:57;A 80;1;0;0;4;18;1;2;1;58;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
12.03.2025;09:56;A 80;1;0;0;2;17;1;9;3;25;0;0;0;100;0;0;0;0;1;1;5;10;0;0;0;0;0;0
12.03.2025;09:55;A 80;1;0;0;5;25;1;2;1;9;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
12.03.2025;09:54;A 80;1;0;0;3;44;1;1;5;33;1;52;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;09:53;A 80;1;0;0;3;45;1;2;2;53;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
12.03.2025;09:52;A 80;1;1;2;0;16;1;1;3;61;1;18;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;09:51;A 80;1;1;3;3;71;1;0;3;62;2;70;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
12.03.2025;09:50;A 80;1;1;1;4;25;0;0;5;29;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.2025;09:49;A 80;1;0;0;4;43;0;0;2;33;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
12.03.2025;09:48;A 80;1;1;2;2;26;0;0;3;36;0;13;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
12.03.2025;09:47;A 80;1;1;0;5;52;0;0;3;25;1;47;0;100;0;0;0;0;2;3;0;0;0;0;0;0;0;0
