Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D115Z;D115B;TF41Z;TF41B;TBS41Z;TBS41B;EG23Z;EG23B;EG24Z;EG24B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;FW_AnfoZ;FW_AnfoB
22.03.2025;01:00;A 24;1;2;2;1;0;1;7;2;3;1;1;1;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:59;A 24;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:58;A 24;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;21;0;0;1;9;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:57;A 24;1;2;2;1;1;2;12;1;5;0;0;3;3;0;0;2;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:56;A 24;1;1;1;0;0;2;7;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;1;7;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:55;A 24;1;1;1;0;0;1;1;0;0;0;0;2;2;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:54;A 24;1;3;3;3;2;2;25;2;9;1;1;3;3;1;7;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:53;A 24;1;1;1;3;2;3;5;5;9;0;0;0;0;0;0;0;0;1;13;1;21;1;6;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:52;A 24;1;2;2;2;2;1;13;3;9;2;1;1;1;1;8;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:51;A 24;1;1;1;0;0;2;9;0;0;0;0;1;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:50;A 24;1;0;0;1;0;0;0;3;3;2;2;1;8;2;9;1;8;0;11;1;1;0;0;0;6;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:49;A 24;1;1;32;1;1;0;5;3;5;0;0;1;1;0;0;1;4;1;20;1;11;2;6;3;9;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:48;A 24;1;2;2;0;0;5;17;0;0;0;0;0;0;0;0;0;0;1;33;1;16;2;3;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:47;A 24;1;3;3;1;1;5;17;1;7;2;2;1;0;3;15;1;4;1;6;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:46;A 24;1;2;2;0;0;1;17;0;0;1;1;1;0;2;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:45;A 24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:44;A 24;1;1;1;0;0;1;6;0;0;2;2;1;1;1;14;1;7;0;0;1;21;0;0;2;4;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:43;A 24;1;0;0;1;0;0;0;1;2;2;2;1;0;4;12;0;0;1;22;0;0;1;4;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:42;A 24;1;2;2;0;0;2;13;0;0;2;3;0;0;3;13;0;0;0;0;2;24;0;0;2;33;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:41;A 24;1;1;0;1;1;1;6;2;1;2;1;2;1;3;11;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:40;A 24;1;1;1;1;1;1;8;3;7;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:39;A 24;1;1;0;1;0;2;3;1;4;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:38;A 24;1;2;2;2;1;1;7;3;6;1;0;2;2;1;5;1;4;1;22;0;0;1;6;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:37;A 24;1;2;2;0;0;6;13;1;2;1;1;0;0;3;7;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:36;A 24;1;1;1;1;1;1;8;2;5;1;0;2;2;1;6;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:35;A 24;1;2;2;1;22;2;11;1;6;1;1;1;1;1;6;1;6;1;17;0;0;1;18;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:34;A 24;1;1;1;1;0;1;3;2;3;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:33;A 24;1;5;16;3;3;2;29;2;9;2;1;0;0;2;12;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:32;A 24;1;2;3;0;0;2;16;2;2;0;0;0;0;0;0;0;0;0;0;1;12;0;0;1;7;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:31;A 24;1;1;1;0;0;2;8;0;0;2;3;1;8;2;15;1;6;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:30;A 24;1;1;0;1;1;1;5;1;5;1;1;3;3;1;9;2;12;1;3;0;0;2;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:29;A 24;1;2;1;2;1;3;10;4;6;2;2;2;1;1;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:28;A 24;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
22.03.2025;00:27;A 24;1;1;0;0;0;1;5;0;0;2;19;1;7;1;29;1;7;1;24;0;0;2;5;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
