Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
22.03.2025;01:00;A 36;1;0;0;0;0;1;41;0;0;0;0;1;9;0;0;1;1;0;0;0;100;0;0;1;6;0;0;0;0;0;0;0;0;1;34;1;53;0;0;0;0;1;8;2;7;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0
22.03.2025;00:59;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;12;0;0;0;0
22.03.2025;00:58;A 36;1;0;0;0;0;0;0;1;52;0;0;0;0;1;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;1;2;2;74;1;1;0;0;1;6;3;25;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:57;A 36;1;0;0;0;42;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;100;0;0;1;6;0;0;0;0;0;0;0;0;1;2;1;4;0;0;0;0;2;9;1;5;0;0;0;0;1;1;0;0;0;0;0;0;2;4;1;1;0;0
22.03.2025;00:56;A 36;1;0;0;1;15;0;0;0;0;2;12;0;0;0;0;1;18;2;24;0;100;0;0;1;19;1;24;4;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0
22.03.2025;00:55;A 36;1;0;0;1;76;1;4;0;0;0;6;1;7;0;0;1;6;1;36;0;100;1;39;1;25;1;46;2;42;1;6;0;0;1;3;0;82;0;0;0;0;2;11;0;0;0;0;0;0;0;0;1;1;0;63;0;0;0;0;2;5;0;0
22.03.2025;00:54;A 36;1;0;0;1;49;0;0;1;29;3;11;0;0;1;32;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;1;76;0;0;0;0;1;5;0;1;0;0;2;1;3;2;1;56;0;0;2;10;3;4;1;2
22.03.2025;00:53;A 36;1;0;0;0;0;0;73;0;0;0;0;0;0;0;0;1;1;0;0;0;100;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:52;A 36;1;2;1;0;61;1;15;0;0;0;0;2;10;0;0;0;0;0;0;0;100;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;38;0;0;2;3;1;3;2;34
22.03.2025;00:51;A 36;1;0;0;1;40;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;34;0;0;0;0;1;5;3;21
22.03.2025;00:50;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;1;2;2;10;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;7;1;3;1;3
22.03.2025;00:49;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;100;0;0;0;0;1;6;0;0;0;0;0;4;0;4;0;0;1;21;0;0;0;0;1;3;1;6;0;0;1;1;0;0;0;0;0;0;1;6;0;0;0;0
22.03.2025;00:48;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;18;0;100;1;15;1;4;2;16;0;0;0;0;1;26;1;63;0;0;1;84;2;8;1;8;0;0;2;5;0;0;0;0;0;0;1;18;0;0;0;0;0;0;1;2
22.03.2025;00:47;A 36;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;1;3;0;100;0;0;1;5;0;0;0;0;0;0;0;0;1;84;0;0;0;5;0;0;0;5;1;3;0;0;0;0;0;0;2;2;0;0;0;0;0;0;3;9;0;0
22.03.2025;00:46;A 36;1;1;2;1;55;0;0;1;24;1;9;0;0;1;7;0;0;0;0;0;100;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;1;52;0;0;2;11;1;2;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:45;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32;0;100;1;16;0;0;1;7;1;3;1;4;0;0;1;28;0;22;0;28;0;0;2;16;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0
22.03.2025;00:44;A 36;1;0;0;1;53;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;12;1;7;1;82;0;0;2;9;1;9;1;8;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0
22.03.2025;00:43;A 36;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;61;0;0;0;0;0;0;0;0;0;0;1;81;0;0;0;0;0;0;2;31;0;0;0;0;0;0;0;0;0;1;3;61;0;0;0;0;2;2;3;11
