Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;D3Z;D3B;D4Z;D4B;D5Z;D5B;D6Z;D6B;D7Z;D7B;D8Z;D8B;D9Z;D9B;D10Z;D10B;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D15Z;D15B;D16Z;D16B;D17Z;D17B;D18Z;D18B;D19Z;D19B;D20Z;D20B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B
22.03.2025;01:00;A  6;1;0;100;0;100;0;0;0;0;145;41;1;2;1;1;1;1;2;1;2;2;0;0;0;0;0;0;0;0;1;1;0;100;2;1;2;1;0;0;0;0;0;0;0;0;3;2;3;2
22.03.2025;00:59;A  6;1;0;100;0;100;1;0;2;1;214;47;2;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2;2;2;2;0;0;0;0;0;0;0;0;2;2;2;1
22.03.2025;00:58;A  6;1;0;100;0;100;0;0;0;0;23;28;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:57;A  6;1;0;100;0;100;0;0;1;0;-1;0;0;0;4;4;4;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;6;6;6;6;0;0;0;0;0;0;0;0;6;5;6;5
22.03.2025;00:56;A  6;1;0;100;0;100;0;0;0;0;-1;0;5;7;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1
22.03.2025;00:55;A  6;1;0;100;0;100;0;0;1;1;-1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;2;2;2;2;0;0;0;0;0;0;0;0;2;2;2;1
22.03.2025;00:54;A  6;1;0;100;0;100;0;0;1;1;-1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:53;A  6;1;0;100;0;100;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:52;A  6;1;0;100;0;100;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;3;4;0;100;4;3;4;3;0;0;0;0;3;3;3;3;4;3;4;3
22.03.2025;00:51;A  6;1;0;100;0;100;1;1;2;2;190;22;4;6;4;4;3;2;1;1;1;1;0;0;0;0;1;47;1;45;2;2;0;100;0;0;0;0;0;0;0;0;2;2;2;1;0;0;0;0
22.03.2025;00:50;A  6;1;0;100;0;100;0;0;2;1;-1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:49;A  6;1;0;100;0;100;0;0;1;1;42;32;3;4;3;3;3;2;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;100;3;2;3;2;0;0;0;0;0;0;0;0;5;4;5;3
22.03.2025;00:48;A  6;1;0;100;0;100;0;0;1;1;2;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:47;A  6;1;0;100;0;100;0;0;0;0;223;22;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;2;2;2;2;0;0;0;0;0;0;0;0;3;4;3;3
22.03.2025;00:46;A  6;1;0;100;0;100;0;0;2;2;10;27;2;3;1;1;1;1;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;2;2;2;2
22.03.2025;00:45;A  6;1;0;100;0;100;0;0;1;1;45;5;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;2;2;0;100;3;3;3;3;0;0;0;0;1;1;1;1;2;2;2;2
22.03.2025;00:44;A  6;1;0;100;0;100;0;0;2;1;-1;0;3;5;3;3;3;2;3;2;3;3;0;0;0;0;0;0;0;0;1;1;0;100;2;1;2;2;0;0;0;0;1;1;1;1;2;2;2;1
22.03.2025;00:43;A  6;1;0;100;0;100;0;0;1;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:42;A  6;1;0;100;0;100;0;0;0;0;208;46;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1
22.03.2025;00:41;A  6;1;0;100;0;100;0;0;1;0;76;8;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;100;1;1;1;1;0;0;0;0;1;1;1;0;2;2;2;2
22.03.2025;00:40;A  6;1;0;100;0;100;0;0;2;1;-1;0;1;1;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;100;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:39;A  6;1;0;100;0;100;0;0;0;0;-1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;3;3;3;3;0;0;0;0;0;0;0;0;4;3;4;3
22.03.2025;00:38;A  6;1;0;100;0;100;0;0;3;2;-1;0;1;2;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;100;2;2;2;2;0;0;0;0;0;0;0;0;1;1;1;1
22.03.2025;00:37;A  6;1;0;100;0;100;0;0;0;0;217;22;1;2;2;2;2;1;2;1;2;2;0;0;0;0;0;0;0;0;1;1;0;100;3;3;3;3;0;0;0;0;1;1;1;1;3;3;3;3
22.03.2025;00:36;A  6;1;0;100;0;100;0;0;3;2;200;48;3;4;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;2;2;2;2;0;0;0;0;0;0;0;0;2;2;2;2
22.03.2025;00:35;A  6;1;0;100;0;100;0;0;1;1;-1;0;1;1;1;1;1;1;1;1;2;1;0;0;0;0;0;0;0;0;1;1;0;100;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1
22.03.2025;00:34;A  6;1;0;100;0;100;0;0;0;0;87;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1
22.03.2025;00:33;A  6;1;0;100;0;100;0;0;1;1;81;8;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1
22.03.2025;00:32;A  6;1;0;100;0;100;0;0;1;1;175;45;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;3;3;3;2;0;0;0;0;0;0;0;0;3;2;3;2
22.03.2025;00:31;A  6;1;0;100;0;100;0;0;2;1;223;23;4;4;2;2;2;1;2;1;2;1;0;0;0;0;0;0;0;0;1;1;0;100;2;1;2;1;0;0;0;0;1;1;1;1;2;1;2;1
22.03.2025;00:30;A  6;1;0;100;0;100;0;0;0;0;222;48;2;3;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;2;1;2;1
22.03.2025;00:29;A  6;1;0;100;0;100;0;0;0;0;192;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;0;0;0;0;2;2;2;2
22.03.2025;00:28;A  6;1;0;100;0;100;0;0;3;2;206;48;2;2;1;1;1;1;3;2;3;3;0;0;0;0;0;0;0;0;1;1;0;100;2;2;3;2;0;0;0;0;1;1;1;1;2;1;2;1
22.03.2025;00:27;A  6;1;0;100;0;100;0;0;1;1;199;46;0;0;3;3;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;5;5;5;5;0;0;0;0;1;1;1;1;4;3;5;4
22.03.2025;00:26;A  6;1;0;100;0;100;0;0;2;2;151;16;4;6;1;1;1;1;3;2;3;3;0;0;0;0;0;0;0;0;1;1;0;100;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1
22.03.2025;00:25;A  6;1;0;100;0;100;0;0;2;1;-1;0;3;4;3;3;2;2;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;100;3;3;3;3;0;0;0;0;1;1;1;1;3;3;3;3
22.03.2025;00:24;A  6;1;0;100;0;100;0;0;2;1;36;4;0;0;0;0;0;0;3;2;3;2;0;0;0;0;0;0;0;0;4;2;0;100;0;0;0;0;0;0;0;0;3;2;3;2;1;1;1;1
22.03.2025;00:23;A  6;1;0;100;0;100;0;0;3;2;-1;0;3;4;3;3;3;2;2;1;2;2;0;0;0;0;0;0;0;0;1;1;0;100;5;5;5;5;0;0;0;0;2;2;2;1;4;4;4;3
22.03.2025;00:22;A  6;1;0;100;0;100;0;0;1;1;92;10;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
22.03.2025;00:21;A  6;1;0;100;0;100;0;0;3;2;191;45;0;0;0;0;0;0;3;2;3;2;0;0;0;0;0;0;0;0;2;2;0;100;3;2;3;2;0;0;0;0;1;1;1;1;2;2;2;1
22.03.2025;00:20;A  6;1;0;100;0;100;0;0;1;0;22;31;2;3;2;2;2;1;1;0;1;1;0;0;0;0;0;0;0;0;2;1;0;100;0;0;0;0;0;0;0;0;2;1;2;1;0;0;0;0
22.03.2025;00:19;A  6;1;0;100;0;100;0;0;1;1;141;16;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;2;2;2;2;0;0;0;0;0;0;0;0;2;2;2;2
22.03.2025;00:18;A  6;1;0;100;0;100;0;0;1;1;113;39;2;3;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
22.03.2025;00:17;A  6;1;0;100;0;100;0;0;1;1;194;49;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;4;4;4;5;0;0;0;0;0;0;0;0;3;3;3;3
22.03.2025;00:16;A  6;1;0;100;0;100;0;0;0;0;244;26;3;5;3;3;3;2;1;1;2;1;0;0;0;0;0;0;0;0;2;2;0;100;2;2;2;2;0;0;0;0;2;2;2;2;2;2;2;2
22.03.2025;00:15;A  6;1;0;100;0;100;0;0;3;2;162;17;2;3;2;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;1;1;1;1;0;0;0;0;1;1;1;1;2;2;2;1
22.03.2025;00:14;A  6;1;0;100;0;100;0;0;2;1;-1;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;2;2;0;100;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0
22.03.2025;00:13;A  6;1;0;100;0;100;0;0;2;1;201;46;1;1;1;1;1;1;2;1;2;1;0;0;0;0;0;0;0;0;1;0;0;100;1;1;1;1;0;0;0;0;1;0;1;0;1;1;1;1
22.03.2025;00:12;A  6;1;0;100;0;100;0;0;0;0;210;47;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;4;4;4;4;0;0;0;0;0;0;0;0;5;5;5;5
22.03.2025;00:11;A  6;1;0;100;0;100;0;0;0;0;190;48;6;8;6;6;6;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;3;2;3;3;0;0;0;0;1;1;1;1;4;3;4;3
22.03.2025;00:10;A  6;1;0;100;0;100;0;0;1;1;16;29;3;4;1;1;1;1;3;3;3;3;0;0;0;0;0;0;0;0;2;2;0;100;1;1;1;1;0;0;0;0;2;2;2;2;0;0;0;0
22.03.2025;00:09;A  6;1;0;100;0;100;0;0;3;2;-1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;1;1;1;0;3;3;3;3
22.03.2025;00:08;A  6;1;0;100;0;100;1;0;2;1;-1;0;2;3;2;2;2;1;3;2;3;3;0;0;0;0;0;0;0;0;1;1;0;100;6;5;6;5;0;0;0;0;1;1;1;1;5;5;5;4
22.03.2025;00:07;A  6;1;0;100;0;100;0;0;3;2;194;45;0;0;0;0;0;0;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;100;4;4;4;4;0;0;0;0;0;0;0;0;3;3;3;3
22.03.2025;00:06;A  6;1;0;100;0;100;0;0;2;1;63;7;2;3;1;1;1;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;100;2;1;2;1;0;0;0;0;1;1;1;1;2;1;2;1
