Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;T32Z;T32B;TB32Z;TB32B;V51Z;V51B;ST55Z;ST55B;TB33Z;TB33B;VK1_3StoerZ;VK1_3StoerB
22.03.2025;01:00;A 39;1;;;1;5;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:59;A 39;1;;;1;6;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:58;A 39;1;;;1;6;1;7;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:57;A 39;1;;;1;8;1;5;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:56;A 39;1;;;1;5;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:55;A 39;1;;;0;0;7;19;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:54;A 39;1;;;1;10;1;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:53;A 39;1;;;1;3;5;24;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:52;A 39;1;;;0;0;4;11;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:51;A 39;1;;;1;6;2;4;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:50;A 39;1;;;2;12;3;10;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:49;A 39;1;;;1;7;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:48;A 39;1;;;0;0;4;8;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:47;A 39;1;;;0;0;4;18;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:46;A 39;1;;;1;2;0;1;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:45;A 39;1;;;2;4;3;4;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:44;A 39;1;;;3;16;3;3;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:43;A 39;1;;;0;0;2;7;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:42;A 39;1;;;0;0;2;3;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:41;A 39;1;;;4;18;3;9;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:40;A 39;1;;;0;0;3;13;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:39;A 39;1;;;1;8;3;7;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:38;A 39;1;;;0;0;6;19;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:37;A 39;1;;;1;7;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:36;A 39;1;;;1;8;1;5;1;10;0;0;0;0;0;0;0;0
22.03.2025;00:35;A 39;1;;;1;13;7;24;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:34;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:33;A 39;1;;;0;0;3;9;0;0;0;0;0;0;0;0;0;0
22.03.2025;00:32;A 39;1;;;3;9;0;0;0;0;0;0;0;0;0;0;0;0
