Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
19.09.2024;02:00;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:59;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:58;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:57;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:56;A150;1;0;0;1;8;0;0;0;0;0;0
19.09.2024;01:55;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:54;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:53;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:52;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:51;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:50;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:49;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:48;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:47;A150;1;3;3;0;0;0;0;0;0;0;0
19.09.2024;01:46;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:45;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:44;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:43;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:42;A150;1;1;1;0;0;0;0;0;0;0;0
19.09.2024;01:41;A150;1;2;1;0;0;0;0;0;0;0;0
19.09.2024;01:40;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:39;A150;1;2;2;0;0;0;0;0;0;0;0
19.09.2024;01:38;A150;1;1;1;0;0;0;0;0;0;0;0
19.09.2024;01:37;A150;1;0;0;2;6;0;0;0;0;0;0
19.09.2024;01:36;A150;1;0;0;1;9;0;0;0;0;0;0
19.09.2024;01:35;A150;1;2;1;0;0;0;0;0;0;0;0
19.09.2024;01:34;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:33;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:32;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:31;A150;1;0;0;1;5;0;0;0;0;0;0
19.09.2024;01:30;A150;1;3;4;0;0;0;0;0;0;0;0
19.09.2024;01:29;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:28;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:27;A150;1;7;7;2;14;0;0;0;0;0;0
19.09.2024;01:26;A150;1;0;0;3;6;0;0;0;0;0;0
19.09.2024;01:25;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:24;A150;1;0;0;1;5;0;0;0;0;0;0
19.09.2024;01:23;A150;1;0;0;1;8;0;0;0;0;0;0
19.09.2024;01:22;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:21;A150;1;0;0;1;6;0;0;0;0;0;0
19.09.2024;01:20;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:19;A150;1;0;0;1;5;0;0;0;0;0;0
19.09.2024;01:18;A150;1;0;0;2;4;0;0;0;0;0;0
19.09.2024;01:17;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:16;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:15;A150;1;0;0;1;8;0;0;0;0;0;0
19.09.2024;01:14;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:13;A150;1;0;0;5;7;0;0;0;0;0;0
19.09.2024;01:12;A150;1;0;0;1;2;0;0;0;0;0;0
19.09.2024;01:11;A150;1;0;0;1;6;0;0;0;0;0;0
19.09.2024;01:10;A150;1;3;3;0;0;0;0;0;0;0;0
19.09.2024;01:09;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:08;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:07;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:06;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:05;A150;1;3;4;0;0;0;0;0;0;0;0
19.09.2024;01:04;A150;1;3;4;0;0;0;0;0;0;0;0
19.09.2024;01:03;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:02;A150;1;3;3;2;2;0;0;0;0;0;0
19.09.2024;01:01;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;01:00;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:59;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:58;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:57;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:56;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:55;A150;1;2;1;0;0;0;0;0;0;0;0
19.09.2024;00:54;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:53;A150;1;6;6;0;0;0;0;0;0;0;0
19.09.2024;00:52;A150;1;1;0;1;8;0;0;0;0;0;0
19.09.2024;00:51;A150;1;3;3;2;8;0;0;0;0;0;0
19.09.2024;00:50;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:49;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:48;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:47;A150;1;0;0;1;1;0;0;0;0;0;0
19.09.2024;00:46;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:45;A150;1;0;0;0;0;0;0;0;0;0;0
19.09.2024;00:44;A150;1;3;4;0;0;0;0;0;0;0;0
