Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;T1_2Z;T1_2B
27.10.2024;02:00;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:59;A 96;1;0;100;0;100;0;0;0;0;0;0;2;2;2;1;0;0;0;0;0;0
27.10.2024;01:58;A 96;1;0;100;0;100;0;14;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27.10.2024;01:57;A 96;1;0;100;0;100;1;47;0;0;0;0;0;0;0;0;1;2;1;2;0;0
27.10.2024;01:56;A 96;1;0;100;0;100;0;0;0;0;0;0;2;3;5;7;0;0;0;0;0;0
27.10.2024;01:55;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
27.10.2024;01:54;A 96;1;0;100;0;100;1;32;0;0;0;0;0;0;1;1;0;0;0;0;0;0
27.10.2024;01:53;A 96;1;0;100;0;100;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:52;A 96;1;0;100;0;100;0;0;0;0;1;32;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:51;A 96;1;0;100;0;100;0;0;0;0;1;38;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:50;A 96;1;0;100;0;100;0;0;0;0;0;0;3;2;4;2;0;0;0;0;0;0
27.10.2024;01:49;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:48;A 96;1;0;100;0;100;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:47;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27.10.2024;01:46;A 96;1;0;100;0;100;2;30;0;0;0;0;0;0;2;4;0;0;0;0;0;0
27.10.2024;01:45;A 96;1;0;100;0;100;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:44;A 96;1;0;100;0;100;1;12;0;0;0;0;3;3;2;2;0;0;0;0;0;0
27.10.2024;01:43;A 96;1;0;100;0;100;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
27.10.2024;01:42;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;01:41;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:40;A 96;1;0;100;0;100;0;28;0;0;0;0;0;0;1;1;0;0;0;0;0;0
27.10.2024;01:39;A 96;1;0;100;0;100;1;42;0;0;0;0;0;0;2;2;0;0;0;0;0;0
27.10.2024;01:38;A 96;1;0;100;0;100;0;42;0;0;1;2;2;2;1;2;0;0;0;0;0;0
27.10.2024;01:37;A 96;1;0;100;0;100;3;52;0;0;0;0;3;3;4;4;0;0;0;0;0;0
27.10.2024;01:36;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
27.10.2024;01:35;A 96;1;0;100;0;100;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:34;A 96;1;0;100;0;100;1;5;0;0;0;0;2;2;3;2;0;0;0;0;0;0
27.10.2024;01:33;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;01:32;A 96;1;0;100;0;100;0;0;0;0;1;47;2;3;3;3;0;0;0;0;0;0
27.10.2024;01:31;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;01:30;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
27.10.2024;01:29;A 96;1;0;100;0;100;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:28;A 96;1;0;100;0;100;1;11;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27.10.2024;01:27;A 96;1;0;100;0;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:26;A 96;1;0;100;0;100;2;22;0;0;0;0;1;1;1;1;1;2;1;2;0;0
27.10.2024;01:25;A 96;1;0;100;0;100;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0
27.10.2024;01:24;A 96;1;0;100;0;100;0;41;0;0;0;0;2;3;1;1;0;0;0;0;0;0
27.10.2024;01:23;A 96;1;0;100;0;100;2;49;0;0;0;0;1;0;2;2;0;0;0;0;0;0
27.10.2024;01:22;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:21;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
27.10.2024;01:20;A 96;1;0;100;0;100;0;0;0;0;0;0;2;1;3;3;0;0;0;0;0;0
27.10.2024;01:19;A 96;1;0;100;0;100;0;0;0;0;0;0;3;2;2;2;0;0;0;0;0;0
27.10.2024;01:18;A 96;1;0;100;0;100;0;0;0;0;0;0;2;2;5;6;0;0;0;0;0;0
27.10.2024;01:17;A 96;1;0;100;0;100;1;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;01:16;A 96;1;0;100;0;100;1;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:15;A 96;1;0;100;0;100;2;40;0;0;0;0;0;0;2;2;0;0;0;0;0;0
27.10.2024;01:14;A 96;1;0;100;0;100;0;0;0;0;0;0;3;2;3;3;0;0;0;0;0;0
27.10.2024;01:13;A 96;1;0;100;0;100;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:12;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;01:11;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:10;A 96;1;0;100;0;100;1;46;0;0;0;43;2;4;3;4;0;0;0;0;0;0
27.10.2024;01:09;A 96;1;0;100;0;100;1;18;0;0;1;13;0;0;2;3;0;0;0;0;0;0
27.10.2024;01:08;A 96;1;0;100;0;100;3;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;01:07;A 96;1;0;100;0;100;1;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;01:06;A 96;1;0;100;0;100;2;3;0;0;0;0;1;2;1;1;0;0;0;0;0;0
27.10.2024;01:05;A 96;1;0;100;0;100;1;64;0;0;0;0;1;0;1;1;0;0;0;0;0;0
27.10.2024;01:04;A 96;1;0;100;0;100;0;0;0;0;0;0;1;4;3;4;0;0;0;0;0;0
27.10.2024;01:03;A 96;1;0;100;0;100;1;49;0;0;0;0;1;82;4;8;0;0;0;0;0;0
27.10.2024;01:02;A 96;1;0;100;0;100;1;1;1;1;0;0;2;2;3;3;0;0;0;0;0;0
27.10.2024;01:01;A 96;1;0;100;0;100;0;10;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27.10.2024;01:00;A 96;1;0;100;0;100;1;37;0;0;0;0;2;2;1;1;0;0;0;0;0;0
27.10.2024;00:59;A 96;1;0;100;0;100;0;0;0;0;0;22;2;2;4;5;0;0;0;0;0;0
27.10.2024;00:58;A 96;1;0;100;0;100;1;26;0;0;1;20;1;2;1;1;0;0;0;0;0;0
27.10.2024;00:57;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;2;3;0;0;1;2;0;0
27.10.2024;00:56;A 96;1;0;100;0;100;0;0;0;0;0;43;0;0;1;1;1;2;0;0;0;0
27.10.2024;00:55;A 96;1;0;100;0;100;0;0;0;0;1;11;1;0;3;4;0;0;0;0;0;0
27.10.2024;00:54;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;2;4;0;0;0;0;0;0
27.10.2024;00:53;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0
27.10.2024;00:52;A 96;1;0;100;0;100;1;6;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;00:51;A 96;1;0;100;0;100;1;4;0;0;0;0;2;1;2;2;0;0;0;0;0;0
27.10.2024;00:50;A 96;1;0;100;0;100;3;70;0;0;0;0;0;0;2;6;0;0;0;0;0;0
27.10.2024;00:49;A 96;1;0;100;0;100;1;1;0;0;1;0;2;2;4;4;0;0;0;0;0;0
27.10.2024;00:48;A 96;1;0;100;0;100;2;69;0;0;0;0;0;0;1;1;0;0;0;0;0;0
27.10.2024;00:47;A 96;1;0;100;0;100;1;11;0;0;0;0;1;1;3;2;0;0;0;0;0;0
27.10.2024;00:46;A 96;1;0;100;0;100;1;19;0;0;0;0;0;0;3;4;0;0;0;0;0;0
27.10.2024;00:45;A 96;1;0;100;0;100;1;3;0;0;0;0;1;1;1;2;0;0;0;0;0;0
27.10.2024;00:44;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;00:43;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;00:42;A 96;1;0;100;0;100;1;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;00:41;A 96;1;0;100;0;100;0;0;0;48;1;53;2;3;1;1;0;0;0;0;0;0
27.10.2024;00:40;A 96;1;0;100;0;100;0;0;1;9;1;71;1;1;1;1;0;0;0;0;0;0
27.10.2024;00:39;A 96;1;0;100;0;100;1;56;0;61;1;1;2;1;2;2;0;0;0;0;0;0
27.10.2024;00:38;A 96;1;0;100;0;100;0;0;1;1;1;69;1;1;1;0;0;0;0;0;0;0
27.10.2024;00:37;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;00:36;A 96;1;0;100;0;100;1;23;0;0;2;3;1;1;1;1;0;0;0;0;0;0
27.10.2024;00:35;A 96;1;0;100;0;100;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;0
27.10.2024;00:34;A 96;1;0;100;0;100;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
27.10.2024;00:33;A 96;1;0;100;0;100;2;14;0;0;0;0;2;4;3;5;0;0;0;0;0;0
27.10.2024;00:32;A 96;1;0;100;0;100;0;16;0;0;1;0;1;5;1;5;0;0;0;0;1;2
27.10.2024;00:31;A 96;1;0;100;0;100;1;65;0;0;0;0;0;0;2;2;0;0;0;0;0;0
27.10.2024;00:30;A 96;1;0;100;0;100;1;15;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;00:29;A 96;1;0;100;0;100;0;0;1;12;1;14;2;4;1;1;0;0;0;0;0;0
27.10.2024;00:28;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
27.10.2024;00:27;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0
27.10.2024;00:26;A 96;1;0;100;0;100;0;0;0;0;1;22;1;1;1;0;0;0;1;2;0;0
27.10.2024;00:25;A 96;1;0;100;0;100;1;29;0;0;0;0;1;1;1;1;0;0;0;0;0;0
27.10.2024;00:24;A 96;1;0;100;0;100;4;59;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27.10.2024;00:23;A 96;1;0;100;0;100;0;0;0;0;2;55;2;3;3;5;0;0;0;0;0;0
27.10.2024;00:22;A 96;1;0;100;0;100;2;11;0;0;1;1;0;0;1;1;0;0;0;0;0;0
27.10.2024;00:21;A 96;1;0;100;0;100;1;3;0;0;1;14;4;4;3;3;0;0;0;0;0;0
27.10.2024;00:20;A 96;1;0;100;0;100;0;0;0;0;0;0;2;3;2;2;0;0;0;0;0;0
27.10.2024;00:19;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
27.10.2024;00:18;A 96;1;0;100;0;100;0;0;0;0;1;2;3;4;1;1;0;0;0;0;0;0
27.10.2024;00:17;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2024;00:16;A 96;1;0;100;0;100;0;0;0;0;0;28;2;1;2;2;0;0;0;0;0;0
27.10.2024;00:15;A 96;1;0;100;0;100;0;0;0;0;1;42;2;2;2;2;0;0;0;0;0;0
27.10.2024;00:14;A 96;1;0;100;0;100;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
27.10.2024;00:13;A 96;1;0;100;0;100;1;1;0;0;0;0;3;4;2;2;0;0;0;0;0;0
27.10.2024;00:12;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
