Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB;IR51Z;IR51B;IR111Z;IR111B
19.03.2025;01:00;A169;1;0;0;1;5;0;0;0;0;0;0;0;0
19.03.2025;00:59;A169;1;3;8;1;5;0;0;0;0;0;0;0;0
19.03.2025;00:58;A169;1;3;11;1;3;0;0;0;0;0;0;0;0
19.03.2025;00:57;A169;1;0;0;0;4;0;0;0;0;0;0;0;0
19.03.2025;00:56;A169;1;0;0;1;0;0;0;0;0;0;0;0;0
19.03.2025;00:55;A169;1;1;3;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:54;A169;1;2;5;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:53;A169;1;3;22;2;5;0;0;0;0;0;0;0;0
19.03.2025;00:52;A169;1;2;7;1;2;0;0;0;0;0;0;0;0
19.03.2025;00:51;A169;1;2;5;2;11;0;0;0;0;0;0;0;0
19.03.2025;00:50;A169;1;1;2;1;3;0;0;0;0;0;0;0;0
19.03.2025;00:49;A169;1;2;4;1;5;0;0;0;0;0;0;0;0
19.03.2025;00:48;A169;1;0;0;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:47;A169;1;2;7;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:46;A169;1;1;1;1;5;0;0;0;0;0;0;0;0
19.03.2025;00:45;A169;1;0;0;1;5;0;0;0;0;0;0;0;0
19.03.2025;00:44;A169;1;1;3;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:43;A169;1;1;4;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:42;A169;1;1;3;2;11;0;0;0;0;0;0;0;0
19.03.2025;00:41;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:40;A169;1;3;7;1;10;0;0;0;0;0;0;0;0
19.03.2025;00:39;A169;1;0;0;1;0;0;0;0;0;0;0;0;0
19.03.2025;00:38;A169;1;1;3;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:37;A169;1;1;7;2;8;0;0;0;0;0;0;0;0
19.03.2025;00:36;A169;1;1;3;1;3;0;0;0;0;0;0;0;0
19.03.2025;00:35;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:34;A169;1;1;4;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:33;A169;1;2;8;2;9;0;0;0;0;0;0;0;0
19.03.2025;00:32;A169;1;0;0;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:31;A169;1;1;4;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:30;A169;1;2;10;0;2;0;0;0;0;0;0;0;0
19.03.2025;00:29;A169;1;1;1;2;6;0;0;0;0;0;0;0;0
19.03.2025;00:28;A169;1;1;3;1;7;0;0;0;0;0;0;0;0
19.03.2025;00:27;A169;1;1;4;1;5;0;0;0;0;0;0;0;0
19.03.2025;00:26;A169;1;0;0;1;5;0;0;0;0;0;0;0;0
19.03.2025;00:25;A169;1;3;9;1;10;0;0;0;0;0;0;0;0
19.03.2025;00:24;A169;1;0;0;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:23;A169;1;1;1;2;7;0;0;0;0;0;0;0;0
19.03.2025;00:22;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:21;A169;1;1;4;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:20;A169;1;1;3;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:19;A169;1;3;8;2;9;0;0;0;0;0;0;0;0
19.03.2025;00:18;A169;1;1;3;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:17;A169;1;2;3;2;11;0;0;0;0;0;0;0;0
19.03.2025;00:16;A169;1;2;9;1;10;0;0;0;0;0;0;0;0
19.03.2025;00:15;A169;1;1;1;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:14;A169;1;1;2;1;5;0;0;0;0;0;0;0;0
19.03.2025;00:13;A169;1;0;0;1;3;0;0;0;0;0;0;0;0
19.03.2025;00:12;A169;1;2;7;2;6;0;0;0;0;0;0;0;0
19.03.2025;00:11;A169;1;3;7;3;15;0;0;0;0;0;0;0;0
19.03.2025;00:10;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:09;A169;1;2;5;2;9;0;0;0;0;0;0;0;0
19.03.2025;00:08;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:07;A169;1;3;11;3;19;0;0;0;0;0;0;0;0
19.03.2025;00:06;A169;1;1;5;0;0;0;0;0;0;0;0;0;0
19.03.2025;00:05;A169;1;1;14;1;10;0;0;0;0;0;0;0;0
19.03.2025;00:04;A169;1;2;5;1;2;0;0;0;0;0;0;0;0
19.03.2025;00:03;A169;1;3;10;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:02;A169;1;1;1;1;4;0;0;0;0;0;0;0;0
19.03.2025;00:01;A169;1;3;15;1;8;0;0;0;0;0;0;0;0
19.03.2025;00:00;A169;1;4;8;4;19;0;0;0;0;0;0;0;0
18.03.2025;23:59;A169;1;1;7;2;17;0;0;0;0;0;0;0;0
18.03.2025;23:58;A169;1;3;16;1;4;0;0;0;0;0;0;0;0
18.03.2025;23:57;A169;1;1;1;2;11;0;0;0;0;0;0;0;0
18.03.2025;23:56;A169;1;1;4;0;0;0;0;0;0;0;0;0;0
18.03.2025;23:55;A169;1;2;7;2;12;0;0;0;0;0;0;0;0
18.03.2025;23:54;A169;1;1;1;1;7;0;0;0;0;0;0;0;0
18.03.2025;23:52;A169;1;2;5;2;7;0;0;0;0;0;0;0;0
18.03.2025;23:51;A169;1;2;6;2;12;0;0;0;0;0;0;0;0
18.03.2025;23:50;A169;1;3;9;1;5;0;0;0;0;0;0;0;0
18.03.2025;23:49;A169;1;4;9;2;14;0;0;0;0;0;0;0;0
18.03.2025;23:48;A169;1;1;3;1;3;0;0;0;0;0;0;0;0
18.03.2025;23:47;A169;1;1;3;0;0;0;0;0;0;0;0;0;0
18.03.2025;23:46;A169;1;3;6;2;14;0;0;0;0;0;0;0;0
18.03.2025;23:45;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;23:44;A169;1;1;6;0;0;0;0;0;0;0;0;0;0
18.03.2025;23:43;A169;1;2;9;2;10;0;0;0;0;0;0;0;0
18.03.2025;23:42;A169;1;2;3;2;13;0;0;0;0;0;0;0;0
18.03.2025;23:41;A169;1;1;2;1;6;0;0;0;0;0;0;0;0
18.03.2025;23:40;A169;1;1;5;2;13;0;0;0;0;0;0;0;0
18.03.2025;23:39;A169;1;1;5;1;4;0;0;0;0;0;0;0;0
18.03.2025;23:38;A169;1;6;22;3;21;0;0;0;0;0;0;0;0
18.03.2025;23:37;A169;1;1;0;2;8;0;0;0;0;0;0;0;0
18.03.2025;23:36;A169;1;2;3;3;13;0;0;0;0;0;0;0;0
18.03.2025;23:35;A169;1;2;11;2;9;0;0;0;0;0;0;0;0
18.03.2025;23:34;A169;1;1;5;1;4;0;0;0;0;0;0;0;0
18.03.2025;23:32;A169;1;1;5;1;6;0;0;0;0;0;0;0;0
18.03.2025;23:31;A169;1;2;3;2;9;0;0;0;0;0;0;0;0
18.03.2025;23:28;A169;1;2;6;1;6;0;0;0;0;0;0;0;0
18.03.2025;23:27;A169;1;1;4;1;4;0;0;0;0;0;0;0;0
18.03.2025;23:26;A169;1;0;2;2;10;0;0;0;0;0;0;0;0
18.03.2025;23:25;A169;1;4;14;1;8;0;0;0;0;0;0;0;0
18.03.2025;23:24;A169;1;3;10;3;14;0;0;0;0;0;0;0;0
18.03.2025;23:23;A169;1;2;8;3;16;0;0;0;0;0;0;0;0
18.03.2025;23:21;A169;1;2;3;4;21;0;0;0;0;0;0;0;0
18.03.2025;23:20;A169;1;4;9;5;22;0;0;0;0;0;0;0;0
18.03.2025;23:19;A169;1;3;12;1;5;0;0;0;0;0;0;0;0
18.03.2025;23:18;A169;1;5;20;4;23;0;0;0;0;0;0;0;0
18.03.2025;23:17;A169;1;2;5;1;7;0;0;0;0;0;0;0;0
18.03.2025;23:15;A169;1;4;11;2;17;0;0;0;0;0;0;0;0
18.03.2025;23:14;A169;1;2;6;2;9;0;0;0;0;0;0;0;0
18.03.2025;23:12;A169;1;2;9;3;19;0;0;0;0;0;0;0;0
18.03.2025;23:11;A169;1;5;20;2;18;0;0;0;0;0;0;0;0
18.03.2025;23:10;A169;1;1;3;3;17;0;0;0;0;0;0;0;0
18.03.2025;23:08;A169;1;1;1;4;16;0;0;0;0;0;0;0;0
18.03.2025;23:07;A169;1;2;6;3;13;0;0;0;0;0;0;0;0
18.03.2025;23:06;A169;1;4;10;3;13;0;0;0;0;0;0;0;0
18.03.2025;23:04;A169;1;4;10;1;7;0;0;0;0;0;0;0;0
18.03.2025;23:02;A169;1;8;21;2;31;0;0;0;0;0;0;0;0
18.03.2025;23:01;A169;1;3;13;1;5;0;0;0;0;0;0;0;0
18.03.2025;23:00;A169;1;3;10;3;14;0;0;0;0;0;0;0;0
18.03.2025;22:59;A169;1;3;8;2;9;0;0;0;0;0;0;0;0
18.03.2025;22:58;A169;1;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2025;22:56;A169;1;3;18;4;14;0;0;0;0;0;0;0;0
18.03.2025;22:55;A169;1;3;7;2;13;0;0;0;0;0;0;0;0
18.03.2025;22:54;A169;1;3;20;2;11;0;0;0;0;0;0;0;0
18.03.2025;22:53;A169;1;2;10;1;5;0;0;0;0;0;0;0;0
18.03.2025;22:52;A169;1;4;10;3;31;0;0;0;0;0;0;0;0
18.03.2025;22:50;A169;1;2;8;0;0;0;0;0;0;0;0;0;0
18.03.2025;22:49;A169;1;2;9;3;23;0;0;0;0;0;0;0;0
18.03.2025;22:48;A169;1;5;22;6;35;0;0;0;0;0;0;0;0
18.03.2025;22:47;A169;1;2;7;5;32;0;0;0;0;0;0;0;0
18.03.2025;22:46;A169;1;7;23;3;12;0;0;0;0;0;0;0;0
18.03.2025;22:45;A169;1;5;19;2;17;0;0;0;0;0;0;0;0
18.03.2025;22:44;A169;1;4;10;2;16;0;0;0;0;0;0;0;0
18.03.2025;22:43;A169;1;1;6;1;3;0;0;0;0;0;0;0;0
18.03.2025;22:41;A169;1;3;21;2;10;0;0;0;0;0;0;0;0
18.03.2025;22:40;A169;1;2;13;2;10;0;0;0;0;0;0;0;0
18.03.2025;22:39;A169;1;1;6;0;0;0;0;0;0;0;0;0;0
18.03.2025;22:38;A169;1;3;11;1;9;0;0;0;0;0;0;0;0
18.03.2025;22:36;A169;1;3;14;3;17;0;0;0;0;0;0;0;0
18.03.2025;22:34;A169;1;5;20;3;14;0;0;0;0;0;0;0;0
18.03.2025;22:32;A169;1;4;12;2;9;0;0;0;0;0;0;0;0
18.03.2025;22:31;A169;1;8;37;3;24;0;0;0;0;0;0;0;0
18.03.2025;22:29;A169;1;5;23;3;24;0;0;0;0;0;0;0;0
18.03.2025;22:28;A169;1;2;10;4;20;0;0;0;0;0;0;0;0
18.03.2025;22:27;A169;1;3;8;2;8;0;0;0;0;0;0;0;0
18.03.2025;22:26;A169;1;4;16;4;28;0;0;0;0;0;0;0;0
18.03.2025;22:25;A169;1;3;13;2;13;0;0;0;0;0;0;0;0
18.03.2025;22:24;A169;1;2;16;0;0;0;0;0;0;0;0;0;0
18.03.2025;22:22;A169;1;10;39;3;25;0;0;0;0;0;0;0;0
18.03.2025;22:21;A169;1;0;1;3;23;0;0;0;0;0;0;0;0
18.03.2025;22:20;A169;1;3;15;1;4;0;0;0;0;0;0;0;0
18.03.2025;22:18;A169;1;3;7;2;23;0;0;0;0;0;0;0;0
18.03.2025;22:15;A169;1;4;10;4;21;0;0;0;0;0;0;0;0
18.03.2025;22:12;A169;1;1;16;1;5;0;0;0;0;0;0;0;0
18.03.2025;22:10;A169;1;2;3;4;23;0;0;0;0;0;0;0;0
18.03.2025;22:09;A169;1;6;19;4;34;0;0;0;0;0;0;0;0
18.03.2025;22:08;A169;1;4;15;2;11;0;0;0;0;0;0;0;0
18.03.2025;22:07;A169;1;3;4;4;29;0;0;0;0;0;0;0;0
18.03.2025;22:06;A169;1;3;28;2;10;0;0;0;0;0;0;0;0
18.03.2025;22:05;A169;1;6;32;2;11;0;0;0;0;0;0;0;0
18.03.2025;22:02;A169;1;6;17;3;34;0;0;0;0;0;0;0;0
18.03.2025;21:58;A169;1;5;27;5;34;0;0;0;0;0;0;0;0
18.03.2025;21:56;A169;1;1;6;2;9;0;0;0;0;0;0;0;0
18.03.2025;21:55;A169;1;7;22;5;25;0;0;0;0;0;0;0;0
18.03.2025;21:54;A169;1;2;17;3;15;0;0;0;0;0;0;0;0
18.03.2025;21:53;A169;1;4;18;3;14;0;0;0;0;0;0;0;0
