Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;T1_2Z;T1_2B
01.02.2025;01:00;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
01.02.2025;00:59;A 96;1;0;100;0;100;2;12;0;0;0;0;1;1;1;1;0;0;0;0;0;0
01.02.2025;00:58;A 96;1;0;100;0;100;0;0;0;0;0;0;2;3;2;2;0;0;0;0;0;0
01.02.2025;00:57;A 96;1;0;100;0;100;0;0;0;0;1;39;6;6;4;3;0;0;0;0;0;0
01.02.2025;00:56;A 96;1;0;100;0;100;1;34;0;0;1;24;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:55;A 96;1;0;100;0;100;0;0;0;0;0;0;2;2;2;1;0;0;0;0;0;0
01.02.2025;00:54;A 96;1;0;100;0;100;1;45;1;40;1;23;0;0;0;0;0;0;0;0;0;0
01.02.2025;00:53;A 96;1;0;100;0;100;0;64;0;0;0;0;1;1;0;0;0;0;0;0;0;0
01.02.2025;00:52;A 96;1;0;100;0;100;3;67;0;0;0;0;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:51;A 96;1;0;100;0;100;1;21;0;0;0;0;2;3;3;2;0;0;0;0;0;0
01.02.2025;00:50;A 96;1;0;100;0;100;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
01.02.2025;00:49;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
01.02.2025;00:48;A 96;1;0;100;0;100;1;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0
01.02.2025;00:47;A 96;1;0;100;0;100;1;46;0;0;1;56;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:46;A 96;1;0;100;0;100;1;15;0;0;0;0;1;1;1;0;0;0;0;0;0;0
01.02.2025;00:45;A 96;1;0;100;0;100;1;12;0;0;0;22;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:44;A 96;1;0;100;0;100;1;11;0;0;2;10;1;1;1;0;0;0;0;0;0;0
01.02.2025;00:43;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0
01.02.2025;00:42;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:41;A 96;1;0;100;0;100;0;0;0;0;0;0;2;4;4;4;0;0;0;0;0;0
01.02.2025;00:40;A 96;1;0;100;0;100;2;18;0;0;0;0;2;3;1;1;0;0;0;0;0;0
01.02.2025;00:39;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
01.02.2025;00:38;A 96;1;0;100;0;100;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0
01.02.2025;00:37;A 96;1;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:36;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
01.02.2025;00:35;A 96;1;0;100;0;100;0;0;0;0;1;22;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:34;A 96;1;0;100;0;100;2;23;0;0;0;0;3;5;1;2;0;0;0;0;0;0
01.02.2025;00:33;A 96;1;0;100;0;100;1;76;1;1;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2025;00:32;A 96;1;0;100;0;100;1;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0
01.02.2025;00:31;A 96;1;0;100;0;100;0;0;0;0;0;0;1;2;3;5;0;0;0;0;0;0
01.02.2025;00:30;A 96;1;0;100;0;100;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
01.02.2025;00:29;A 96;1;0;100;0;100;1;37;0;0;0;0;2;3;0;0;0;0;0;0;0;0
01.02.2025;00:28;A 96;1;0;100;0;100;2;44;0;0;0;0;1;1;1;1;0;0;0;0;0;0
01.02.2025;00:27;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;0
01.02.2025;00:26;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;2;2;1;2;0;0;0;0
01.02.2025;00:25;A 96;1;0;100;0;100;1;9;0;0;0;0;3;3;3;3;0;0;0;0;0;0
01.02.2025;00:24;A 96;1;0;100;0;100;1;3;0;0;0;0;1;1;3;3;0;0;0;0;0;0
01.02.2025;00:23;A 96;1;0;100;0;100;4;48;0;0;0;0;1;2;0;0;0;0;0;0;0;0
01.02.2025;00:22;A 96;1;0;100;0;100;2;79;0;0;0;0;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:21;A 96;1;0;100;0;100;3;39;1;29;0;0;2;2;0;0;0;0;0;0;0;0
01.02.2025;00:20;A 96;1;0;100;0;100;1;6;0;0;0;3;0;0;1;1;0;0;0;0;0;0
01.02.2025;00:19;A 96;1;0;100;0;100;0;0;0;8;1;34;0;0;1;2;0;0;0;0;0;0
01.02.2025;00:18;A 96;1;0;100;0;100;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2025;00:17;A 96;1;0;100;0;100;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
